topology_id	topology_num	topology
776	1	(((((((((((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Vitis_vinifera),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),Solanum_lycopersicum),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),((((((Glycine_max,Arabidopsis_thaliana),Vitis_vinifera),Vitis_vinifera),(Solanum_lycopersicum,(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare))),Oryza_sativa_L.Nipponbare),Amborella_trichopoda)),Arabidopsis_thaliana),Solanum_lycopersicum),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Vitis_vinifera),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda));
777	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),(((((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),(((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Vitis_vinifera),Oryza_sativa_L.Nipponbare)),(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda),Amborella_trichopoda)));
778	1	((((((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),(((((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda)),(((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum)),Amborella_trichopoda));
779	1	((((((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum))),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),(((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),Amborella_trichopoda));
780	1	(((((((((Medicago_truncatula,Glycine_max),Glycine_max),(((((Medicago_truncatula,Arabidopsis_thaliana),((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,(Vitis_vinifera,Solanum_lycopersicum)))),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),Arabidopsis_thaliana)),Vitis_vinifera),((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Vitis_vinifera)),Vitis_vinifera),Solanum_lycopersicum),(((((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Amborella_trichopoda),Amborella_trichopoda)),Oryza_sativa_L.Nipponbare);
781	1	((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),((Glycine_max,Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum))),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),((Vitis_vinifera,Oryza_sativa_L.Nipponbare),Amborella_trichopoda)),((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),(((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum)),Amborella_trichopoda),Oryza_sativa_L.Nipponbare));
782	1	((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Amborella_trichopoda),((((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),((((((Medicago_truncatula,((Medicago_truncatula,Glycine_max),Glycine_max)),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),Amborella_trichopoda))),((Medicago_truncatula,(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda));
783	1	(((((((((Medicago_truncatula,(Medicago_truncatula,(Arabidopsis_thaliana,Solanum_lycopersicum))),Glycine_max),Glycine_max),Vitis_vinifera),Amborella_trichopoda),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Vitis_vinifera,Oryza_sativa_L.Nipponbare))),((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum))),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum)),(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),((Glycine_max,Solanum_lycopersicum),Vitis_vinifera)),Amborella_trichopoda));
784	1	((((((((((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),Glycine_max)),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum)),((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum))),Amborella_trichopoda),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Arabidopsis_thaliana),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum));
785	1	(((((((((Medicago_truncatula,Glycine_max),(((Medicago_truncatula,Glycine_max),Glycine_max),Glycine_max)),((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max))),(Vitis_vinifera,Solanum_lycopersicum)),(((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Arabidopsis_thaliana)),(((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Vitis_vinifera,Solanum_lycopersicum))),(Vitis_vinifera,Amborella_trichopoda)),Amborella_trichopoda),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda));
786	1	(((((((((((((Medicago_truncatula,Glycine_max),Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),((Glycine_max,Solanum_lycopersicum),Vitis_vinifera)),(((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),(Arabidopsis_thaliana,Vitis_vinifera))),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),Oryza_sativa_L.Nipponbare),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),Oryza_sativa_L.Nipponbare),Arabidopsis_thaliana),(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda));
787	1	((((((((((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),Glycine_max)),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),Vitis_vinifera)),(Arabidopsis_thaliana,Solanum_lycopersicum)),(((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),(Medicago_truncatula,Glycine_max))),Vitis_vinifera),((Medicago_truncatula,Glycine_max),Glycine_max)),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
788	1	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera)),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),Vitis_vinifera),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Amborella_trichopoda),((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Amborella_trichopoda),Oryza_sativa_L.Nipponbare)));
789	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),((((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum))),Amborella_trichopoda),Oryza_sativa_L.Nipponbare)));
790	1	((((((Medicago_truncatula,Glycine_max),((Vitis_vinifera,Solanum_lycopersicum),Amborella_trichopoda)),(((((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Vitis_vinifera),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),(Medicago_truncatula,Glycine_max))),Oryza_sativa_L.Nipponbare),Oryza_sativa_L.Nipponbare),(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),(Arabidopsis_thaliana,Vitis_vinifera)),Amborella_trichopoda),Arabidopsis_thaliana),(Medicago_truncatula,Glycine_max)));
791	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),(((((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Vitis_vinifera)),Arabidopsis_thaliana),Arabidopsis_thaliana),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Amborella_trichopoda),Oryza_sativa_L.Nipponbare)));
792	1	(((((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),((Medicago_truncatula,Glycine_max),Vitis_vinifera)),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),(((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera))),Oryza_sativa_L.Nipponbare)),(((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Vitis_vinifera)),Solanum_lycopersicum),Amborella_trichopoda));
793	1	(((((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Amborella_trichopoda)));
794	1	(((((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Amborella_trichopoda),Solanum_lycopersicum),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),((((((Medicago_truncatula,Glycine_max),Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda)),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),((((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max))),Solanum_lycopersicum),(Arabidopsis_thaliana,Vitis_vinifera)),Vitis_vinifera),Amborella_trichopoda));
795	1	(((((((Medicago_truncatula,Glycine_max),(Solanum_lycopersicum,Amborella_trichopoda)),(Arabidopsis_thaliana,Vitis_vinifera)),Oryza_sativa_L.Nipponbare),((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda)),(((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Amborella_trichopoda),Oryza_sativa_L.Nipponbare)),(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda));
796	1	((((((((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),Solanum_lycopersicum)),Vitis_vinifera),(((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Glycine_max),((Vitis_vinifera,Solanum_lycopersicum),Solanum_lycopersicum)),(Medicago_truncatula,Vitis_vinifera)),Solanum_lycopersicum)),(((((Medicago_truncatula,Glycine_max),Glycine_max),Glycine_max),Solanum_lycopersicum),Vitis_vinifera)),Vitis_vinifera),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
797	1	((((((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max))),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),(Arabidopsis_thaliana,Solanum_lycopersicum)),(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Vitis_vinifera)),((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana)),(((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Glycine_max),Solanum_lycopersicum),Solanum_lycopersicum),Vitis_vinifera)),Amborella_trichopoda);
798	1	((((Medicago_truncatula,Vitis_vinifera),Solanum_lycopersicum),(((((((((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Medicago_truncatula),Glycine_max),((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Medicago_truncatula,Glycine_max)),((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)))),Solanum_lycopersicum),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
799	1	((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),(((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Solanum_lycopersicum),Vitis_vinifera),Amborella_trichopoda)),((((((Medicago_truncatula,Glycine_max),Glycine_max),Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),((Medicago_truncatula,Glycine_max),Glycine_max)),Arabidopsis_thaliana));
800	1	((((((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max))),Vitis_vinifera),Arabidopsis_thaliana),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),(((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda)));
801	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),Solanum_lycopersicum),Vitis_vinifera),(((((Medicago_truncatula,Glycine_max),Glycine_max),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),Arabidopsis_thaliana),(Solanum_lycopersicum,Amborella_trichopoda))),((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),Arabidopsis_thaliana),Vitis_vinifera),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Arabidopsis_thaliana)),Amborella_trichopoda);
802	1	((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Amborella_trichopoda),(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Vitis_vinifera,Solanum_lycopersicum)),((Arabidopsis_thaliana,Solanum_lycopersicum),Amborella_trichopoda)),Oryza_sativa_L.Nipponbare),((((Glycine_max,Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda),Oryza_sativa_L.Nipponbare)),Oryza_sativa_L.Nipponbare)),(Vitis_vinifera,Solanum_lycopersicum)));
803	1	((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Medicago_truncatula),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),((((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),(Arabidopsis_thaliana,Vitis_vinifera)),((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda));
804	1	((((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Vitis_vinifera),(Glycine_max,Solanum_lycopersicum)),(((((Medicago_truncatula,Glycine_max),Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum))),Amborella_trichopoda),(((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),((Oryza_sativa_L.Nipponbare,Amborella_trichopoda),Amborella_trichopoda)));
805	1	((((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Amborella_trichopoda),(Vitis_vinifera,Amborella_trichopoda)),((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),(((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera)),Amborella_trichopoda),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),Arabidopsis_thaliana)));
806	1	(((((((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),((Medicago_truncatula,Glycine_max),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),(((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),Amborella_trichopoda)),(((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare)),(Vitis_vinifera,Amborella_trichopoda));
807	1	(((((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),Arabidopsis_thaliana)),(Glycine_max,Vitis_vinifera)),Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
808	1	((((((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),((((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),Oryza_sativa_L.Nipponbare),(((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)))),Amborella_trichopoda);
809	1	((((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),((((((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera),Arabidopsis_thaliana),((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),(Medicago_truncatula,Glycine_max))),((Glycine_max,Arabidopsis_thaliana),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda));
810	1	(((((((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera)),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare)),(((Medicago_truncatula,Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda));
811	1	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((Medicago_truncatula,Glycine_max),Glycine_max)),Vitis_vinifera),(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),Glycine_max)))),((Medicago_truncatula,Glycine_max),Medicago_truncatula)),(((((Medicago_truncatula,Glycine_max),Glycine_max),Glycine_max),Solanum_lycopersicum),Solanum_lycopersicum)),Vitis_vinifera));
812	1	((((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((Medicago_truncatula,Solanum_lycopersicum),Glycine_max)),Solanum_lycopersicum),(((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera)),((Medicago_truncatula,Vitis_vinifera),Vitis_vinifera)),((Glycine_max,Arabidopsis_thaliana),Arabidopsis_thaliana)),((Glycine_max,Oryza_sativa_L.Nipponbare),Vitis_vinifera)),Amborella_trichopoda),((Glycine_max,(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda));
813	1	(((((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Vitis_vinifera),((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum))),((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Vitis_vinifera),Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
814	1	(((((((((Medicago_truncatula,Glycine_max),(((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Glycine_max)),((Medicago_truncatula,Glycine_max),(Medicago_truncatula,((Medicago_truncatula,Glycine_max),Glycine_max)))),((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max))),Solanum_lycopersicum),(Arabidopsis_thaliana,Vitis_vinifera)),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare);
815	1	(((((Medicago_truncatula,((((((Medicago_truncatula,Vitis_vinifera),Solanum_lycopersicum),(Medicago_truncatula,(Medicago_truncatula,Glycine_max))),((Glycine_max,Arabidopsis_thaliana),Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare)),(Medicago_truncatula,Vitis_vinifera)),((Glycine_max,(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda)),(Solanum_lycopersicum,Amborella_trichopoda)),(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Amborella_trichopoda));
816	1	(((((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana)),((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana)),Vitis_vinifera),Solanum_lycopersicum)),Arabidopsis_thaliana),Solanum_lycopersicum),(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
817	1	(((((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera),Arabidopsis_thaliana),Amborella_trichopoda),(((((Medicago_truncatula,Glycine_max),Glycine_max),(((Arabidopsis_thaliana,(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Vitis_vinifera),Solanum_lycopersicum)),(((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera)),Amborella_trichopoda)),(((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Vitis_vinifera)),Solanum_lycopersicum),Amborella_trichopoda));
818	1	((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),(((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),((Medicago_truncatula,Glycine_max),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),Oryza_sativa_L.Nipponbare),Solanum_lycopersicum)),(((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Amborella_trichopoda));
819	1	((((((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),(((Medicago_truncatula,Glycine_max),Glycine_max),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera))),Amborella_trichopoda)),Oryza_sativa_L.Nipponbare),Oryza_sativa_L.Nipponbare),((((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera),Arabidopsis_thaliana),Vitis_vinifera),Amborella_trichopoda));
