topology_id	topology_num	topology
1468	1	((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Amborella_trichopoda),(((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Amborella_trichopoda),Oryza_sativa_L.Nipponbare));
1469	1	(((((((((Medicago_truncatula,(Glycine_max,(Vitis_vinifera,Solanum_lycopersicum))),Amborella_trichopoda),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Medicago_truncatula),Medicago_truncatula),Glycine_max),Glycine_max),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda));
1470	1	((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum))),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1471	1	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1472	1	(((((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera),(Arabidopsis_thaliana,Vitis_vinifera)),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda));
1473	1	(((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum)),((Glycine_max,Arabidopsis_thaliana),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1474	1	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),(((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum))),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda));
1475	1	(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Amborella_trichopoda),Arabidopsis_thaliana),((((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),Solanum_lycopersicum));
1476	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1477	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Vitis_vinifera,(Vitis_vinifera,Solanum_lycopersicum))),Arabidopsis_thaliana),Arabidopsis_thaliana),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare);
1478	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),(Vitis_vinifera,Solanum_lycopersicum)),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),(Medicago_truncatula,Glycine_max)),Amborella_trichopoda);
1479	1	((((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),Arabidopsis_thaliana),Arabidopsis_thaliana),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Solanum_lycopersicum,(Oryza_sativa_L.Nipponbare,Amborella_trichopoda))));
1480	1	(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Solanum_lycopersicum,(Oryza_sativa_L.Nipponbare,Amborella_trichopoda))),Arabidopsis_thaliana),(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda));
1481	1	((((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),((Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare),Solanum_lycopersicum)),((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana)),Amborella_trichopoda);
1482	1	(((Medicago_truncatula,(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),(((((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Glycine_max),((Arabidopsis_thaliana,Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
1483	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((Medicago_truncatula,Arabidopsis_thaliana),Arabidopsis_thaliana)),((Vitis_vinifera,Oryza_sativa_L.Nipponbare),(Vitis_vinifera,Solanum_lycopersicum))),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1484	1	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),Arabidopsis_thaliana),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1485	1	(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Arabidopsis_thaliana,(Vitis_vinifera,Solanum_lycopersicum))),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Amborella_trichopoda));
1486	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),(((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum))),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1487	1	((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda),(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),(Glycine_max,Solanum_lycopersicum)),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)));
1488	1	((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Arabidopsis_thaliana),Solanum_lycopersicum),(((Medicago_truncatula,Glycine_max),Glycine_max),(Vitis_vinifera,Solanum_lycopersicum))),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1489	1	(((((Medicago_truncatula,Glycine_max),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),((((Glycine_max,Vitis_vinifera),Arabidopsis_thaliana),Arabidopsis_thaliana),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)))),Solanum_lycopersicum),Vitis_vinifera),Amborella_trichopoda);
1490	1	((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum))),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1491	1	((((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),Arabidopsis_thaliana),((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max))),(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare)),(Vitis_vinifera,Amborella_trichopoda));
1492	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),(((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera)),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1493	1	(((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Vitis_vinifera))),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1494	1	((((((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Amborella_trichopoda),Oryza_sativa_L.Nipponbare),Oryza_sativa_L.Nipponbare),(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Amborella_trichopoda));
1495	1	((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,(Glycine_max,Oryza_sativa_L.Nipponbare))),Arabidopsis_thaliana),Solanum_lycopersicum)),Vitis_vinifera),(Arabidopsis_thaliana,Vitis_vinifera)),Amborella_trichopoda);
1496	1	((((((((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare),Vitis_vinifera)),Solanum_lycopersicum),Solanum_lycopersicum),((Medicago_truncatula,Glycine_max),Glycine_max)),(Arabidopsis_thaliana,Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1497	1	((((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum))),Arabidopsis_thaliana),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda));
1498	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda),(((((Medicago_truncatula,Glycine_max),Oryza_sativa_L.Nipponbare),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Amborella_trichopoda));
1499	1	((((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Arabidopsis_thaliana,(Arabidopsis_thaliana,Solanum_lycopersicum))),((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Glycine_max)),Vitis_vinifera),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1500	1	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),((((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
1501	1	((((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),(((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),(Arabidopsis_thaliana,Vitis_vinifera)),Amborella_trichopoda),Oryza_sativa_L.Nipponbare));
1502	1	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda));
1503	1	((((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Vitis_vinifera),((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max))),(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
1504	1	((((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Amborella_trichopoda),(((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda));
1505	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Arabidopsis_thaliana),Amborella_trichopoda),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana));
1506	1	(((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),Glycine_max)),Oryza_sativa_L.Nipponbare),(Vitis_vinifera,(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare))),((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)));
1507	1	((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),(((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare),((Vitis_vinifera,Solanum_lycopersicum),Amborella_trichopoda))),Arabidopsis_thaliana)),(Vitis_vinifera,(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)));
1508	1	((((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum))),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1509	1	((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Vitis_vinifera),(((Medicago_truncatula,Solanum_lycopersicum),Glycine_max),Vitis_vinifera)),Oryza_sativa_L.Nipponbare);
1510	1	((((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),((Medicago_truncatula,Glycine_max),Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1511	1	(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda),((((((Medicago_truncatula,Glycine_max),Glycine_max),Solanum_lycopersicum),Arabidopsis_thaliana),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),Amborella_trichopoda));
1512	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),(Arabidopsis_thaliana,Vitis_vinifera)),((Medicago_truncatula,Glycine_max),Solanum_lycopersicum));
1513	1	((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera)),Amborella_trichopoda),(((Vitis_vinifera,Amborella_trichopoda),Vitis_vinifera),Oryza_sativa_L.Nipponbare)),Arabidopsis_thaliana);
1514	1	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda),(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda));
1515	1	(((((Medicago_truncatula,Glycine_max),Glycine_max),Medicago_truncatula),(((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Solanum_lycopersicum),(Arabidopsis_thaliana,Vitis_vinifera))),Amborella_trichopoda);
1516	1	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Oryza_sativa_L.Nipponbare),(((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Arabidopsis_thaliana)),((Glycine_max,Vitis_vinifera),Solanum_lycopersicum)),Amborella_trichopoda);
1517	1	(((((((((Medicago_truncatula,Glycine_max),Glycine_max),Medicago_truncatula),(Medicago_truncatula,Glycine_max)),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Vitis_vinifera)),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1518	1	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Oryza_sativa_L.Nipponbare),(((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
1519	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1520	1	((((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),Glycine_max)),(((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Glycine_max,Vitis_vinifera))),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1521	1	(((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),((Glycine_max,Vitis_vinifera),Amborella_trichopoda)),Amborella_trichopoda);
1522	1	((((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Amborella_trichopoda),((((Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda));
1523	1	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Amborella_trichopoda),(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda));
1524	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1525	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),((Glycine_max,Vitis_vinifera),Vitis_vinifera)),Solanum_lycopersicum),(((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Arabidopsis_thaliana)),Arabidopsis_thaliana),Amborella_trichopoda);
1526	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max))),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Glycine_max),Oryza_sativa_L.Nipponbare);
1527	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Vitis_vinifera,Solanum_lycopersicum)),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1528	1	(((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1529	1	(((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Solanum_lycopersicum),Vitis_vinifera),Amborella_trichopoda),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda));
1530	1	((((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Solanum_lycopersicum),Arabidopsis_thaliana),(((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Vitis_vinifera)),Vitis_vinifera)),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1531	1	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1532	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum)),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1533	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),(((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera)),Amborella_trichopoda);
1534	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera),Solanum_lycopersicum)),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1535	1	(((((((((Medicago_truncatula,Glycine_max),(Glycine_max,Oryza_sativa_L.Nipponbare)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Arabidopsis_thaliana),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda);
1536	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),((Medicago_truncatula,Glycine_max),Glycine_max)),((Arabidopsis_thaliana,Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum))),Oryza_sativa_L.Nipponbare),Vitis_vinifera),Amborella_trichopoda);
1537	1	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((((Medicago_truncatula,Glycine_max),Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Vitis_vinifera)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Amborella_trichopoda);
1538	1	((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1539	1	(((((((((Medicago_truncatula,Solanum_lycopersicum),Arabidopsis_thaliana),Glycine_max),Vitis_vinifera),Vitis_vinifera),Glycine_max),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),(((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera),Amborella_trichopoda));
1540	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1541	1	(((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),(Vitis_vinifera,Solanum_lycopersicum)),((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
1542	1	(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),(((((Medicago_truncatula,Glycine_max),Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
1543	1	((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),(((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare);
1544	1	(((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),Glycine_max)),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),(((Glycine_max,Solanum_lycopersicum),Vitis_vinifera),(Arabidopsis_thaliana,Vitis_vinifera)));
1545	1	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda),(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana));
1546	1	(((((((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Vitis_vinifera)),Solanum_lycopersicum),Solanum_lycopersicum),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),(Medicago_truncatula,Glycine_max)),Medicago_truncatula),Amborella_trichopoda);
1547	1	(((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera),(((((Medicago_truncatula,Glycine_max),Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare))),Amborella_trichopoda);
1548	1	((((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Vitis_vinifera))),Oryza_sativa_L.Nipponbare),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1549	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
1550	1	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum))),Oryza_sativa_L.Nipponbare);
1551	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare);
1552	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),Medicago_truncatula),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),((Glycine_max,(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),(Vitis_vinifera,Solanum_lycopersicum))),Amborella_trichopoda);
1553	1	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),((((Medicago_truncatula,Glycine_max),Glycine_max),Solanum_lycopersicum),(Arabidopsis_thaliana,Vitis_vinifera))),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
