Topology_ID	Topology_num	Topology	Tree_IDs
10	55	(AMB,((((ARA,ORY),CER),(CHL,LIR)),NYM));	OG_100330_34_T1_7,OG_100447_30_T2_7,OG_100523_28_T2_7,OG_100622_26_T2_7,OG_101032_21_T1_7,OG_101152_20_T1_7,OG_101233_19_T1_7,OG_101522_17_T1_7,OG_101591_17_T1_7,OG_101712_16_T1_7,OG_101851_15_T1_7,OG_101971_15_T1_7,OG_102029_15_T1_7,OG_102068_14_T1_7,OG_103432_11_T1_7,OG_103525_11_T1_7,OG_103546_11_T1_7,OG_103749_10_T1_7,OG_103806_10_T1_7,OG_103887_10_T1_7,OG_103888_10_T1_7,OG_104005_10_T1_7,OG_104019_10_T1_7,OG_104076_10_T1_7,OG_104136_10_T1_7,OG_104325_9_T1_7,OG_104343_9_T1_7,OG_104371_9_T1_7,OG_104667_9_T1_7,OG_104741_9_T1_7,OG_104848_9_T1_7,OG_104894_9_T1_7,OG_104903_9_T1_7,OG_104909_9_T1_7,OG_105042_9_T1_7,OG_105383_8_T1_7,OG_105473_8_T1_7,OG_105584_8_T1_7,OG_105634_8_T1_7,OG_105955_8_T1_7,OG_106004_8_T1_7,OG_106162_7_T1_7,OG_106210_7_T1_7,OG_106359_7_T1_7,OG_106522_7_T1_7,OG_106538_7_T1_7,OG_106678_7_T1_7,OG_106809_7_T1_7,OG_107020_7_T1_7,OG_107053_7_T1_7,OG_107266_6_T1_7,OG_107596_6_T1_7,OG_107724_6_T1_7,OG_108107_6_T1_7,OG_108149_6_T1_7
11	55	(AMB,(ARA,(CHL,LIR)));	OG_100036_83_T7_4,OG_100036_83_T8_4,OG_100145_52_T1_4,OG_100153_50_T3_4,OG_100207_42_T4_4,OG_100220_41_T3_4,OG_100230_40_T3_4,OG_100262_38_T3_4,OG_100263_38_T2_4,OG_100636_26_T3_4,OG_101285_18_T3_4,OG_101826_15_T1_4,OG_101925_15_T2_4,OG_102188_14_T1_4,OG_102219_14_T2_4,OG_102480_13_T1_4,OG_103047_12_T1_4,OG_103906_10_T1_4,OG_104800_9_T1_4,OG_105427_8_T1_4,OG_105525_8_T1_4,OG_105959_8_T1_4,OG_106614_7_T1_4,OG_107390_6_T1_4,OG_107758_6_T1_4,OG_107948_6_T1_4,OG_108532_5_T1_4,OG_108652_5_T1_4,OG_108681_5_T1_4,OG_108868_5_T1_4,OG_108960_5_T1_4,OG_109050_5_T1_4,OG_109182_5_T1_4,OG_109285_5_T1_4,OG_109389_5_T1_4,OG_109882_4_T1_4,OG_109939_4_T1_4,OG_110008_4_T1_4,OG_110037_4_T1_4,OG_110091_4_T1_4,OG_110096_4_T1_4,OG_110213_4_T1_4,OG_110250_4_T1_4,OG_110261_4_T1_4,OG_110322_4_T1_4,OG_110338_4_T1_4,OG_110440_4_T1_4,OG_110474_4_T1_4,OG_110512_4_T1_4,OG_110529_4_T1_4,OG_110608_4_T1_4,OG_110609_4_T1_4,OG_110637_4_T1_4,OG_110657_4_T1_4,OG_110667_4_T1_4
12	54	(((AMB,((ARA,ORY),(CHL,LIR))),NYM),GIN);	OG_100003_179_T4_7,OG_100003_179_T5_7,OG_100012_114_T5_7,OG_100012_114_T6_7,OG_100066_67_T2_7,OG_100126_56_T2_7,OG_100126_56_T3_7,OG_100216_42_T1_7,OG_100357_33_T1_7,OG_100493_29_T1_7,OG_100498_29_T1_7,OG_100518_28_T2_7,OG_100802_23_T2_7,OG_100820_23_T2_7,OG_101330_18_T1_7,OG_101408_18_T1_7,OG_101480_17_T1_7,OG_101502_17_T1_7,OG_101603_17_T1_7,OG_101707_16_T1_7,OG_101895_15_T1_7,OG_102286_14_T1_7,OG_102313_14_T1_7,OG_102825_12_T1_7,OG_103038_12_T1_7,OG_103052_12_T1_7,OG_103215_11_T1_7,OG_103305_11_T1_7,OG_103562_11_T1_7,OG_103680_10_T1_7,OG_103734_10_T1_7,OG_104067_10_T1_7,OG_104188_10_T1_7,OG_104346_9_T1_7,OG_104491_9_T1_7,OG_104696_9_T1_7,OG_104750_9_T1_7,OG_105029_9_T1_7,OG_105386_8_T1_7,OG_105464_8_T1_7,OG_105528_8_T1_7,OG_105676_8_T1_7,OG_105711_8_T1_7,OG_105853_8_T1_7,OG_105854_8_T1_7,OG_105932_8_T1_7,OG_106349_7_T1_7,OG_106356_7_T1_7,OG_106673_7_T1_7,OG_106720_7_T1_7,OG_106854_7_T1_7,OG_107281_6_T1_7,OG_107866_6_T1_7,OG_108112_6_T1_7
13	52	(((AMB,((ARA,ORY),(CER,(CHL,LIR)))),NYM),GIN);	OG_100125_56_T1_8,OG_100155_49_T1_8,OG_100269_38_T1_8,OG_100343_34_T1_8,OG_100348_33_T1_8,OG_100382_32_T1_8,OG_100471_29_T1_8,OG_100721_24_T1_8,OG_100770_24_T1_8,OG_100788_23_T1_8,OG_100794_23_T1_8,OG_100811_23_T1_8,OG_100895_22_T1_8,OG_100930_22_T1_8,OG_100943_22_T1_8,OG_100993_21_T1_8,OG_101461_17_T2_8,OG_101489_17_T1_8,OG_101590_17_T1_8,OG_101647_16_T1_8,OG_101681_16_T1_8,OG_101713_16_T1_8,OG_101732_16_T1_8,OG_102069_14_T1_8,OG_102081_14_T1_8,OG_102197_14_T1_8,OG_102293_14_T1_8,OG_102300_14_T1_8,OG_102362_13_T1_8,OG_102528_13_T1_8,OG_102577_13_T1_8,OG_102608_13_T1_8,OG_102620_13_T1_8,OG_102657_13_T1_8,OG_102945_12_T1_8,OG_102948_12_T1_8,OG_103063_12_T1_8,OG_103353_11_T1_8,OG_103386_11_T1_8,OG_103462_11_T1_8,OG_103485_11_T1_8,OG_103533_11_T1_8,OG_104099_10_T1_8,OG_104105_10_T1_8,OG_104776_9_T1_8,OG_104966_9_T1_8,OG_105233_8_T1_8,OG_105527_8_T1_8,OG_105843_8_T1_8,OG_105953_8_T1_8,OG_106927_7_T1_8,OG_107010_7_T1_8
14	49	((AMB,((ARA,(CHL,LIR)),NYM)),GIN);	OG_100125_56_T4_6,OG_100182_45_T2_6,OG_100260_39_T1_6,OG_100448_30_T1_6,OG_100883_22_T1_6,OG_101854_15_T2_6,OG_101864_15_T1_6,OG_101872_15_T1_6,OG_101970_15_T1_6,OG_101975_15_T1_6,OG_102278_14_T1_6,OG_102570_13_T1_6,OG_102999_12_T1_6,OG_103072_12_T1_6,OG_103073_12_T1_6,OG_103275_11_T1_6,OG_103573_11_T1_6,OG_103620_11_T1_6,OG_103779_10_T1_6,OG_103808_10_T1_6,OG_104220_10_T1_6,OG_104715_9_T1_6,OG_104717_9_T1_6,OG_104860_9_T1_6,OG_105416_8_T1_6,OG_105654_8_T1_6,OG_106187_7_T1_6,OG_106200_7_T1_6,OG_106376_7_T1_6,OG_106464_7_T1_6,OG_106511_7_T1_6,OG_106516_7_T1_6,OG_106596_7_T1_6,OG_106808_7_T1_6,OG_107030_7_T1_6,OG_107325_6_T1_6,OG_107379_6_T1_6,OG_107414_6_T1_6,OG_107589_6_T1_6,OG_107634_6_T1_6,OG_107660_6_T1_6,OG_107810_6_T1_6,OG_107846_6_T1_6,OG_107916_6_T1_6,OG_108070_6_T1_6,OG_108577_5_T1_6,OG_108982_5_T1_6,OG_109006_5_T1_6,OG_109042_5_T1_6
15	48	(((AMB,(((ARA,ORY),CER),(CHL,LIR))),NYM),GIN);	OG_100048_73_T1_8,OG_100052_69_T2_8,OG_100094_62_T2_8,OG_100158_49_T2_8,OG_100313_35_T2_8,OG_100363_33_T1_8,OG_100975_21_T1_8,OG_100999_21_T1_8,OG_101031_21_T1_8,OG_101201_19_T1_8,OG_101504_17_T1_8,OG_101778_16_T1_8,OG_101880_15_T1_8,OG_101930_15_T1_8,OG_101931_15_T1_8,OG_102033_15_T1_8,OG_102108_14_T1_8,OG_102209_14_T1_8,OG_102216_14_T1_8,OG_102236_14_T1_8,OG_102279_14_T1_8,OG_102364_13_T1_8,OG_102389_13_T1_8,OG_102504_13_T1_8,OG_102506_13_T1_8,OG_102521_13_T1_8,OG_102531_13_T1_8,OG_102641_13_T1_8,OG_102782_12_T1_8,OG_103070_12_T1_8,OG_103219_11_T1_8,OG_103506_11_T1_8,OG_103542_11_T1_8,OG_103571_11_T1_8,OG_103572_11_T1_8,OG_103722_10_T1_8,OG_103866_10_T1_8,OG_103929_10_T1_8,OG_104157_10_T1_8,OG_104227_10_T1_8,OG_104358_9_T1_8,OG_104391_9_T1_8,OG_104486_9_T1_8,OG_104718_9_T1_8,OG_104923_9_T1_8,OG_105454_8_T1_8,OG_105588_8_T1_8,OG_106771_7_T1_8
16	46	(AMB,((ARA,LIR),NYM));	OG_100138_53_T3_4,OG_100173_46_T5_4,OG_100500_29_T1_4,OG_100604_26_T1_4,OG_101110_20_T1_4,OG_101229_19_T2_4,OG_101313_18_T2_4,OG_101343_18_T1_4,OG_101494_17_T1_4,OG_103148_11_T1_4,OG_103310_11_T1_4,OG_103456_11_T1_4,OG_104357_9_T1_4,OG_104426_9_T1_4,OG_104850_9_T1_4,OG_105271_8_T1_4,OG_106291_7_T1_4,OG_106979_7_T1_4,OG_107293_6_T1_4,OG_107389_6_T1_4,OG_107571_6_T1_4,OG_107620_6_T1_4,OG_107802_6_T1_4,OG_108038_6_T1_4,OG_108083_6_T1_4,OG_108529_5_T1_4,OG_108727_5_T1_4,OG_109051_5_T1_4,OG_109083_5_T1_4,OG_109136_5_T1_4,OG_109392_5_T1_4,OG_109884_4_T1_4,OG_110006_4_T1_4,OG_110058_4_T1_4,OG_110119_4_T1_4,OG_110149_4_T1_4,OG_110256_4_T1_4,OG_110350_4_T1_4,OG_110424_4_T1_4,OG_110525_4_T1_4,OG_110528_4_T1_4,OG_110554_4_T1_4,OG_110565_4_T1_4,OG_110640_4_T1_4,OG_110697_4_T1_4,OG_110700_4_T1_4
17	44	((AMB,((((ARA,CER),(CHL,LIR)),ORY),NYM)),GIN);	OG_100039_80_T2_8,OG_100093_62_T1_8,OG_100116_57_T1_8,OG_100175_46_T1_8,OG_100280_37_T2_8,OG_100406_31_T1_8,OG_100519_28_T1_8,OG_100582_27_T1_8,OG_100644_26_T1_8,OG_100802_23_T1_8,OG_100896_22_T1_8,OG_100900_22_T1_8,OG_101066_20_T1_8,OG_101104_20_T1_8,OG_101142_20_T1_8,OG_101204_19_T1_8,OG_101271_19_T1_8,OG_101315_18_T1_8,OG_101503_17_T1_8,OG_101614_17_T1_8,OG_101719_16_T1_8,OG_101781_16_T1_8,OG_101845_15_T1_8,OG_102024_15_T1_8,OG_102153_14_T1_8,OG_102424_13_T1_8,OG_102617_13_T1_8,OG_103279_11_T1_8,OG_103431_11_T1_8,OG_103605_11_T1_8,OG_103761_10_T1_8,OG_103819_10_T1_8,OG_104171_10_T1_8,OG_104203_10_T1_8,OG_104522_9_T1_8,OG_104759_9_T1_8,OG_104896_9_T1_8,OG_104937_9_T1_8,OG_105793_8_T1_8,OG_105796_8_T1_8,OG_105999_8_T1_8,OG_106489_7_T1_8,OG_106937_7_T1_8,OG_107049_7_T1_8
18	42	(ARA,(CER,(CHL,LIR)));	OG_100219_41_T4_4,OG_101412_18_T2_4,OG_102799_12_T1_4,OG_104186_10_T1_4,OG_104647_9_T1_4,OG_105248_8_T1_4,OG_105601_8_T1_4,OG_105805_8_T1_4,OG_106016_8_T1_4,OG_106031_8_T1_4,OG_106032_8_T1_4,OG_106033_8_T1_4,OG_106037_8_T1_4,OG_107284_6_T1_4,OG_107415_6_T1_4,OG_108221_6_T1_4,OG_108257_6_T1_4,OG_108755_5_T1_4,OG_108778_5_T1_4,OG_108968_5_T1_4,OG_109036_5_T1_4,OG_109205_5_T1_4,OG_109417_5_T1_4,OG_109418_5_T1_4,OG_109437_5_T1_4,OG_109445_5_T1_4,OG_109452_5_T1_4,OG_109460_5_T1_4,OG_109476_5_T1_4,OG_110009_4_T1_4,OG_110305_4_T1_4,OG_110411_4_T1_4,OG_110705_4_T1_4,OG_110754_4_T1_4,OG_110784_4_T1_4,OG_110791_4_T1_4,OG_110805_4_T1_4,OG_110811_4_T1_4,OG_110816_4_T1_4,OG_110860_4_T1_4,OG_110861_4_T1_4,OG_110865_4_T1_4
19	41	(AMB,(CER,(CHL,LIR)));	OG_100004_175_T12_4,OG_100004_175_T13_4,OG_100157_49_T2_4,OG_100250_39_T2_4,OG_100346_33_T3_4,OG_101329_18_T2_4,OG_101601_17_T2_4,OG_101638_16_T1_4,OG_102317_14_T1_4,OG_102354_13_T1_4,OG_102598_13_T1_4,OG_102830_12_T1_4,OG_103061_12_T1_4,OG_104052_10_T2_4,OG_104381_9_T1_4,OG_104573_9_T1_4,OG_104844_9_T1_4,OG_104873_9_T1_4,OG_105496_8_T1_4,OG_105509_8_T1_4,OG_105582_8_T1_4,OG_106400_7_T1_4,OG_106871_7_T1_4,OG_107386_6_T1_4,OG_107410_6_T1_4,OG_107671_6_T1_4,OG_108058_6_T1_4,OG_108637_5_T1_4,OG_108954_5_T1_4,OG_109068_5_T1_4,OG_109086_5_T1_4,OG_109965_4_T1_4,OG_109985_4_T1_4,OG_110118_4_T1_4,OG_110232_4_T1_4,OG_110254_4_T1_4,OG_110262_4_T1_4,OG_110403_4_T1_4,OG_110624_4_T1_4,OG_110630_4_T1_4,OG_110676_4_T1_4
20	40	(AMB,((CER,(CHL,LIR)),NYM));	OG_100037_80_T5_5,OG_100037_80_T6_5,OG_100065_67_T7_5,OG_100432_31_T2_5,OG_100439_30_T2_5,OG_100524_28_T2_5,OG_100661_25_T2_5,OG_100663_25_T2_5,OG_100851_23_T2_5,OG_101914_15_T1_5,OG_101959_15_T1_5,OG_102765_12_T1_5,OG_102941_12_T2_5,OG_103251_11_T1_5,OG_103581_11_T1_5,OG_103738_10_T1_5,OG_103789_10_T1_5,OG_104081_10_T1_5,OG_104083_10_T1_5,OG_104563_9_T1_5,OG_104853_9_T1_5,OG_105604_8_T1_5,OG_105867_8_T1_5,OG_106435_7_T1_5,OG_106526_7_T1_5,OG_106996_7_T1_5,OG_107522_6_T1_5,OG_107546_6_T1_5,OG_107553_6_T1_5,OG_107729_6_T1_5,OG_107784_6_T1_5,OG_108050_6_T1_5,OG_108596_5_T1_5,OG_108993_5_T1_5,OG_109013_5_T1_5,OG_109283_5_T1_5,OG_109323_5_T1_5,OG_109358_5_T1_5,OG_109401_5_T1_5,OG_110238_4_T1_5
21	39	(AMB,(((ARA,ORY),((CER,CHL),LIR)),NYM));	OG_100055_70_T1_7,OG_100259_39_T2_7,OG_101088_20_T1_7,OG_101372_18_T1_7,OG_101604_17_T1_7,OG_101649_16_T1_7,OG_101690_16_T1_7,OG_101817_15_T1_7,OG_102005_15_T1_7,OG_102182_14_T1_7,OG_102419_13_T1_7,OG_102756_12_T1_7,OG_102997_12_T1_7,OG_103029_12_T1_7,OG_103390_11_T1_7,OG_103474_11_T1_7,OG_103767_10_T1_7,OG_104013_10_T1_7,OG_104501_9_T1_7,OG_104568_9_T1_7,OG_104598_9_T1_7,OG_104656_9_T1_7,OG_104726_9_T1_7,OG_104758_9_T1_7,OG_104826_9_T1_7,OG_105230_8_T1_7,OG_105340_8_T1_7,OG_105783_8_T1_7,OG_105980_8_T1_7,OG_106436_7_T1_7,OG_106597_7_T1_7,OG_106664_7_T1_7,OG_106754_7_T1_7,OG_106763_7_T1_7,OG_107283_6_T1_7,OG_107363_6_T1_7,OG_108132_6_T1_7,OG_108134_6_T1_7,OG_108206_6_T1_7
22	38	((AMB,(((ARA,CER),(CHL,LIR)),NYM)),GIN);	OG_100009_123_T1_7,OG_100140_53_T1_7,OG_100225_41_T1_7,OG_100440_30_T1_7,OG_100617_26_T1_7,OG_100679_25_T1_7,OG_100748_24_T1_7,OG_100920_22_T2_7,OG_100941_22_T1_7,OG_101040_21_T1_7,OG_101692_16_T1_7,OG_101867_15_T1_7,OG_102402_13_T1_7,OG_102425_13_T1_7,OG_102432_13_T1_7,OG_102837_12_T1_7,OG_103272_11_T1_7,OG_103392_11_T1_7,OG_103518_11_T1_7,OG_103616_11_T1_7,OG_103983_10_T1_7,OG_104029_10_T1_7,OG_104567_9_T1_7,OG_104729_9_T1_7,OG_104790_9_T1_7,OG_105044_9_T1_7,OG_105203_8_T1_7,OG_105213_8_T1_7,OG_105305_8_T1_7,OG_105315_8_T1_7,OG_105493_8_T1_7,OG_105920_8_T1_7,OG_106662_7_T1_7,OG_107418_6_T1_7,OG_107688_6_T1_7,OG_107691_6_T1_7,OG_107760_6_T1_7,OG_107771_6_T1_7
23	35	((AMB,((((ARA,ORY),(CHL,LIR)),CER),NYM)),GIN);	OG_100003_179_T1_8,OG_100292_36_T1_8,OG_100486_29_T1_8,OG_100534_28_T1_8,OG_100535_28_T1_8,OG_100589_27_T1_8,OG_100856_23_T1_8,OG_100983_21_T1_8,OG_101028_21_T1_8,OG_101243_19_T1_8,OG_101256_19_T1_8,OG_101370_18_T1_8,OG_101382_18_T1_8,OG_101643_16_T1_8,OG_101763_16_T1_8,OG_101766_16_T1_8,OG_101776_16_T1_8,OG_101811_15_T1_8,OG_102120_14_T1_8,OG_102447_13_T1_8,OG_102661_13_T1_8,OG_102824_12_T1_8,OG_103307_11_T1_8,OG_104073_10_T1_8,OG_104228_10_T1_8,OG_104550_9_T1_8,OG_104827_9_T1_8,OG_104898_9_T1_8,OG_104919_9_T1_8,OG_104950_9_T1_8,OG_104977_9_T1_8,OG_105037_9_T1_8,OG_105236_8_T1_8,OG_105498_8_T1_8,OG_106470_7_T1_8
24	35	(AMB,((((ARA,ORY),LIR),CHL),NYM));	OG_100067_67_T1_6,OG_100155_49_T3_6,OG_100406_31_T2_6,OG_100496_29_T1_6,OG_100740_24_T2_6,OG_100884_22_T1_6,OG_100998_21_T2_6,OG_101401_18_T1_6,OG_101724_16_T1_6,OG_102174_14_T1_6,OG_102248_14_T1_6,OG_102616_13_T1_6,OG_102900_12_T1_6,OG_103010_12_T1_6,OG_103082_12_T1_6,OG_103157_11_T1_6,OG_104479_9_T1_6,OG_104505_9_T1_6,OG_104679_9_T1_6,OG_104683_9_T1_6,OG_104747_9_T1_6,OG_104770_9_T1_6,OG_104846_9_T1_6,OG_105247_8_T1_6,OG_106650_7_T1_6,OG_106903_7_T1_6,OG_106906_7_T1_6,OG_106980_7_T1_6,OG_107621_6_T1_6,OG_108509_5_T1_6,OG_108905_5_T1_6,OG_108912_5_T1_6,OG_109102_5_T1_6,OG_109113_5_T1_6,OG_109378_5_T1_6
25	35	((AMB,(((ARA,ORY),LIR),NYM)),GIN);	OG_100680_25_T1_6,OG_100768_24_T1_6,OG_100817_23_T2_6,OG_100944_22_T1_6,OG_101262_19_T2_6,OG_101409_18_T1_6,OG_101542_17_T1_6,OG_101634_16_T1_6,OG_102217_14_T1_6,OG_102274_14_T1_6,OG_102491_13_T1_6,OG_102946_12_T1_6,OG_103216_11_T1_6,OG_103844_10_T1_6,OG_104001_10_T1_6,OG_104507_9_T1_6,OG_104557_9_T1_6,OG_104617_9_T1_6,OG_104775_9_T1_6,OG_105205_8_T1_6,OG_105410_8_T1_6,OG_105758_8_T1_6,OG_105780_8_T1_6,OG_105799_8_T1_6,OG_105952_8_T1_6,OG_106352_7_T1_6,OG_106607_7_T1_6,OG_106677_7_T1_6,OG_106806_7_T1_6,OG_106994_7_T1_6,OG_107519_6_T1_6,OG_107681_6_T1_6,OG_107748_6_T1_6,OG_107921_6_T1_6,OG_108914_5_T1_6
26	35	(AMB,(((CHL,LIR),ORY),NYM));	OG_100279_37_T2_5,OG_100393_32_T3_5,OG_100590_27_T1_5,OG_100943_22_T2_5,OG_101188_19_T2_5,OG_102072_14_T1_5,OG_103074_12_T1_5,OG_103453_11_T1_5,OG_104348_9_T1_5,OG_105231_8_T1_5,OG_105986_8_T1_5,OG_106300_7_T1_5,OG_106481_7_T1_5,OG_106577_7_T1_5,OG_106714_7_T1_5,OG_107262_6_T1_5,OG_107301_6_T1_5,OG_107312_6_T1_5,OG_107646_6_T1_5,OG_108031_6_T1_5,OG_108069_6_T1_5,OG_108626_5_T1_5,OG_108716_5_T1_5,OG_108788_5_T1_5,OG_108835_5_T1_5,OG_108899_5_T1_5,OG_108909_5_T1_5,OG_109061_5_T1_5,OG_109134_5_T1_5,OG_109223_5_T1_5,OG_109290_5_T1_5,OG_109299_5_T1_5,OG_110109_4_T1_5,OG_110328_4_T1_5,OG_110487_4_T1_5
27	33	(((AMB,NYM),(((ARA,ORY),CER),(CHL,LIR))),GIN);	OG_100012_114_T2_8,OG_100148_51_T1_8,OG_100180_45_T1_8,OG_100231_40_T2_8,OG_100339_34_T2_8,OG_100358_33_T2_8,OG_100412_31_T1_8,OG_100891_22_T1_8,OG_100915_22_T1_8,OG_101148_20_T1_8,OG_101181_19_T1_8,OG_101300_18_T1_8,OG_101307_18_T1_8,OG_101457_17_T1_8,OG_101569_17_T1_8,OG_101688_16_T1_8,OG_101948_15_T1_8,OG_102189_14_T1_8,OG_102272_14_T1_8,OG_102439_13_T1_8,OG_102702_12_T1_8,OG_102972_12_T1_8,OG_103033_12_T1_8,OG_103226_11_T1_8,OG_103277_11_T1_8,OG_103317_11_T1_8,OG_103394_11_T1_8,OG_104539_9_T1_8,OG_105197_8_T1_8,OG_105285_8_T1_8,OG_105567_8_T1_8,OG_105737_8_T1_8,OG_105936_8_T1_8
28	32	(AMB,((ARA,(CER,(CHL,LIR))),NYM));	OG_100367_33_T1_6,OG_100621_26_T2_6,OG_101126_20_T2_6,OG_101584_17_T1_6,OG_101886_15_T1_6,OG_101941_15_T1_6,OG_103867_10_T1_6,OG_103912_10_T1_6,OG_103938_10_T1_6,OG_104047_10_T1_6,OG_104137_10_T1_6,OG_104549_9_T1_6,OG_104932_9_T1_6,OG_105665_8_T1_6,OG_105688_8_T1_6,OG_105784_8_T1_6,OG_105968_8_T1_6,OG_106333_7_T1_6,OG_106390_7_T1_6,OG_106482_7_T1_6,OG_106691_7_T1_6,OG_106724_7_T1_6,OG_106766_7_T1_6,OG_106855_7_T1_6,OG_106974_7_T1_6,OG_107019_7_T1_6,OG_107502_6_T1_6,OG_107503_6_T1_6,OG_108018_6_T1_6,OG_108056_6_T1_6,OG_108845_5_T1_6,OG_109037_5_T1_6
29	32	(AMB,(((ARA,CER),LIR),NYM));	OG_101147_20_T1_5,OG_101823_15_T1_5,OG_103150_11_T1_5,OG_103557_11_T1_5,OG_104022_10_T1_5,OG_104618_9_T1_5,OG_104805_9_T1_5,OG_104994_9_T1_5,OG_105725_8_T1_5,OG_105868_8_T1_5,OG_106244_7_T1_5,OG_106367_7_T1_5,OG_106552_7_T1_5,OG_107506_6_T1_5,OG_107511_6_T1_5,OG_107558_6_T1_5,OG_107714_6_T1_5,OG_107901_6_T1_5,OG_107928_6_T1_5,OG_108077_6_T1_5,OG_108197_6_T1_5,OG_108625_5_T1_5,OG_108658_5_T1_5,OG_108756_5_T1_5,OG_108801_5_T1_5,OG_108894_5_T1_5,OG_109065_5_T1_5,OG_109115_5_T1_5,OG_109120_5_T1_5,OG_109374_5_T1_5,OG_109388_5_T1_5,OG_110138_4_T1_5
30	31	(AMB,(((CER,CHL),LIR),NYM));	OG_100118_57_T5_5,OG_101501_17_T1_5,OG_101562_17_T2_5,OG_101765_16_T1_5,OG_102716_12_T1_5,OG_102906_12_T1_5,OG_102990_12_T1_5,OG_103268_11_T1_5,OG_103484_11_T1_5,OG_103732_10_T1_5,OG_104958_9_T1_5,OG_105379_8_T1_5,OG_105518_8_T1_5,OG_106389_7_T1_5,OG_106728_7_T1_5,OG_106850_7_T1_5,OG_107263_6_T1_5,OG_107381_6_T1_5,OG_107794_6_T1_5,OG_107887_6_T1_5,OG_108129_6_T1_5,OG_108156_6_T1_5,OG_108176_6_T1_5,OG_108687_5_T1_5,OG_109117_5_T1_5,OG_109191_5_T1_5,OG_109300_5_T1_5,OG_109898_4_T1_5,OG_110074_4_T1_5,OG_110098_4_T1_5,OG_110281_4_T1_5
31	30	(AMB,((ARA,CER),(CHL,LIR)));	OG_100015_109_T1_5,OG_100041_79_T4_5,OG_100041_79_T5_5,OG_100739_24_T2_5,OG_100989_21_T1_5,OG_101663_16_T2_5,OG_101897_15_T1_5,OG_102437_13_T1_5,OG_102760_12_T1_5,OG_103928_10_T1_5,OG_104085_10_T1_5,OG_105579_8_T1_5,OG_105608_8_T1_5,OG_105800_8_T1_5,OG_107635_6_T1_5,OG_107946_6_T1_5,OG_108111_6_T1_5,OG_108759_5_T1_5,OG_108962_5_T1_5,OG_108965_5_T1_5,OG_109008_5_T1_5,OG_109056_5_T1_5,OG_109108_5_T1_5,OG_109151_5_T1_5,OG_110209_4_T1_5,OG_110258_4_T1_5,OG_110331_4_T1_5,OG_110344_4_T1_5,OG_110365_4_T1_5,OG_110531_4_T1_5
32	29	(AMB,((ARA,ORY),(CHL,LIR)));	OG_100131_55_T4_5,OG_100182_45_T3_5,OG_100915_22_T2_5,OG_101001_21_T2_5,OG_101476_17_T2_5,OG_101520_17_T2_5,OG_102289_14_T1_5,OG_106211_7_T1_5,OG_106827_7_T1_5,OG_107280_6_T1_5,OG_107475_6_T1_5,OG_107515_6_T1_5,OG_107549_6_T1_5,OG_107585_6_T1_5,OG_107672_6_T1_5,OG_107751_6_T1_5,OG_107991_6_T1_5,OG_108017_6_T1_5,OG_108764_5_T1_5,OG_108891_5_T1_5,OG_108941_5_T1_5,OG_109001_5_T1_5,OG_109041_5_T1_5,OG_109146_5_T1_5,OG_109231_5_T1_5,OG_109280_5_T1_5,OG_110234_4_T1_5,OG_110287_4_T1_5,OG_110606_4_T1_5
33	28	(((AMB,NYM),((ARA,ORY),(CER,(CHL,LIR)))),GIN);	OG_100003_179_T2_8,OG_100082_64_T1_8,OG_100096_62_T2_8,OG_100198_44_T2_8,OG_100237_39_T1_8,OG_100366_33_T1_8,OG_100495_29_T1_8,OG_100579_27_T1_8,OG_100796_23_T1_8,OG_101232_19_T1_8,OG_101363_18_T1_8,OG_101467_17_T1_8,OG_101602_17_T1_8,OG_101706_16_T1_8,OG_101756_16_T1_8,OG_101842_15_T1_8,OG_102320_14_T1_8,OG_102434_13_T1_8,OG_102797_12_T1_8,OG_102884_12_T1_8,OG_102920_12_T1_8,OG_103296_11_T1_8,OG_103424_11_T1_8,OG_103799_10_T1_8,OG_104347_9_T1_8,OG_104907_9_T1_8,OG_104949_9_T1_8,OG_105434_8_T1_8
34	28	((AMB,(((ARA,CER),(CHL,(LIR,ORY))),NYM)),GIN);	OG_100041_79_T1_8,OG_100267_38_T2_8,OG_100462_30_T1_8,OG_100540_28_T1_8,OG_100852_23_T1_8,OG_100947_22_T1_8,OG_101273_19_T1_8,OG_101326_18_T1_8,OG_101549_17_T1_8,OG_101636_16_T1_8,OG_101770_16_T1_8,OG_101827_15_T1_8,OG_101900_15_T1_8,OG_102149_14_T1_8,OG_102527_13_T1_8,OG_102541_13_T1_8,OG_103263_11_T1_8,OG_103681_10_T1_8,OG_103899_10_T1_8,OG_103943_10_T1_8,OG_103956_10_T1_8,OG_103998_10_T1_8,OG_104054_10_T1_8,OG_104162_10_T1_8,OG_104886_9_T1_8,OG_104953_9_T1_8,OG_105747_8_T1_8,OG_106191_7_T1_8
