GeneID,leaf.ammonium,leaf.nitrate,leaf.urea,root.ammonium,root.nitrate,root.urea
AT1G01010,4.508,4.281,4.69,21.538,14.792,14.064
AT1G01020,8.476,8.327,9.481,13.613,12.738,13.99
AT1G01030,0.751,0.372,1.047,2.32,1.468,1.644
AT1G01040,9.639,9.686,10.75,19.195,15.828,21.609
AT1G01050,49.861,65.989,56.799,81.366,79.775,86.098
AT1G01060,3.787,0.334,1.945,3.022,0.621,1.59
AT1G01070,3.131,2.06,2.64,35.838,14.141,32.026
AT1G01080,41.502,50.293,60.639,4.895,4.969,5.971
AT1G01090,78.174,60.692,96.508,53.721,73.212,45.419
AT1G01100,116.566,154.711,128.477,244.535,278.878,261.459
AT1G01110,1.019,1.284,1.172,4.227,3.185,2.496
AT1G01120,17.816,51.01,24.658,32.608,37.698,22.042
AT1G01130,2.78,5.476,5.489,5.873,8.991,8.302
AT1G01140,54.822,50.105,55.977,0.98,1.833,1.014
AT1G01150,0.106,0.055,0.03,0.319,0.85,0.718
AT1G01160,20.911,21.886,17.231,31.233,27.435,28.641
AT1G01170,107.015,91.487,109.356,18.949,14.405,28.067
AT1G01180,7.73,7.143,6.809,2.352,1.513,1.395
AT1G01190,0.159,0.272,0.16,48.141,55.136,42.308
AT1G01200,0.502,1.014,0.561,7.232,13.705,9.793
AT1G01210,9.873,11.791,12.249,17.981,18.958,19.877
AT1G01220,6.367,9.998,8.369,8.425,9.887,9.133
AT1G01225,1.241,2.42,1.284,11.579,12.805,12.091
AT1G01230,30.672,31.057,31.337,35.689,37.8,39.422
AT1G01240,36.12,24.109,23.461,21.567,14.449,18.461
AT1G01250,1.683,2.09,1.599,1.998,3.34,1.822
AT1G01260,8.511,8.678,9.002,13.129,13.174,12.304
AT1G01280,0.131,0.167,0.042,0,0.01,0
AT1G01290,7.165,6.036,7.266,12.472,10.802,14.224
AT1G01300,17.579,21.29,22.14,70.661,110.059,86.212
AT1G01305,0,0,0,0,0.075,0.025
AT1G01310,0.033,0.016,0.035,0.016,0.126,0.078
AT1G01320,63.964,86.051,83.551,7.738,6.23,8.239
AT1G01335,0,0,0,0,0,0
AT1G01340,4.095,9.262,3.094,10.467,6.765,9.171
AT1G01350,13.749,16.533,12.846,21.367,18.921,19.796
AT1G01355,0.393,0.112,0.389,0.079,0.125,0.208
AT1G01360,11.442,14.906,10.879,23.884,18.34,18.431
AT1G01370,1.205,1.694,1.204,3.583,4.128,3.665
AT1G01380,0.7,1.663,0.66,13.41,3.434,12.592
AT1G01390,2.113,1.614,1.745,0.102,0,0.042
AT1G01400,0,0,0.013,0.014,0,0
AT1G01410,0,0,0,0,0,0
AT1G01420,3.409,2.473,2.336,2.938,3.142,3.065
AT1G01430,21.563,22.763,20.869,16.845,25.514,16.701
AT1G01440,11.286,14.068,9.083,8.571,8.186,7.307
AT1G01450,0.031,0,0.025,0.023,0.023,0.065
AT1G01453,0.037,0.087,0.019,0.175,0.105,0.031
AT1G01460,0,0,0,0,0.017,0.008
AT1G01470,166.394,112.512,144.099,260.696,383.78,406.791
AT1G01480,3.457,1.277,1.709,1.507,1.335,0.48
AT1G01490,22.713,21.718,18.773,17.194,11.757,13.458
AT1G01500,13.886,7.975,11.232,4.361,3.385,3.687
AT1G01510,12.952,13.66,12.604,32.442,33.24,33.425
AT1G01520,0.299,0.093,0.114,0.289,0.255,0.385
AT1G01530,0.127,0.192,0.115,0.092,0.149,0.142
AT1G01540,37.332,59.374,37.209,32.023,41.1,34.814
AT1G01550,92.749,107.144,79.939,165.302,160.699,161.882
AT1G01560,11.46,37.052,6.995,5.755,4.157,6.318
AT1G01570,1.302,0.975,0.843,1.986,2.191,1.41
AT1G01580,0.861,0.183,0.808,0.544,1.155,0.552
AT1G01590,0.145,0.172,0.206,0.02,0.05,0.041
AT1G01600,2.185,3.262,1.009,2.053,1.956,0.888
AT1G01610,15.281,23.074,14.572,16.161,19.322,8.777
AT1G01620,152.927,216.999,178.746,372.952,530.077,424.387
AT1G01630,23.777,30.357,21.903,17.567,14.319,9.599
AT1G01640,4.514,3.904,4.027,75.905,74.572,97.8
AT1G01650,17.152,25.386,15.371,27.904,40.308,38.784
AT1G01660,0.959,1.402,0.89,2.752,2.93,3.441
AT1G01670,2.121,3.26,2.049,3.532,3.436,4.146
AT1G01680,2.757,20.293,1.078,3.973,1.992,0.629
AT1G01690,1.494,2.261,1.496,6.542,7.608,7.404
AT1G01695,0.055,0.198,0.092,1.158,1.315,1.392
AT1G01700,0.319,0.521,0.77,1.401,2.139,2.554
AT1G01710,27.972,23.664,24.817,26.182,24.683,26.196
AT1G01715,2.942,2.856,2.449,9.973,7.403,9.86
AT1G01720,12.509,6.438,12.839,72.126,52.92,74.449
AT1G01725,16.732,11.928,12.669,14.376,12.564,19.374
AT1G01730,19.801,17.324,17.647,33.79,27.551,34.113
AT1G01740,4.749,3.496,3.594,7.356,5.662,7.689
AT1G01750,0.015,0.067,0,2.382,4.417,1.113
AT1G01760,1.927,2.197,1.557,5.589,4.764,5.545
AT1G01770,12.611,9.586,10.129,13.165,5.752,10.661
AT1G01780,9.017,6.252,5.884,31.339,16.3,19.378
AT1G01790,39.989,46.939,42.29,6.369,7.314,6.167
AT1G01800,56.288,63.54,55.109,38.611,34.309,34.614
AT1G01810,0.619,0.683,0.446,1.072,1.239,0.868
AT1G01820,60.896,53.583,52.703,56.872,42.501,53.016
AT1G01830,9.652,9.565,6.577,8.033,7.509,7.495
AT1G01840,0.511,1.09,0.988,0.814,1.054,0.799
AT1G01860,7.834,7.848,10.331,5.697,3.985,5.473
AT1G01880,0.555,0.796,0.568,1.488,1.396,1.329
AT1G01900,2.381,3.429,2.812,4.852,6.737,3.538
AT1G01910,25.58,28.765,23.285,30.991,33.441,29.097
AT1G01920,7.731,9.33,7.309,21.259,18.113,21.556
AT1G01930,6.509,7.189,6.792,7.821,6.799,6.876
AT1G01940,10.146,10.954,8.748,22.006,23.857,25.631
AT1G01950,6.863,8.758,7.728,13.862,18.007,15.873
AT1G01960,20.784,21.317,19.834,32.417,33.433,29.673
AT1G01970,12.178,17.376,18.07,5.22,4.373,5.144
AT1G01980,0.006,0.008,0,0.024,0,0
AT1G01990,13.069,13.21,12.264,11.305,10.139,9.936
AT1G02000,3.653,3.637,3.307,5.128,6.375,4.82
AT1G02010,3.166,3.119,4.128,5.286,4.41,5.89
AT1G02020,6.699,5.916,6.04,3.778,3.347,3.332
AT1G02030,0.013,0.062,0.057,0.226,0.217,0.144
AT1G02040,0,0,0,0.059,0.07,0.039
AT1G02050,4.067,4.106,4.068,8.439,5.702,8.427
AT1G02060,3.761,3.397,3.546,6.99,4.889,6.521
AT1G02065,0.821,1.115,0.43,0.025,0.029,0.021
AT1G02067,0,0.068,0,0,0,0
AT1G02070,0.268,0.231,0.198,3.273,2.034,4.124
AT1G02080,19.445,22.421,18.223,34.993,34.697,31.59
AT1G02090,16.228,16.784,15.934,25.556,26.88,25.152
AT1G02100,26.401,25.079,23.615,40.521,34.077,42.589
AT1G02110,6.719,5.299,7.101,16.803,16.709,18.602
AT1G02120,50.685,52.345,47.153,59.76,52.377,61.877
AT1G02130,32.71,34.173,30.244,48.149,51.278,46.282
AT1G02140,63.999,83.304,68.776,93.878,100.382,93.831
AT1G02145,13.541,14.035,13.288,21.742,18.764,22.276
AT1G02150,50.354,46.487,60.337,12.018,10.65,11.76
AT1G02160,21.02,20.772,19.561,25.527,26.639,25.912
AT1G02170,22.041,24.312,17.433,21.995,21.238,20.276
AT1G02180,1.779,3.587,3.301,6.839,7.144,6.096
AT1G02190,0.244,0.376,0.045,0.021,0.007,0
AT1G02205,10.549,14.851,7.599,3.591,1.45,2.095
AT1G02210,0.061,0,0,0,0,0
AT1G02220,12.965,5.949,6.452,11.946,9.537,7.849
AT1G02230,2.841,2.851,1.175,2.27,0.734,0.937
AT1G02250,0,0.112,0.014,0.251,0.345,0.466
AT1G02260,13.639,15.319,12.66,10.965,6.241,8.532
AT1G02270,15.762,16.931,14.854,22.861,40.914,37.505
AT1G02280,37.067,54.266,53.487,18.826,16.058,21.95
AT1G02290,7.117,7.336,6.737,7.289,6.95,8.198
AT1G02300,19.397,17.755,16.096,14.335,13.826,18.761
AT1G02305,92.116,88.212,80.201,87.788,72.157,86.554
AT1G02310,1.71,1.696,0.621,9.031,4.9,8.852
AT1G02320,0,0,0,0.108,0.104,0
AT1G02330,17.51,21.078,15.934,27.925,27.58,25.672
AT1G02335,3.84,7.2,4.263,20.391,32.473,12.987
AT1G02340,2.326,1.672,3.902,1.482,0.123,0.632
AT1G02350,4.992,4.191,5.132,4.293,3.97,5.963
AT1G02360,2.62,3.557,1.987,2.565,3.235,3.153
AT1G02370,2.893,4.109,3.443,4.94,5.977,5.294
AT1G02380,3.136,5.797,3.471,3.839,4.765,4.357
AT1G02390,2.562,4.91,3.104,1.374,1.251,0.817
AT1G02400,1.66,3.234,2.836,33.771,47.086,40.591
AT1G02405,0.511,0.482,0.484,0,0.084,0.021
AT1G02410,15.806,15.565,14.36,14.323,13.01,14.604
AT1G02420,3.632,3.768,3.28,3.984,3.463,3.754
AT1G02430,0.028,0.5,0.047,0.825,0.702,0.599
AT1G02440,0.309,0.635,0.018,0.524,0.401,0.242
AT1G02450,3.588,17.047,2.365,4.099,9.73,3.322
AT1G02460,1.329,0.479,1.009,8.817,7.004,11.215
AT1G02470,10.566,6.656,8.114,2.345,1.029,1.863
AT1G02475,67.841,61.392,66.835,7.266,6.027,7.388
AT1G02490,0.239,0.301,0.211,0.71,1.329,1.594
AT1G02500,164.39,163.526,159.065,454.384,429.066,325.942
AT1G02510,0.046,0,0,0,0,0
AT1G02520,0.209,0.402,0.164,7.528,6.412,6.199
AT1G02530,0.09,0.096,0.08,0.92,1.02,0.78
AT1G02540,0,0,0,0,0,0
AT1G02550,0,0,0,0,0,0
AT1G02560,240.556,205.882,239.418,42.523,44.159,43.022
AT1G02570,0,0.029,0,0.222,0.419,0.276
AT1G02575,0.011,0,0,0,0.105,0.087
AT1G02580,0.256,0.141,0.154,0.016,0.045,0
AT1G02590,0,0,0,0,0.115,0
AT1G02610,30.417,11.755,24.097,2.975,0.714,1.82
AT1G02620,2.507,0.229,1.468,0.057,0.034,0.111
AT1G02630,0.067,0.116,0.099,0.172,0.072,0.146
AT1G02640,4.346,4.82,4.585,36.877,59.787,37.698
AT1G02650,0.406,0.239,0.652,0.373,0.629,0.447
AT1G02660,32.285,6.923,28.227,25.867,42.881,45.781
AT1G02670,0.556,0.58,0.502,0.636,0.812,0.745
AT1G02680,11.195,11.007,8.95,13.331,11.975,13.526
AT1G02690,3.227,4.529,3.189,17.086,21.755,16.187
AT1G02700,0.024,0.065,0.08,0.035,0.012,0
AT1G02705,1.8,7.123,3.977,1.117,2.252,1.937
AT1G02710,0,0,0,0.055,0,0
AT1G02720,2.712,3.072,3.338,3.253,4.56,2.565
AT1G02730,3.446,11.226,5.502,18.943,41.867,24.719
AT1G02740,7.26,8.076,6.056,8.583,7.523,7.641
AT1G02750,11.204,12.645,9.903,11.381,8.882,9.545
AT1G02770,0.147,0.591,0.046,0.153,0.138,0.074
AT1G02780,334.988,479.117,392.411,667.812,716.552,640.352
AT1G02790,0.009,0,0,0,0.009,0
AT1G02800,1.195,1.76,0.555,0.043,0.096,0.025
AT1G02810,0.166,0.137,0.117,12.514,9.568,9.68
AT1G02813,0.288,0.575,0.156,0,0.047,0
AT1G02816,11.531,11.173,8.424,8.884,7.062,5.988
AT1G02820,0.822,0.76,0.381,0.505,0.742,0.638
AT1G02830,0,0.033,0.032,0.085,0,0
AT1G02840,46.856,43.523,49.003,109.209,83.728,103.286
AT1G02850,61.513,15.399,48.777,19.256,2.581,5.354
AT1G02860,14.894,9.147,13.971,36.032,41.755,40.752
AT1G02870,15.609,20.82,18.177,36.091,35.032,34.597
AT1G02880,9.249,11.519,10.704,9.956,8.411,8.754
AT1G02890,22.749,21.354,20.664,27.866,26.155,25.256
AT1G02900,0.583,0.975,0.859,57.587,101.467,65.972
AT1G02910,27.129,34.421,31.783,9.936,8.602,9.571
AT1G02920,273.055,268.49,144.943,94.964,30.256,19.947
AT1G02930,387.378,458.51,212.66,73.194,18.191,26.338
AT1G02940,0.43,0.352,0.161,0.087,0.048,0.016
AT1G02950,3.454,5.88,5.298,62.237,65.867,82.933
AT1G02960,14.052,11.415,14.669,20.401,16.814,22.463
AT1G02965,0,0,0,0,0,0.032
AT1G02970,0.743,1.669,1.234,1.747,3.535,2.322
AT1G02980,0.011,0.04,0,0.218,0.235,0.08
AT1G02990,8.288,8.64,7.764,8.451,7.951,7.477
AT1G03000,12.362,11.73,12.806,11.295,10.215,11.101
AT1G03010,0.272,1.302,0.663,2.386,1.704,1.435
AT1G03020,0,2.391,0.051,0.238,1.112,0.183
AT1G03030,14.246,12.965,13.187,11.627,11.146,10.767
AT1G03040,20.075,26.31,19.315,54.571,52.498,54.663
AT1G03050,0.125,0.052,0.007,0,0.007,0.007
AT1G03055,3.467,2.224,1.82,0.588,1.427,1.345
AT1G03060,6.677,10.295,6.616,11.136,12.584,10.797
AT1G03070,0.175,0.27,0.213,1.689,2.296,1.274
AT1G03080,20.582,20.599,17.657,37.386,31.367,30.149
AT1G03090,33.491,12.587,33.012,15.428,11.205,13.44
AT1G03100,1.372,2.212,1.865,2.064,1.765,1.596
AT1G03103,0,0,0,0.024,0,0.024
AT1G03106,0.116,0.016,0.11,0.141,0.083,0.196
AT1G03110,4.999,5.877,5.609,11.813,14.567,10.188
AT1G03120,0.226,0.214,0.201,0.422,0.575,0.34
AT1G03130,864.594,424.632,708.837,4.933,1.817,4.766
AT1G03140,35.172,28.283,27.166,37.452,34.464,35.076
AT1G03150,14.884,17.47,15.065,19.178,17.11,18.723
AT1G03160,22.709,24.273,25.076,5.66,3.335,5.631
AT1G03165,2.065,1.645,3.409,0.372,0.354,1.137
AT1G03170,0.107,0.105,0.291,2.256,0.446,1.813
AT1G03180,0.812,1.243,0.908,2.682,3.418,2.619
AT1G03190,3.703,4.338,3.356,7.539,7.283,7.335
AT1G03200,1.027,2.062,0.874,8.534,7.407,10.92
AT1G03210,20.031,22.018,18.22,31.284,28.974,32.775
AT1G03220,24.223,25.076,17.189,42.53,59.022,33.474
AT1G03230,12.761,11.275,10.541,13.37,22.56,10.792
AT1G03240,0.565,1.117,0.676,1.925,1.962,2.375
AT1G03250,16.574,14.466,13.698,16.459,16.484,16.226
AT1G03260,5.919,6.327,5.703,7.956,8.547,8.043
AT1G03270,1.653,2.045,2.317,4.35,4.658,4.628
AT1G03280,21.415,19.736,17.848,25.556,22.913,24.281
AT1G03290,20.669,25.589,14.694,12.69,9.11,10.346
AT1G03300,5.145,7.006,5.311,5.074,7.444,6.508
AT1G03310,21.426,25.39,27.152,6.806,8.734,7.713
AT1G03320,0.255,0.224,0.44,0.099,0.046,0.044
AT1G03325,0.127,0,0,0,0,0
AT1G03330,33.137,34.769,31.488,40.933,38.693,42.247
AT1G03340,3.339,3.717,2.416,1.5,0.581,0.496
AT1G03350,24.309,30.672,22.108,33.311,37.192,29.743
AT1G03360,5.342,8.219,5.864,12.959,14.659,11.427
AT1G03365,7.585,7.078,7.657,8.637,7.263,7.602
AT1G03370,15.47,26.063,12.336,14.161,17.167,15.374
AT1G03380,23.436,15.398,17.942,13.926,9.907,12.231
AT1G03390,0.028,0.022,0.01,0,0.011,0.011
AT1G03395,0,0,0.093,0.208,0.211,0.066
AT1G03400,25.161,36.555,17.531,3.11,3.655,2.566
AT1G03410,2.815,4.387,3.175,4.353,4.646,4.3
AT1G03430,18.545,22.54,15.565,21.634,18.239,19.6
AT1G03440,3.46,4.783,4.528,2.275,4.097,3.528
AT1G03445,0,0.026,0.005,0.097,0.206,0.081
AT1G03457,1.248,4.659,1.181,6.884,12.304,7.785
AT1G03470,2.556,3.981,3.656,6.566,9.961,7.958
AT1G03475,109.135,132.794,133.328,17.696,16.002,16.591
AT1G03490,0,0,0,0.1,0.037,0
AT1G03495,0.792,1.121,0.206,1.087,0.159,0.325
AT1G03510,0.793,1.428,1.185,1.399,1.708,1.758
AT1G03520,7.82,7.27,8.493,9.071,10.518,11.235
AT1G03530,6.047,7.852,6.848,8.688,10.247,7.475
AT1G03540,1.056,1.412,1.08,1.02,1.362,0.851
AT1G03550,4.557,7.369,4.668,23.742,13.053,23.796
AT1G03560,4.939,3.914,4.298,4.515,5.211,4.701
AT1G03590,11.232,11.658,10.29,14.071,13.217,10.254
AT1G03600,172.308,130.881,187.222,2.377,0.699,2.149
AT1G03610,40.86,16.788,37.671,26.67,18.033,27.202
AT1G03620,0.804,0.811,0.818,35.051,28.544,41.2
AT1G03630,144.909,129.522,171.118,1.327,0.966,1.157
AT1G03650,3.4,5.267,3.084,4.051,3.713,3.885
AT1G03660,0.83,2.003,0.689,2.119,2.72,1.984
AT1G03670,0.032,0.016,0.023,0,0.067,0
AT1G03680,322.033,343.308,360.005,10.4,8.789,9.996
AT1G03687,6.577,6.241,7.098,7.606,6.9,7.522
AT1G03700,0.019,0.033,0.02,2.528,2.35,1.296
AT1G03710,0.066,0.255,0.058,0.2,0.748,0.323
AT1G03720,0,0.015,0,0,0.05,0
AT1G03730,6.462,7.048,6.087,13.398,11.275,13.062
AT1G03740,42.221,29.336,24.174,15.947,11.067,13.138
AT1G03750,3.125,3.109,2.774,4.917,3.529,5.015
AT1G03760,8.325,11.376,8.616,14.549,11.251,13.615
AT1G03770,2.494,2.294,2.67,9.087,8.314,9.329
AT1G03780,1.139,3.109,1.662,6.828,10.39,6.773
AT1G03790,0.059,0.111,0.019,0.482,0.033,0.024
AT1G03800,0.12,0.034,0.083,0.061,0.097,0.047
AT1G03810,0,0,0.039,0,0.072,0
AT1G03820,4.959,7.278,4.334,57.561,71.616,67.98
AT1G03830,2.674,3.585,3.113,9.01,8.627,9.465
AT1G03840,0.204,0.209,0.137,3.636,2.302,1.914
AT1G03850,13.006,10.345,4.659,8.108,7.306,5.329
AT1G03860,35.343,42.663,35.677,42.787,42.538,36.688
AT1G03870,42.081,77.011,45.863,23.571,36.748,15.571
AT1G03880,0,0,0.01,0,0.009,0
AT1G03890,0,0.01,0,0,0.02,0
AT1G03900,59.894,68.274,51.848,97.837,87.174,92.041
AT1G03905,1.471,1.96,1.745,9.618,8.564,9.321
AT1G03910,19.519,22.221,18.529,32.512,29.667,29.288
AT1G03920,0.343,0.643,0.566,5.462,6.433,4.883
AT1G03930,25.957,21.929,28.839,18.402,16.706,20.592
AT1G03940,0.595,0.859,0.347,0.612,0.15,0.129
AT1G03950,16.207,17.318,14.416,12.268,10.638,13.368
AT1G03960,5.168,4.476,4.685,9.687,8.057,11.035
AT1G03970,32.062,31.56,31.522,35.714,34.592,37.81
AT1G03980,0.049,0.23,0.145,1.505,1.751,1.089
AT1G03982,0,0,0,0.012,0,0
AT1G03990,0.037,0.047,0.019,0.182,0.355,0.192
AT1G04000,3.261,6.933,3.038,7.259,8.991,6.556
AT1G04010,5.231,6.199,5.767,11.821,9.279,12.2
AT1G04020,2.512,4.373,3.457,4.684,6.785,4.599
AT1G04030,2.06,3.701,2.823,8.702,8.359,8.421
AT1G04040,23.911,96.141,55.612,55.521,72.174,49.538
AT1G04050,0.659,1.212,0.801,6.488,7.369,7.067
AT1G04070,5.722,6.044,4.472,10.62,9.203,9.314
AT1G04080,31.53,27.009,30.871,40.767,36.224,36.978
AT1G04090,0.128,0.218,0.105,0.15,0.174,0.21
AT1G04100,3.41,3.223,2.215,7.015,8.642,8.355
AT1G04105,0,0.038,0,0.078,0,0.038
AT1G04110,0.847,1.987,1.462,0.031,0.057,0.036
AT1G04120,10.83,15.093,10.712,45.536,40.872,40.861
AT1G04130,5.948,7.18,6.737,10.733,9.859,9.971
AT1G04140,44.608,39.58,40.633,45.589,42.604,43.764
AT1G04150,0.009,0.043,0.023,0.316,0.231,0.165
AT1G04160,1.498,2.487,1.975,5.864,8.099,6.439
AT1G04170,37.275,45.092,44.427,58.932,69.981,58.579
AT1G04180,0.239,0.042,0.117,12.237,5.77,6.715
AT1G04190,14.72,19.534,14.936,29.015,34.461,29.157
AT1G04200,12.293,16.282,10.421,25.437,31.87,28.378
AT1G04210,15.107,17.319,16.085,24.949,24.29,22.782
AT1G04220,0.725,0.566,0.419,15.929,12.352,8.451
AT1G04230,5.197,6.335,5.306,9.154,7.726,8.62
AT1G04240,36.114,59.836,39.647,41.453,78.45,58.69
AT1G04250,3.459,5.144,4.923,41.467,53.848,45.222
AT1G04260,7.839,8.64,6.301,10.169,10.388,9.046
AT1G04270,212.468,270.277,245.144,384.498,438.579,359.065
AT1G04280,12.977,13.996,10.308,21.635,25.772,25.294
AT1G04290,14.054,12.787,15.34,9.011,9.27,9.688
AT1G04300,25.417,22.434,22.486,32.761,22.915,30.724
AT1G04310,1.689,2.393,1.636,4.875,2.953,3.18
AT1G04330,0.089,0.275,0.163,1.868,2.042,1.54
AT1G04340,16.669,22.894,15.31,38.985,41.255,33.033
AT1G04350,21.335,17.544,22.49,0.522,0.261,0.302
AT1G04360,0.564,0.304,0.618,5.083,5.163,2.983
AT1G04370,0.038,0.021,0,5.413,0.737,10.665
AT1G04380,0.053,0.069,0.055,0.952,1.339,1.226
AT1G04390,3.072,3.446,3.343,5.422,4.901,5.399
AT1G04400,147.302,112.713,128.976,52.009,45.962,47.624
AT1G04410,412.647,435.408,399.992,337.174,434.61,335.169
AT1G04420,78.276,72.788,99.039,5.217,5.288,5.841
AT1G04430,56.874,80.25,60.665,80.867,116.042,101.431
AT1G04440,46.595,47.827,39.646,55.576,44.219,48.447
AT1G04445,0.051,0.11,0.036,0.411,0.315,0.219
AT1G04450,0,0,0,0.015,0,0
AT1G04455,0,0,0,0,0,0
AT1G04470,0.008,0.008,0.011,0,0.009,0.008
AT1G04480,88.31,108.249,95.354,132.982,135.281,119.292
AT1G04490,0.241,0.562,0.316,10.681,21.027,19.786
AT1G04500,0.289,0.166,0.181,0.116,0.034,0.024
AT1G04510,21.226,23.688,22.018,32.851,33.573,31.191
AT1G04520,3.34,6.731,5.592,11.111,13.833,8.131
AT1G04530,22.633,36.407,20.826,16.173,15.375,16.177
AT1G04540,0.061,0.053,0.021,0.045,0.087,0.069
AT1G04550,7.273,14.671,9.563,27.637,36.179,29.109
AT1G04555,6.532,6.927,4.574,10.276,8.313,10.185
AT1G04560,0,0.018,0,1.673,0.181,0.018
AT1G04570,0.833,0.434,0.648,2.764,2.849,2.082
AT1G04580,0.798,0.186,0.173,0.245,0.175,0.103
AT1G04590,11.246,13.017,12.569,20.149,18.328,19.54
AT1G04600,0.593,2.243,0.341,0.376,0.417,0.491
AT1G04610,0.022,0.008,0.026,1.933,1.382,1.077
AT1G04620,18.878,34.011,27.511,6.415,5.476,7.25
AT1G04625,0,0,0,0,0.02,0
AT1G04630,31.908,27.435,31.921,31.77,34.233,31.906
AT1G04635,1.335,1.79,1.616,3.107,3.311,2.784
AT1G04640,20.433,35.241,27.543,3.304,3.149,3.201
AT1G04645,0.023,0.409,0.073,0,0,0.032
AT1G04650,1.152,0.838,1.165,1.841,2.002,2.217
AT1G04660,0.616,0.813,0.596,12.529,24.993,25.369
AT1G04670,0.042,0.02,0.019,0.07,0.144,0.04
AT1G04680,25.1,52.455,27.576,170.087,295.493,236.716
AT1G04690,65.358,69.711,57.748,76.501,91.774,69.822
AT1G04700,0.231,0.46,0.331,0.958,1.058,0.911
AT1G04710,15.419,14.483,14.348,6.946,4.963,6.495
AT1G04730,1.51,2.323,1.736,4.047,4.442,4.257
AT1G04750,46.616,55.887,44.607,75.75,80.434,73.14
AT1G04760,0.572,1.454,1.057,4.02,5.574,4.543
AT1G04770,10.104,23.302,16.289,19.461,28.571,20.06
AT1G04778,0.059,0.152,0.136,1.937,3.295,2.415
AT1G04780,27.209,25.337,20.738,28.63,24.777,25.355
AT1G04790,11.311,11.999,10.96,12.945,10.752,11.298
AT1G04800,44.664,73.634,67.219,0.193,0.259,0.164
AT1G04810,17.439,19.02,17.014,27.857,25.981,26.013
AT1G04820,97.891,168.852,130.666,310.253,439.14,288.25
AT1G04830,10.865,10.644,9.852,16.022,12.604,15.302
AT1G04840,0.469,0.959,0.632,1.142,1.087,1.019
AT1G04850,42.153,50.653,38.655,68.648,66.097,66.854
AT1G04860,17.424,17.27,17.414,14.567,14.662,13.648
AT1G04870,12.107,18.759,12.993,30.432,36.638,32.216
AT1G04880,0.069,0.139,0.127,0.473,0.522,0.38
AT1G04890,0,0,0,0.019,0,0
AT1G04895,0,0,0,0.063,0,0
AT1G04900,6.238,8.662,6.305,12.944,12.399,12.629
AT1G04910,16.101,18.353,14.045,22.157,23.402,21.663
AT1G04920,0.621,0.827,0.761,0.511,0.144,1.028
AT1G04930,1.419,1.617,1.241,2.867,2.753,2.617
AT1G04940,0.061,0.083,0.032,0.013,0.04,0.039
AT1G04945,2.308,2.992,2.118,4.88,4.22,4.211
AT1G04950,10.893,12.123,11.128,16.564,13.941,14.246
AT1G04960,13.857,15.454,11.848,15.05,15.994,15.347
AT1G04970,26.287,18.701,20.031,16.91,12.294,13.194
AT1G04980,10.258,30.155,7.319,10.089,11.447,7.692
AT1G04985,18.675,16.783,16.15,13.643,9.615,12.01
AT1G04990,33.269,26.573,28.534,16.733,16.012,15.154
AT1G05000,2.508,2.056,1.364,8.263,3.397,5.948
AT1G05005,0.04,0.083,0.021,0.194,0.068,0
AT1G05010,211.045,252.776,207.347,46.511,33.899,24.896
AT1G05020,0.442,0.325,0.368,0.137,0.088,0.064
AT1G05030,7.406,7.844,7.212,5.58,5.01,5.54
AT1G05035,0,0.04,0,0,0.047,0.083
AT1G05040,0.066,0.044,0.067,0.046,0.015,0.03
AT1G05055,4.945,5.514,5.137,7.511,8.643,7.863
AT1G05060,21.905,20.993,18.309,23.138,18.97,20.424
AT1G05065,1.147,1.707,0.875,1.601,2.289,2.197
AT1G05070,13.625,15.111,12.705,20.074,20.045,21.496
AT1G05080,0.009,0.022,0,0,0.012,0
AT1G05085,0,0,0,0,0,0
AT1G05087,2.35,2.876,2.282,3.496,3.52,3.122
AT1G05090,0.778,0.94,0.862,1.623,1.175,1.686
AT1G05100,1.022,0.71,0.726,19.88,20.419,26.981
AT1G05120,12.297,10.918,10.198,21.47,18.391,21.903
AT1G05136,0.081,0.108,0.557,0,0,0.107
AT1G05140,33.092,44.786,43.121,6.042,3.772,5.895
AT1G05150,11.48,17.101,12.268,25.115,30.646,27.921
AT1G05160,6.92,6.557,7.53,12.172,9.794,13.649
AT1G05170,5.645,9.104,4.859,14.257,14.02,13.141
AT1G05180,19.859,22.725,16.897,23.491,25.523,23.938
AT1G05190,258.555,330.436,361.497,14.299,14.935,17.083
AT1G05200,13.835,11.143,14.73,9.554,4.997,9.787
AT1G05205,12.815,13.331,12.225,23.367,25.209,20.794
AT1G05210,3.406,5.419,4.661,7.04,9.42,4.808
AT1G05220,0.227,0.52,0.157,4.549,2.67,2.977
AT1G05230,4.885,8.633,5.559,0.161,0.138,0.096
AT1G05240,0,0,0,0.114,0.171,0.074
AT1G05250,0,0,0,0.067,0.235,0.186
AT1G05260,0.688,0.453,0.333,37.23,67.929,30.765
AT1G05270,17.934,18.851,17.006,22.355,19.72,20.866
AT1G05280,0,0.006,0.016,0.852,1.097,0.544
AT1G05290,0,0.012,0,0,0,0
AT1G05291,0,0,0,0,0,0
AT1G05300,15.147,5.748,5.915,4.407,1.47,1.845
AT1G05310,12.518,3.272,10.006,1.896,6.734,1.991
AT1G05320,11.222,11.289,10.765,9.814,9.43,9.658
AT1G05330,0,0.129,0,0.191,0.135,0.089
AT1G05340,15.1,11.844,11.251,55.045,27.66,39.722
AT1G05350,12.95,17.891,13.599,24.02,25.172,24.159
