GeneID,leaf.ammonium,leaf.nitrate,leaf.urea,root.ammonium,root.nitrate,root.urea
AT4G29480,64.935,65.422,64.737,82.737,87.325,79.94
AT4G29490,24.985,25.181,21.738,25.572,24.48,24.726
AT4G29510,22.309,22.677,24.14,33,34.936,28.576
AT4G29520,17.48,57.819,15.446,22.392,25.954,20.243
AT4G29530,3.166,4.085,3.011,3.955,3.72,3.725
AT4G29540,1.724,2.073,1.618,2.702,2.477,2.592
AT4G29548,0.149,0,0,0,0.142,0.072
AT4G29550,0.208,0.209,0.277,0.533,0.428,0.312
AT4G29560,1.067,2.337,1.091,1.663,1.395,1.352
AT4G29570,0.251,0.129,0.019,0.238,0,0.067
AT4G29580,0,0,0,0.01,0.01,0
AT4G29590,26.337,24.608,29.673,4.078,3.736,4.243
AT4G29600,0.061,0,0.136,0.037,0,0.03
AT4G29610,3.199,1.327,5.344,0.909,0.756,0.555
AT4G29620,0,0,0.017,0.013,0.013,0
AT4G29630,0,0,0,0,0,0
AT4G29640,0,0,0,0.259,0.016,0.131
AT4G29650,0.011,0.029,0,0.155,0.221,0.152
AT4G29654,0,0,0,0,0,0.033
AT4G29658,0,0,0,0,0.014,0
AT4G29660,11.173,10.08,7.789,17.727,16.135,19.918
AT4G29670,51.724,61.17,60.612,129.454,185.877,239.521
AT4G29680,12.146,13.94,13.146,20.377,21.938,19.875
AT4G29690,0.771,0.188,0.43,31.592,32.775,15.927
AT4G29700,11.994,5.906,8.946,53.025,31.696,27.643
AT4G29710,0.074,0.088,0.099,0.097,0.116,0.189
AT4G29720,5.524,7.733,7.515,33.076,47.718,37.349
AT4G29730,3.181,4.272,2.742,7.028,6.336,7.039
AT4G29735,31.142,34.867,29.197,45.932,53.109,56.541
AT4G29740,1.514,3.736,2.07,1.236,1.392,0.844
AT4G29750,19.863,21.014,20.637,9.492,7.887,9.727
AT4G29760,0.087,0.109,0.027,0.058,0.079,0.09
AT4G29770,0.049,0.073,0.055,0.48,0.492,0.728
AT4G29780,5.4,16.884,54.291,288.825,379.833,462.591
AT4G29790,8.517,10.575,7.654,12.578,10.492,11.605
AT4G29800,0.026,0.034,0.058,1.983,4.246,1.392
AT4G29810,48.155,72.665,39.506,36.354,40.295,32.927
AT4G29820,15.413,13.919,12.766,17.32,11.924,16.277
AT4G29830,14.924,13.432,13.327,20.641,23.862,22.088
AT4G29840,59.213,57.086,89.986,74.682,76.948,66.245
AT4G29850,0,0,0,0,0,0
AT4G29860,3.835,4.273,3.447,7.478,6.787,7.88
AT4G29870,27.974,35.627,28.565,53.272,60.367,55.457
AT4G29880,0.04,0.022,0.012,0.05,0.068,0.101
AT4G29890,19.384,19.076,21.52,21.3,15.061,22.838
AT4G29900,43.162,49.398,29.708,26.626,28.384,25.119
AT4G29905,15.614,164.748,29.31,14.569,36.217,9.87
AT4G29910,3.065,4.661,3.368,4.875,4.902,4.268
AT4G29920,0.443,0.746,0.746,7.561,4.933,5.53
AT4G29930,0.08,0.041,0.056,29.292,27.374,16.136
AT4G29940,7.475,7.321,7.215,14.693,11.544,13.649
AT4G29950,45.777,40.98,38.862,20.275,21.896,19.072
AT4G29960,21.262,23.138,18.082,26.941,23.363,26.346
AT4G29970,0,0,0,0,0.02,0.018
AT4G29980,0.164,0.179,0.12,0,0.024,0.048
AT4G29990,0.861,1.206,1.055,5.925,5.448,8.846
AT4G30000,3.265,4.028,3.856,6.707,7.188,7.483
AT4G30010,118.752,114.311,117.233,118.711,118.513,110.873
AT4G30020,27.567,29.869,32.37,74.559,120.322,84.61
AT4G30030,0,0.023,0,0,0,0
AT4G30040,0.012,0.045,0,0,0,0
AT4G30050,0,0,0,0.051,0,0
AT4G30060,10.918,9.476,7.587,9.568,9.918,7.133
AT4G30064,0,0,0,0,0.036,0
AT4G30067,0,0,0,0,0,0
AT4G30070,0,0,0,0,0,0
AT4G30074,0,0,0,0,0,0
AT4G30080,8.091,10.221,9.301,10.682,7.044,7.932
AT4G30090,1.189,2.02,1.409,8.5,14.288,14.583
AT4G30097,0,0,0,0,0,0
AT4G30100,15.418,17.044,15.422,24.855,24.601,24.306
AT4G30110,1.624,6.699,2.58,4.071,3.708,3.099
AT4G30120,0.09,0.27,0.057,0.295,0.26,0.261
AT4G30130,0.252,0.578,0.227,0.463,0.357,0.201
AT4G30140,2.569,1.695,2.669,0.959,2.218,0.623
AT4G30150,2.781,4.463,2.905,6.18,6.774,5.409
AT4G30160,21.2,18.456,22.389,27.975,28.302,27.159
AT4G30170,0.168,0.338,0.174,83.524,78.612,38.385
AT4G30180,1.118,2.981,1.678,0.652,0.098,0.124
AT4G30190,61.736,89.687,63.739,140.813,86.153,95.415
AT4G30200,28.223,33.165,32.047,38.552,40.628,33.998
AT4G30210,71.729,86.381,63.657,104.811,126.984,110.871
AT4G30220,39.53,64.852,47.873,61.564,66.181,63.245
AT4G30230,0.812,1.525,0.371,0.84,0.95,0.47
AT4G30240,11.82,14.829,13.418,29.161,33.551,33.535
AT4G30250,0.754,0.793,0.877,0.528,0.581,1.131
AT4G30260,32.161,27.702,28.891,34.301,34.153,30.201
AT4G30270,618.693,144.957,307.188,206.525,81.581,108.751
AT4G30280,2.348,4.293,7.198,65.268,105.543,115.195
AT4G30290,0.871,1.748,1.759,50.66,54.459,26.971
AT4G30300,0,0,0,0.028,0,0.055
AT4G30310,45.523,42.787,47.647,28.172,23.836,28.675
AT4G30320,0.022,0.02,0.043,0.106,0.687,0.145
AT4G30330,12.675,19.642,14.778,24.846,29.54,27.87
AT4G30340,12.149,16.652,10.288,7.479,7.527,7.126
AT4G30350,8.562,14.714,12.372,13.166,12.666,17.689
AT4G30360,8.006,8.115,6.563,14.341,12.08,14.884
AT4G30370,0.703,0.396,0.827,4.787,1.902,3.479
AT4G30380,0,0,0,0.029,0.096,0.056
AT4G30390,17.506,16.359,12.82,34.93,24.967,45.702
AT4G30400,1.295,4.863,1.373,7.996,8.672,5.861
AT4G30410,1.355,3.055,1.926,8.341,7.748,9.309
AT4G30420,0.013,0,0,2.534,2.707,2.362
AT4G30430,0.167,0.495,0.185,11.687,21.21,30.1
AT4G30440,86.402,133.96,106.669,220.868,282.769,259.986
AT4G30450,7.59,5.244,7.531,58.282,52.823,43.312
AT4G30460,15.309,7.347,9.788,86.662,61.374,60.242
AT4G30470,10.829,25.596,7.393,59.066,65.869,100.858
AT4G30480,21.851,26.002,19.015,25.083,26.538,25.154
AT4G30490,36.898,34.774,25.196,50.025,41.554,39.681
AT4G30500,4.046,10.697,6.427,5.764,6.605,4.257
AT4G30510,5.759,4.652,4.982,5.961,5.716,5.468
AT4G30520,2.779,3.531,3.388,19.067,17.277,20.685
AT4G30530,216.033,175.109,229.565,158.831,186.363,120.391
AT4G30540,0,0.017,0,1.102,0.145,0.545
AT4G30550,34.183,37.967,28.196,50.908,52.756,46.236
AT4G30560,3.462,4.3,2.813,3.994,3.312,3.642
AT4G30570,1.861,2.507,2.495,3.58,2.282,3.113
AT4G30580,32.044,29.074,37.604,16.999,12.486,19.992
AT4G30590,0.019,0,0,0,0,0
AT4G30600,65.998,70.274,62.992,122.419,137.094,154.382
AT4G30610,0.97,3.15,1.885,2.681,2.12,1.444
AT4G30620,31.891,44.258,44.367,11.206,11.756,13.065
AT4G30630,9.003,8.103,8.808,16.154,10.98,14.299
AT4G30640,0.87,2.661,0.43,1.646,1.175,1.18
AT4G30650,310.36,303.367,434.747,286.903,326.638,366.293
AT4G30660,151.88,96.753,151.676,69.183,63.456,67.784
AT4G30662,0.013,0.047,0.115,0.036,0.074,0.087
AT4G30670,1.577,0.398,0.352,24.243,4.57,11.349
AT4G30680,6.581,7.027,8.569,6.069,5.395,4.48
AT4G30690,72.757,49.54,71.946,21.581,9.876,21.164
AT4G30700,1.049,1.569,1.328,1.337,1.752,1.499
AT4G30710,3.482,3.303,4.035,4.767,3.79,3.206
AT4G30720,18.836,20.088,23.776,8.547,5.809,9.837
AT4G30730,0,0,0,0.186,0.238,0.073
AT4G30740,0,0.048,0,0.435,1.05,0.271
AT4G30750,21.149,21.858,17.091,20.83,18.604,17.833
AT4G30760,42.261,37.751,43.641,50.22,42.239,53.149
AT4G30770,0,0.01,0,0,0,0
AT4G30780,13.117,12.685,11.549,37.746,43.515,63.647
AT4G30790,10.992,11.646,9.33,10.26,8.411,8.1
AT4G30800,3.781,8.841,6.305,11.465,17.687,11.401
AT4G30810,25.077,28.463,24.664,36.956,29.529,30.445
AT4G30820,3.336,4.241,3.676,6.98,6.027,6.938
AT4G30825,6.641,7.04,8.76,1.891,1.8,1.992
AT4G30830,0.925,0.777,0.774,6.205,8.008,6.813
AT4G30840,4.112,7.637,5.038,12.437,13.796,11.167
AT4G30845,6.935,11.413,9.953,1.611,2.035,2.076
AT4G30850,3.599,9.842,2.529,39.268,53.621,33.086
AT4G30860,1.91,3.733,2.77,4.933,5.975,4.149
AT4G30870,2.525,2.421,2.095,4.728,4.276,3.868
AT4G30880,0.098,0.094,0.038,0.262,0.324,0.69
AT4G30890,21.39,23.656,20.735,29.647,28.518,27.69
AT4G30900,10.849,11.994,10.441,17.599,18.225,18.879
AT4G30910,10.586,11.519,10.85,18.698,15.175,21.433
AT4G30920,62.824,61.742,65.267,42.732,44.606,47.594
AT4G30930,11.031,14.902,12.062,26.937,27.49,24.935
AT4G30935,7.088,8.586,7.632,19.95,19.261,20.894
AT4G30940,2.149,1.646,1.97,2.658,1.841,2.263
AT4G30950,186.695,135.476,194.602,28.828,19.156,24.433
AT4G30960,298.303,89.564,186.905,304.286,78.237,164.12
AT4G30970,0,0,0,0,0.042,0
AT4G30980,0.427,0.853,0.557,2.496,2.576,1.562
AT4G30990,6.144,9.346,7.401,14.311,12.488,13.816
AT4G30993,27.65,23.947,27.861,10.812,10.282,11.306
AT4G30996,22.029,25.627,21.543,48.21,61.642,55.522
AT4G31000,3.716,12.437,7.837,47.322,60.795,52.183
AT4G31010,6.619,7.15,6.682,8.874,7.988,8.415
AT4G31020,0.145,0.164,0.056,4.443,5.174,4.614
AT4G31030,0,0,0,0,0,0
AT4G31040,64.944,57.724,64.439,35.8,31.931,36.207
AT4G31050,10.816,13.458,13.514,16.172,15.164,17.821
AT4G31060,4.276,4.13,4.853,10.053,9.918,11.713
AT4G31070,0.636,1.095,0.655,0.924,0.921,0.86
AT4G31073,0,0,0,0,0,0
AT4G31080,22.049,24.553,21.011,23.701,20.474,20.927
AT4G31100,0.1,0.119,0.113,14.449,12.565,9.638
AT4G31110,0.192,0.159,0.169,23.446,18.059,16.701
AT4G31115,21.706,25.036,25.939,13.205,9.26,10.604
AT4G31120,11.367,17.374,12.617,21.496,21.134,17.127
AT4G31130,24.22,21.568,19.902,33.603,24.836,26.211
AT4G31140,8.705,7.514,8.979,14.496,14.173,13.458
AT4G31150,5.406,5.191,5.074,9.087,6.153,8.922
AT4G31160,5.763,6.1,6.331,11.278,10.855,11.025
AT4G31170,44.771,56.966,32.037,33.704,30.364,30.805
AT4G31180,55.152,55.539,50.182,74.415,66.701,68.354
AT4G31196,0,0,0,0,0,0
AT4G31200,4.871,5.342,4.328,6.887,5.908,6.053
AT4G31210,7.703,15.746,10.108,7.924,7.968,6.993
AT4G31230,0.122,0.51,0.066,0.197,0.084,0.107
AT4G31240,5.716,3.88,4.786,13.643,7.895,12.295
AT4G31250,2.431,2.25,2.193,1.826,1.634,1.03
AT4G31260,0,0,0,0,0,0
AT4G31270,4.842,6.098,4.635,5.408,5.156,4.773
AT4G31280,0,0,0,0,0,0
AT4G31290,65.888,49.543,72.76,102.252,61.966,60.245
AT4G31300,79.979,70.377,70.211,84.611,89.74,73.093
AT4G31310,38.764,30.8,41.533,21.508,14.055,19.676
AT4G31320,0,0.106,0,3.92,5.336,2.313
AT4G31330,1.781,4.03,0.864,0.549,1.49,0.371
AT4G31340,53.692,66.745,49.882,133.769,135.421,117.026
AT4G31350,8.391,10.214,8.479,17.427,17.349,19.46
AT4G31351,0.373,1.286,0.461,1.935,2.611,1.285
AT4G31354,0.615,0.964,0.265,2.492,1.735,1.603
AT4G31355,0,0,0.024,0.018,0,0
AT4G31360,3.431,6.105,4.225,9.118,9.217,7.045
AT4G31370,0.027,0,0.035,1.199,0.075,0.06
AT4G31380,0.202,0.04,1.536,4.411,0.347,0.944
AT4G31390,18.151,23.885,22.883,5.46,2.642,4.561
AT4G31400,1.241,2.835,1.981,2.358,2.514,2.69
AT4G31405,1.429,5.02,1.27,5.372,3.41,3.342
AT4G31410,15.179,15.5,13.678,21.717,16.934,18.821
AT4G31420,29.22,30.472,28.49,36.94,35.315,38.738
AT4G31430,10.581,12.867,9.94,28.873,22.541,25.172
AT4G31440,5.156,5.858,4.046,6.463,7.506,6.134
AT4G31441,3.975,3.305,4.361,3.525,5.471,5.452
AT4G31450,10.071,7.551,8.22,13.375,7.615,10.114
AT4G31460,13.501,14.604,14.895,27.576,26.629,29.152
AT4G31470,0.012,0.03,0,0.224,0.573,0.174
AT4G31480,28.59,37.541,27.204,60.082,68.633,55.235
AT4G31490,22.014,30.218,21.693,35.104,45.565,30.69
AT4G31500,279.687,191.27,220.493,238.779,240.992,254.856
AT4G31510,25.195,21.864,22.286,23.316,16.045,31.445
AT4G31520,0.154,0.277,0.212,0.071,0.055,0.058
AT4G31530,18.739,17.937,22.609,3.249,2.591,2.907
AT4G31540,7.392,8.418,6.74,13.935,15.886,16.395
AT4G31550,19.965,26.132,22.676,45.831,46.78,47.772
AT4G31560,47.863,41.602,48.227,12.249,8.118,12.403
AT4G31570,8.584,10.263,8.753,14.365,14.051,13.965
AT4G31580,22.486,22.652,21.597,45.367,49.937,46.42
AT4G31590,9.683,16.36,14.029,30.777,31.415,26.53
AT4G31600,7.573,12.783,6.468,11.308,13.004,10.535
AT4G31610,0.083,0.194,0.078,1.69,0.61,2.303
AT4G31615,0.131,0.257,0.078,0.238,0.286,0.198
AT4G31620,2.526,1.263,2.012,4.657,2.814,6.589
AT4G31630,0,0.058,0.067,0.01,0.02,0.099
AT4G31640,0.038,0.058,0.04,0.79,1.335,1.255
AT4G31650,5.507,8.995,5.859,14.091,13.33,17.432
AT4G31660,0,0.049,0,0.04,0.028,0.026
AT4G31670,7.569,7.334,7.43,7.335,6.376,6.704
AT4G31680,0.051,0.112,0.073,0,0.011,0
AT4G31685,0.101,0.047,0.065,0,0,0
AT4G31690,0.139,0.111,0.119,0,0.053,0
AT4G31700,136.466,215.825,196.523,292.757,350.356,274.061
AT4G31710,0.014,0,0,0.15,0.121,0.331
AT4G31715,0,0,0,0,0.076,0.078
AT4G31720,21.998,18.816,19.784,25.71,25.144,26.645
AT4G31730,0.703,0.801,0.79,36.465,24.757,41.584
AT4G31740,0.067,0.168,0.139,0,0.033,0.029
AT4G31750,7.381,7.748,7.125,14.02,12.173,11.586
AT4G31760,0.072,0.087,0.015,0.08,0.047,0.14
AT4G31770,3.929,4.94,3.976,6.508,7.837,7.491
AT4G31780,88.557,63.917,88.435,44.637,54.266,39.773
AT4G31790,7.637,14.348,9.664,19.627,24.185,19.451
AT4G31800,90.858,61.321,94.775,98.717,135.164,113.749
AT4G31805,0.787,1.817,0.602,0.141,0.01,0.03
AT4G31810,7.013,11.085,8.197,16.601,17.794,15.215
AT4G31820,14.378,22.387,22.673,26.549,22.432,26.914
AT4G31830,0.026,0,0.027,0.934,0.253,0.025
AT4G31840,7.838,21.69,11.993,64.094,154.477,88.957
AT4G31850,13.307,15.161,16.07,1.247,1.072,1.274
AT4G31860,55.744,47.155,42.81,54.742,37.523,42.538
AT4G31870,9.296,1.596,6.992,0.469,0.236,0.232
AT4G31875,0.514,0.713,0.265,7.111,5.996,4.027
AT4G31880,13.817,18.419,13.449,25.57,25.957,22.944
AT4G31890,2.12,3.253,2.707,5.815,5.652,6.11
AT4G31900,0,0,0.004,0.004,0.016,0.015
AT4G31910,0.254,0.329,0.172,29.907,19.967,11.648
AT4G31920,8.9,11.164,8.369,20.101,18.569,19.718
AT4G31930,4.038,4.633,5.476,5.143,4.499,4.319
AT4G31940,0,0,0,0.227,0.801,0.138
AT4G31950,0.284,0.107,0.101,0.108,0.195,0.377
AT4G31960,0.02,0.144,0.072,0.068,0.02,0.097
AT4G31970,0.52,1.154,0.84,3.524,0.104,0.166
AT4G31980,7.312,6.385,6.352,7.927,6.856,7.94
AT4G31985,87.49,116.198,100.661,155.269,178.18,153.954
AT4G31990,114.043,116.458,131.769,51.04,46.513,46.333
AT4G32000,2.594,3.427,3.196,7.311,7.385,8.163
AT4G32010,8.062,10.108,7.573,14.147,14.37,12.676
AT4G32020,91.458,122.698,130.391,327.541,327.821,316.619
AT4G32030,15.805,16.526,18.71,30.986,31.198,33.091
AT4G32040,20.21,21.453,17.73,22.459,21.544,22.106
AT4G32050,5.813,5.816,5.153,8.792,7.844,8.728
AT4G32060,147.549,124.119,156.502,120.301,111.77,127.64
AT4G32070,10.894,11.339,9.087,21.061,18.263,13.189
AT4G32080,0.013,0,0,0.061,0.072,0.017
AT4G32090,0.043,0,0,0,0,0
AT4G32100,0,0,0,0,0,0
AT4G32105,0,0,0,0.306,0.405,0.169
AT4G32110,0,0,0,0.057,0.483,0.283
AT4G32120,10.55,10.336,10.147,16.674,16.45,15.676
AT4G32130,24.992,27.171,22.578,40.124,34.738,39.685
AT4G32140,7.951,10.566,7.508,12.707,14.743,11.647
AT4G32150,81.778,86.308,83.716,103.921,102.731,110.361
AT4G32160,10.137,14.079,9.714,17.423,13.223,17.793
AT4G32170,0,0,0,0.019,0.271,0.027
AT4G32175,7.483,9.167,8.106,9.881,10.51,10.676
AT4G32180,21.645,26.672,20.705,31.015,28.622,29.748
AT4G32190,17.416,15.562,16.792,12.596,13.349,11.811
AT4G32200,1.042,1.374,0.886,2.239,3.657,3.082
AT4G32208,0.562,0.547,0.65,0.805,0.835,1.14
AT4G32210,25.418,21.662,23.019,22.768,23.651,23.152
AT4G32230,0,0,0,0.057,0,0
AT4G32240,27.369,27.889,30.738,29.245,28.96,30.135
AT4G32250,14.644,11.604,11.901,12.478,11.408,11.647
AT4G32260,681.218,656.107,758.596,22.417,16.169,24.437
AT4G32270,8.81,11.47,9.432,18.125,15.375,20.62
AT4G32272,6.844,7.291,6.764,9.539,8.071,9.146
AT4G32280,3.815,2.74,3.102,0.575,0.505,0.285
AT4G32285,33.841,36.906,27.691,48.294,56.126,44.087
AT4G32290,4.174,3.167,4.514,9.212,8.231,8.696
AT4G32295,1.945,1.864,1.952,11.081,9.872,10.371
AT4G32300,15.172,22.882,13.109,33.027,26.474,24.078
AT4G32320,17.464,15.603,18.691,10.147,5.561,8.041
AT4G32330,48.868,46.283,51.925,75.595,85.399,78.687
AT4G32340,65.298,91.878,83.265,1.251,2.082,1.521
AT4G32342,0,0.112,0.079,1.297,1.073,0.891
AT4G32350,4.552,7.979,4.11,10.089,12.934,10.495
AT4G32360,4.902,6.185,4.832,7.263,6.109,7.59
AT4G32370,0,0,0,0,0,0
AT4G32375,0,0,0,0,0,0
AT4G32380,0,0.009,0,0,0,0.01
AT4G32390,37.021,46.068,38.367,68.101,77.366,71.203
AT4G32400,9.3,11.575,12.084,25.372,28.176,23.15
AT4G32410,98.524,131.381,98.246,175.071,217.259,168.551
AT4G32420,12.041,12.795,13.174,30.357,30.043,36.108
AT4G32430,0.652,1.034,0.713,1.062,0.987,1.18
AT4G32440,8.826,8.707,8.872,19.671,14.231,19.675
AT4G32450,2.866,2.819,3.103,6.737,5.056,5.8
AT4G32460,3.371,6.502,4.47,6.238,6.962,4.251
AT4G32470,132.792,95.021,113.611,109.366,111.73,106.281
AT4G32480,131.073,16.438,141.343,67.036,29.674,46.174
AT4G32490,0.017,0.016,0,0.051,0.05,0.1
AT4G32500,0.006,0.01,0.012,0.011,0.016,0
AT4G32510,0.075,0.074,0.154,0.017,0.011,0.022
AT4G32520,39.259,42.52,41.057,24.842,27.316,22.182
AT4G32530,62.177,60.644,61.929,64.952,77.54,66.116
AT4G32535,0,0,0,0,0.032,0.062
AT4G32540,0.049,0.04,0.057,0.043,0.011,0
AT4G32551,19.687,23.936,19.232,35.471,40.363,36.842
AT4G32560,8.077,8.426,7.893,11.285,9.086,10.584
AT4G32570,23.234,23.551,27.009,24.246,27.648,28.311
AT4G32580,0.016,0.145,0.043,0.174,0.197,0.168
AT4G32590,46.297,40.428,48.335,7.294,6.512,6.209
AT4G32600,11.828,14.206,12.433,10.933,11.927,11.988
AT4G32605,10.347,12.988,10.147,18.557,20.82,17.279
AT4G32610,14.769,15.974,18.021,33.34,31.267,32.001
AT4G32620,8.77,11.221,9.249,14.462,15.659,15.249
AT4G32630,0.015,0.006,0.008,0.115,0.114,0.168
AT4G32640,23.822,24.134,20.622,26.787,28.558,25.558
AT4G32650,1.769,2.213,1.223,6.316,4.414,4.347
AT4G32660,21.535,20.772,22.809,29.225,23.195,27.934
AT4G32670,4.465,4.786,3.754,14.882,12.022,12.732
AT4G32680,12.025,14.118,9.711,18.032,17.534,16.571
AT4G32690,5.372,5.621,4.874,10.92,11.485,13.388
AT4G32700,1.443,1.919,1.507,2.827,3.418,2.625
AT4G32710,2.362,4.46,4.627,6.505,8.73,6.159
AT4G32714,0,0,0,0,0.029,0
AT4G32717,0,0,0,0,0,0
AT4G32720,25.919,34.825,30.915,54.7,54.823,49.052
AT4G32730,4.778,6.401,5.753,12.859,14.013,12.488
AT4G32750,6.749,7.629,6.426,8.006,6.858,7.471
AT4G32760,35.755,36.79,32.339,41.967,35.814,38.144
AT4G32770,22.08,8.514,14.77,3.84,3.548,2.996
AT4G32780,0.125,0.292,0.34,16.504,17.13,16.847
AT4G32790,6.38,16.826,6.663,9.188,11.966,10.478
AT4G32800,12.422,34.164,24.861,94.889,119.265,141.696
AT4G32810,2.732,1.016,0.708,18.177,44.959,38.482
AT4G32820,5.207,5.913,5.887,8.532,8.962,8.886
AT4G32830,1.473,4.655,2.317,10.256,16.35,11.418
AT4G32840,5.407,4.615,4.54,12.102,13.028,12.335
AT4G32850,23.397,19.671,21.409,41.859,33.305,41.208
AT4G32860,0.077,0.125,0.149,13.352,10.117,8.621
AT4G32870,5.679,9.259,5.213,13.837,16.179,17.817
AT4G32880,3.743,7.781,5.472,36.694,43.755,30.631
AT4G32890,2.271,1.225,2.042,3.586,2.373,2.2
AT4G32900,9.85,13.523,11.678,7.643,7.526,8.938
AT4G32910,15.638,15.647,14.978,30.545,24.664,30.271
AT4G32915,25.884,28.337,34.87,12.756,12.633,13.219
AT4G32920,5.745,4.19,6.362,8.996,6.684,8.47
AT4G32930,38.959,36.223,34.748,44.808,41.241,40.289
AT4G32940,200.784,149.358,142.195,132.92,68.404,94.007
AT4G32950,0.026,0.27,0.1,1.108,0.92,0.868
AT4G32960,13.279,11.626,11.358,13.955,14.896,15.234
AT4G32970,3.481,3.898,3.124,8.792,7.429,8.676
AT4G32980,10.551,7.202,13.471,6.506,12.427,10.402
AT4G32990,0.481,0.33,0.621,0.255,0.45,0.474
AT4G33000,14.469,15.665,18.67,5.516,5.774,7.482
AT4G33010,615.066,512.183,702.756,51.323,53.792,43.947
AT4G33020,0.208,0.059,0.035,0.061,0.214,0.061
AT4G33030,34.278,50.704,36.019,15.263,15.631,16.096
AT4G33040,3.635,3.979,2.476,8.311,2.869,5.408
AT4G33050,67.501,124.576,46.915,14.431,5.791,9.132
AT4G33060,14.972,17.304,13.395,21.555,17.439,20.073
AT4G33070,0.793,0.236,0.742,61.325,102.521,52.682
AT4G33080,12.895,34.186,15.112,34.827,35.123,30.214
AT4G33090,69.764,49.546,62.503,54.845,51.658,44.755
AT4G33100,9.302,11.784,7.304,25.194,24.199,27.01
AT4G33110,21.186,18.507,20.873,1.346,0.557,0.643
AT4G33120,0.043,0.021,0.01,6.183,8.66,1.898
AT4G33130,0.813,1.849,1.09,9.217,10.982,8.179
AT4G33140,7.404,16.811,9.787,11.909,13.696,11.479
AT4G33145,0,0,0,0.112,0.037,0.216
AT4G33150,25.122,6.5,12.142,30.648,23.424,20.291
AT4G33160,0.5,1.056,1.087,5.331,5.507,4.935
AT4G33170,0.458,0.869,0.438,0.897,0.743,0.745
AT4G33180,7.106,5.555,8.549,12.517,10.888,12.493
AT4G33200,8.641,10.401,8.505,13.089,13.793,12.248
AT4G33210,31.324,24.634,26.139,30.595,25.295,27.849
AT4G33220,8.896,9.848,10.183,2.537,1.354,1.134
AT4G33230,0,0,0,0,0,0.007
AT4G33240,12.501,11.868,11.184,11.219,9.07,8.952
AT4G33250,63.303,61.914,67.91,108.999,110.87,112.889
AT4G33260,1.775,5.331,3.137,20.468,32.171,26.215
AT4G33270,3.213,9.918,4.644,21.641,31.245,24.74
AT4G33280,0,0.046,0.028,0.032,0.009,0.016
AT4G33290,0,0,0,0,0,0
AT4G33300,30.692,41.196,19.646,42.274,35.339,36.437
AT4G33310,0.255,0.44,0,0.505,0.476,0.176
AT4G33320,0.107,0.034,0.091,0.115,0.053,0.123
AT4G33330,0.345,0.26,0.393,5.409,6.522,4.14
AT4G33350,42.234,35.081,49.197,14.045,12.488,13.155
AT4G33355,0.118,0.131,0,0,0,0
AT4G33360,24.765,27.385,23.307,35.56,33.594,31.314
AT4G33370,0.117,0.009,0.061,0.811,0.615,1.446
AT4G33380,38.86,34.475,41.37,45.374,44.831,49.699
AT4G33390,0.022,0.016,0.018,0.034,0.012,0.011
AT4G33400,2.425,4.552,2.962,10.565,13.783,8.847
AT4G33410,8.029,7.913,7.504,12.69,14.15,12.665
AT4G33420,2.463,1.434,2.125,105.973,71.227,76.325
AT4G33430,22.462,26.52,19.196,33.643,33.936,30.416
AT4G33440,1.507,4.031,2.586,15.027,18.325,17.699
AT4G33450,0,0.023,0.011,8.773,4.843,5.87
AT4G33460,15.678,12.435,14.706,7.321,6.795,8.287
AT4G33465,0.205,0.018,0.072,0.059,0.078,0
AT4G33467,18.328,1.541,8.071,9.518,1.076,0.474
AT4G33470,24.863,31.433,27.88,3.212,2.101,3.105
AT4G33480,36.37,40.428,40.934,12.177,11.351,11.429
AT4G33490,28.577,22.099,33.903,15.013,15.604,17.73
AT4G33495,8.528,7.791,9.239,8.139,7.442,8.871
AT4G33500,35.837,42.256,42.008,9.542,7.581,10.457
AT4G33510,123.426,120.127,107.419,22.355,16.052,18.658
AT4G33520,15.676,16.06,16.8,13.346,9.709,11.987
AT4G33530,18.601,29.309,21.592,21.321,22.574,19.753
AT4G33540,49.929,31.386,34.828,20.876,14.992,15.583
AT4G33550,3.521,1.567,1.214,22.026,10.135,4.922
AT4G33560,0.165,0.359,0.148,1.103,1.222,1.038
AT4G33565,13.4,24.874,10.736,14.955,8.151,10.223
AT4G33580,25.079,26.018,30.256,31.92,34.008,28.775
AT4G33585,0,0,0,0,0,0
AT4G33590,0,0,0,0.43,0.25,0.05
AT4G33600,0,0,0,0,0.01,0
AT4G33610,0,0,0,0.082,0.037,0
AT4G33620,3.312,4.469,2.912,5.599,4.104,4.535
AT4G33625,35.579,27.087,37.534,41.957,36.314,42.306
AT4G33630,34.419,37.374,36.812,20.081,14.389,17.713
AT4G33640,49.212,41.631,45.285,42.094,41.192,44.462
AT4G33650,12.173,12.46,11.563,14.513,14.265,13.134
AT4G33660,7.353,6.101,8.666,0.642,0.38,0.469
AT4G33666,26.356,29.705,27.407,2.912,1.31,1.125
AT4G33670,49.983,37.986,49.193,17.107,16.197,18.622
AT4G33680,80.202,77.039,95.002,33.713,40.329,29.652
AT4G33690,8.645,9.131,8.055,9.696,8.534,9.146
AT4G33700,21.888,30.705,25.794,37.017,30.388,35.381
AT4G33710,0,0,0,1.567,2.551,0
AT4G33720,0.173,0.035,0.158,76.778,29.289,91.204
AT4G33730,0,0,0,0.709,0.698,0.453
AT4G33735,0,0,0,0,0,0
AT4G33740,23.752,17.181,20.818,30.684,18.356,23.411
