P1	Hybrid	P2	Zscore	Pvalue	Gamma	AAAA	AAAB	AABA	AABB	AABC	ABAA	ABAB	ABAC	ABBA	BAAA	ABBC	CABC	BACA	BCAA	ABCD
Trifolium_pratense	Medicago_truncatula	Arachis_ipaensis	-0.6024198407475525	0.7265526957044934	1.1363636363636362	1462.0	117.0	81.0	40.0	23.0	107.0	46.0	22.0	96.0	322.0	68.0	22.0	28.0	41.0	15.0
Medicago_truncatula	Arachis_duranensis	Arachis_hypogaea	0.9510622984637158	0.17078636655358592	0.0061349693251533735	1515.0	0.0	1.0	162.0	0.0	195.0	0.0	0.0	1.0	385.0	0.0	0.0	0.0	120.0	0.0
Medicago_truncatula	Arachis_hypogaea	Arachis_duranensis	-99999.9	1.0	-0.0062499999999999995	1515.0	1.0	0.0	162.0	0.0	195.0	1.0	0.0	0.0	385.0	0.0	0.0	0.0	120.0	0.0
Arachis_duranensis	Medicago_truncatula	Arachis_hypogaea	-153.12103005265874	1.0	0.4984520123839009	1515.0	0.0	195.0	0.0	0.0	1.0	162.0	0.0	1.0	385.0	0.0	0.0	120.0	0.0	0.0
Medicago_truncatula	Arachis_duranensis	Arachis_ipaensis	-99999.9	1.0	-0.0819672131147541	1459.0	56.0	46.0	102.0	15.0	149.0	36.0	10.0	31.0	329.0	26.0	9.0	18.0	80.0	13.0
Medicago_truncatula	Arachis_ipaensis	Arachis_duranensis	0.6280155925452642	0.2649968058381873	0.06578947368421054	1459.0	46.0	56.0	102.0	15.0	149.0	31.0	9.0	36.0	329.0	18.0	10.0	26.0	80.0	13.0
Arachis_duranensis	Medicago_truncatula	Arachis_ipaensis	-8.289805821597499	1.0	0.5182481751824818	1459.0	56.0	149.0	36.0	10.0	46.0	102.0	15.0	31.0	329.0	26.0	9.0	80.0	18.0	13.0
Medicago_truncatula	Arachis_hypogaea	Arachis_ipaensis	-99999.9	1.0	-0.1016949152542373	1459.0	57.0	46.0	101.0	15.0	150.0	36.0	10.0	30.0	329.0	26.0	9.0	18.0	80.0	13.0
Medicago_truncatula	Arachis_ipaensis	Arachis_hypogaea	0.7622628683077586	0.22295149877945641	0.07792207792207793	1459.0	46.0	57.0	101.0	15.0	150.0	30.0	9.0	36.0	329.0	18.0	10.0	26.0	80.0	13.0
Arachis_hypogaea	Medicago_truncatula	Arachis_ipaensis	-8.257847740000726	1.0	0.5220588235294118	1459.0	57.0	150.0	36.0	10.0	46.0	101.0	15.0	30.0	329.0	26.0	9.0	80.0	18.0	13.0
Trifolium_pratense	Arachis_duranensis	Arachis_hypogaea	0.9510914809464596	0.17077896007648685	0.006060606060606061	1494.0	0.0	0.0	164.0	0.0	226.0	0.0	0.0	1.0	379.0	0.0	1.0	0.0	129.0	0.0
Trifolium_pratense	Arachis_hypogaea	Arachis_duranensis	-99999.9	1.0	-0.006172839506172839	1494.0	0.0	0.0	164.0	0.0	226.0	1.0	1.0	0.0	379.0	0.0	0.0	0.0	129.0	0.0
Arachis_duranensis	Trifolium_pratense	Arachis_hypogaea	-155.02791139427393	1.0	0.4984709480122324	1494.0	0.0	226.0	0.0	0.0	0.0	164.0	0.0	1.0	379.0	0.0	1.0	129.0	0.0	0.0
Trifolium_pratense	Arachis_duranensis	Arachis_ipaensis	-99999.9	1.0	-0.06153846153846154	1445.0	49.0	42.0	105.0	17.0	172.0	36.0	18.0	32.0	322.0	26.0	13.0	23.0	88.0	6.0
Trifolium_pratense	Arachis_ipaensis	Arachis_duranensis	0.49614158819556614	0.30989726016131014	0.051948051948051945	1445.0	42.0	49.0	105.0	17.0	172.0	32.0	13.0	36.0	322.0	23.0	18.0	26.0	88.0	6.0
Arachis_duranensis	Trifolium_pratense	Arachis_ipaensis	-8.558442396373513	1.0	0.5140845070422535	1445.0	49.0	172.0	36.0	18.0	42.0	105.0	17.0	32.0	322.0	26.0	13.0	88.0	23.0	6.0
Trifolium_pratense	Arachis_hypogaea	Arachis_ipaensis	-99999.9	1.0	-0.078125	1445.0	49.0	42.0	105.0	17.0	173.0	36.0	19.0	31.0	322.0	26.0	13.0	23.0	87.0	6.0
Trifolium_pratense	Arachis_ipaensis	Arachis_hypogaea	0.6273303429557461	0.265221302034753	0.06329113924050633	1445.0	42.0	49.0	105.0	17.0	173.0	31.0	13.0	36.0	322.0	23.0	19.0	26.0	87.0	6.0
Arachis_hypogaea	Trifolium_pratense	Arachis_ipaensis	-8.657158732789302	1.0	0.5174825174825175	1445.0	49.0	173.0	36.0	19.0	42.0	105.0	17.0	31.0	322.0	26.0	13.0	87.0	23.0	6.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	-0.9379190791576119	0.8258570158712878	1.0119047619047619	1617.0	103.0	0.0	0.0	0.0	1.0	1.0	0.0	86.0	514.0	72.0	0.0	0.0	0.0	0.0
Arachis_duranensis	Arachis_ipaensis	Arachis_hypogaea	-80.66104080755537	1.0	0.49707602339181284	1617.0	0.0	103.0	0.0	0.0	1.0	86.0	0.0	1.0	514.0	0.0	0.0	72.0	0.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	0.9489534212653485	0.1713221410577308	0.9885057471264368	1617.0	103.0	1.0	1.0	0.0	0.0	0.0	0.0	86.0	514.0	72.0	0.0	0.0	0.0	0.0
Trifolium_pratense	Medicago_truncatula	Arachis_duranensis	-0.11621744615064726	0.5462599405730786	1.0125	1419.0	115.0	73.0	36.0	21.0	77.0	37.0	19.0	118.0	318.0	58.0	23.0	20.0	29.0	16.0
Trifolium_pratense	Arachis_duranensis	Medicago_truncatula	-9.529830584353059	1.0	0.49693251533742333	1419.0	73.0	115.0	36.0	21.0	77.0	118.0	23.0	37.0	318.0	20.0	19.0	58.0	29.0	16.0
Medicago_truncatula	Trifolium_pratense	Arachis_duranensis	0.11765222943645773	0.45317156491946253	0.9879518072289156	1419.0	115.0	77.0	37.0	19.0	73.0	36.0	21.0	118.0	318.0	58.0	23.0	29.0	20.0	16.0
Trifolium_pratense	Medicago_truncatula	Arachis_hypogaea	-0.11621744615064726	0.5462599405730786	1.0125	1420.0	114.0	73.0	36.0	21.0	78.0	37.0	18.0	118.0	318.0	58.0	23.0	20.0	29.0	16.0
Trifolium_pratense	Arachis_hypogaea	Medicago_truncatula	-9.529830584353059	1.0	0.49693251533742333	1420.0	73.0	114.0	36.0	21.0	78.0	118.0	23.0	37.0	318.0	20.0	18.0	58.0	29.0	16.0
Medicago_truncatula	Trifolium_pratense	Arachis_hypogaea	0.11765222943645773	0.45317156491946253	0.9879518072289156	1420.0	114.0	78.0	37.0	18.0	73.0	36.0	21.0	118.0	318.0	58.0	23.0	29.0	20.0	16.0
Trifolium_pratense	Medicago_truncatula	Arachis_ipaensis	-0.2322538160871301	0.5918295133423637	1.027027027027027	1407.0	127.0	74.0	35.0	21.0	79.0	37.0	17.0	113.0	322.0	59.0	21.0	28.0	23.0	16.0
Trifolium_pratense	Arachis_ipaensis	Medicago_truncatula	-9.057898827398068	1.0	0.49350649350649345	1407.0	74.0	127.0	35.0	21.0	79.0	113.0	21.0	37.0	322.0	28.0	17.0	59.0	23.0	16.0
Medicago_truncatula	Trifolium_pratense	Arachis_ipaensis	0.23836575861573875	0.4057987607889093	0.975	1407.0	127.0	79.0	37.0	17.0	74.0	35.0	21.0	113.0	322.0	59.0	21.0	23.0	28.0	16.0
Trifolium_pratense	Medicago_truncatula	Glycine_max	0.32820835963983813	0.3713771321296312	0.9166666666666666	732.0	32.0	34.0	21.0	10.0	41.0	19.0	7.0	41.0	169.0	24.0	7.0	26.0	16.0	3.0
Trifolium_pratense	Glycine_max	Medicago_truncatula	-3.2820835963983765	0.9994847251939047	0.5238095238095238	732.0	34.0	32.0	21.0	10.0	41.0	41.0	7.0	19.0	169.0	26.0	7.0	24.0	16.0	3.0
Medicago_truncatula	Trifolium_pratense	Glycine_max	-0.29837123603621646	0.6172900118302349	1.1111111111111112	732.0	32.0	41.0	19.0	7.0	34.0	21.0	10.0	41.0	169.0	24.0	7.0	16.0	26.0	3.0
Trifolium_pratense	Arachis_duranensis	Arachis_hypogaea	3.0900459526493553	0.0010006959673196647	0.0	1501.0	0.0	1.0	173.0	0.0	219.0	0.0	0.0	0.0	378.0	0.0	1.0	0.0	121.0	0.0
Trifolium_pratense	Arachis_hypogaea	Arachis_duranensis	3.0900459526493553	0.0010006959673196647	0.0	1501.0	1.0	0.0	173.0	0.0	219.0	0.0	1.0	0.0	378.0	0.0	0.0	0.0	121.0	0.0
Arachis_duranensis	Trifolium_pratense	Arachis_hypogaea	-547.0740352092231	1.0	0.5	1501.0	0.0	219.0	0.0	0.0	1.0	173.0	0.0	0.0	378.0	0.0	1.0	121.0	0.0	0.0
Trifolium_pratense	Arachis_duranensis	Arachis_ipaensis	-99999.9	1.0	-0.06666666666666667	1444.0	57.0	46.0	110.0	18.0	173.0	30.0	16.0	25.0	334.0	19.0	16.0	26.0	71.0	9.0
Trifolium_pratense	Arachis_ipaensis	Arachis_duranensis	0.689275542849444	0.24532487468792274	0.05555555555555555	1444.0	46.0	57.0	110.0	18.0	173.0	25.0	16.0	30.0	334.0	26.0	16.0	19.0	71.0	9.0
Arachis_duranensis	Trifolium_pratense	Arachis_ipaensis	-11.028408685591103	1.0	0.5151515151515151	1444.0	57.0	173.0	30.0	16.0	46.0	110.0	18.0	25.0	334.0	19.0	16.0	71.0	26.0	9.0
Trifolium_pratense	Arachis_duranensis	Glycine_max	-99999.9	1.0	3.0	738.0	16.0	36.0	38.0	12.0	71.0	28.0	7.0	13.0	162.0	14.0	6.0	27.0	23.0	6.0
Trifolium_pratense	Glycine_max	Arachis_duranensis	2.265561208240378	0.011739095560522994	0.37499999999999994	738.0	36.0	16.0	38.0	12.0	71.0	13.0	6.0	28.0	162.0	27.0	7.0	14.0	23.0	6.0
Arachis_duranensis	Trifolium_pratense	Glycine_max	-1.5103741388269187	0.9345259814491305	0.7142857142857143	738.0	16.0	71.0	28.0	7.0	36.0	38.0	12.0	13.0	162.0	14.0	6.0	23.0	27.0	6.0
Trifolium_pratense	Arachis_hypogaea	Arachis_ipaensis	-99999.9	1.0	-0.06756756756756757	1444.0	58.0	46.0	109.0	18.0	174.0	30.0	16.0	25.0	334.0	19.0	15.0	26.0	71.0	9.0
Trifolium_pratense	Arachis_ipaensis	Arachis_hypogaea	0.6894552695715734	0.2452683381623334	0.056179775280898875	1444.0	46.0	58.0	109.0	18.0	174.0	25.0	15.0	30.0	334.0	26.0	16.0	19.0	71.0	9.0
Arachis_hypogaea	Trifolium_pratense	Arachis_ipaensis	-10.893393259230862	1.0	0.5153374233128835	1444.0	58.0	174.0	30.0	16.0	46.0	109.0	18.0	25.0	334.0	19.0	15.0	71.0	26.0	9.0
Trifolium_pratense	Arachis_hypogaea	Glycine_max	-99999.9	1.0	3.0	738.0	16.0	36.0	38.0	12.0	71.0	28.0	8.0	13.0	162.0	14.0	6.0	27.0	22.0	6.0
Trifolium_pratense	Glycine_max	Arachis_hypogaea	2.265561208240378	0.011739095560522994	0.37499999999999994	738.0	36.0	16.0	38.0	12.0	71.0	13.0	6.0	28.0	162.0	27.0	8.0	14.0	22.0	6.0
Arachis_hypogaea	Trifolium_pratense	Glycine_max	-1.5103741388269187	0.9345259814491305	0.7142857142857143	738.0	16.0	71.0	28.0	8.0	36.0	38.0	12.0	13.0	162.0	14.0	6.0	22.0	27.0	6.0
Trifolium_pratense	Arachis_ipaensis	Glycine_max	-99999.9	1.0	2.3333333333333335	737.0	17.0	37.0	36.0	13.0	72.0	28.0	8.0	14.0	164.0	13.0	4.0	25.0	22.0	7.0
Trifolium_pratense	Glycine_max	Arachis_ipaensis	2.0985328406268566	0.017928988375779387	0.3888888888888889	737.0	37.0	17.0	36.0	13.0	72.0	14.0	4.0	28.0	164.0	25.0	8.0	13.0	22.0	7.0
Arachis_ipaensis	Trifolium_pratense	Glycine_max	-1.1991616232153457	0.8847673820848929	0.7333333333333333	737.0	17.0	72.0	28.0	8.0	37.0	36.0	13.0	14.0	164.0	13.0	4.0	22.0	25.0	7.0
Medicago_truncatula	Arachis_duranensis	Arachis_hypogaea	3.0910913525349515	0.0009971796419678824	0.0	1563.0	0.0	2.0	176.0	0.0	223.0	0.0	0.0	0.0	404.0	0.0	0.0	0.0	122.0	0.0
Medicago_truncatula	Arachis_hypogaea	Arachis_duranensis	3.0910913525349515	0.0009971796419678824	0.0	1563.0	2.0	0.0	176.0	0.0	223.0	0.0	0.0	0.0	404.0	0.0	0.0	0.0	122.0	0.0
Arachis_duranensis	Medicago_truncatula	Arachis_hypogaea	-556.5608681895716	1.0	0.5	1563.0	0.0	223.0	0.0	0.0	2.0	176.0	0.0	0.0	404.0	0.0	0.0	122.0	0.0	0.0
Medicago_truncatula	Arachis_duranensis	Arachis_ipaensis	-99999.9	1.0	-0.013888888888888888	1436.0	60.0	50.0	105.0	16.0	171.0	32.0	11.0	31.0	329.0	23.0	6.0	19.0	76.0	14.0
Medicago_truncatula	Arachis_ipaensis	Arachis_duranensis	0.12670855791211333	0.44958549871283604	0.013333333333333332	1436.0	50.0	60.0	105.0	16.0	171.0	31.0	6.0	32.0	329.0	19.0	11.0	23.0	76.0	14.0
Arachis_duranensis	Medicago_truncatula	Arachis_ipaensis	-9.24972472758433	1.0	0.5034013605442177	1436.0	60.0	171.0	32.0	11.0	50.0	105.0	16.0	31.0	329.0	23.0	6.0	76.0	19.0	14.0
Medicago_truncatula	Arachis_duranensis	Glycine_max	-99999.9	1.0	-4.333333333333333	733.0	15.0	40.0	37.0	6.0	67.0	21.0	14.0	8.0	160.0	21.0	7.0	25.0	21.0	7.0
Medicago_truncatula	Glycine_max	Arachis_duranensis	2.336918022969686	0.009721702905512442	0.30952380952380953	733.0	40.0	15.0	37.0	6.0	67.0	8.0	7.0	21.0	160.0	25.0	14.0	21.0	21.0	7.0
Arachis_duranensis	Medicago_truncatula	Glycine_max	-2.876206797501151	0.9979875045944362	0.6444444444444445	733.0	15.0	67.0	21.0	14.0	40.0	37.0	6.0	8.0	160.0	21.0	7.0	21.0	25.0	7.0
Medicago_truncatula	Arachis_hypogaea	Arachis_ipaensis	-99999.9	1.0	-0.01408450704225352	1437.0	61.0	49.0	104.0	16.0	171.0	32.0	11.0	31.0	329.0	23.0	6.0	19.0	76.0	14.0
Medicago_truncatula	Arachis_ipaensis	Arachis_hypogaea	0.12671974588123053	0.44958107105760625	0.013513513513513513	1437.0	49.0	61.0	104.0	16.0	171.0	31.0	6.0	32.0	329.0	19.0	11.0	23.0	76.0	14.0
Arachis_hypogaea	Medicago_truncatula	Arachis_ipaensis	-9.123821703448657	1.0	0.503448275862069	1437.0	61.0	171.0	32.0	11.0	49.0	104.0	16.0	31.0	329.0	23.0	6.0	76.0	19.0	14.0
Medicago_truncatula	Arachis_hypogaea	Glycine_max	-99999.9	1.0	-6.500000000000002	733.0	16.0	40.0	36.0	6.0	67.0	21.0	14.0	8.0	160.0	21.0	7.0	25.0	21.0	7.0
Medicago_truncatula	Glycine_max	Arachis_hypogaea	2.3299417995734824	0.00990459157474688	0.3170731707317073	733.0	40.0	16.0	36.0	6.0	67.0	8.0	7.0	21.0	160.0	25.0	14.0	21.0	21.0	7.0
Arachis_hypogaea	Medicago_truncatula	Glycine_max	-2.6883943841232494	0.9964101249817453	0.6511627906976745	733.0	16.0	67.0	21.0	14.0	40.0	36.0	6.0	8.0	160.0	21.0	7.0	21.0	25.0	7.0
Medicago_truncatula	Arachis_ipaensis	Glycine_max	-99999.9	1.0	-inf	734.0	16.0	39.0	35.0	7.0	66.0	22.0	14.0	9.0	161.0	19.0	7.0	23.0	21.0	9.0
Medicago_truncatula	Glycine_max	Arachis_ipaensis	2.2604423008149706	0.011896870135797544	0.3333333333333333	734.0	39.0	16.0	35.0	7.0	66.0	9.0	7.0	22.0	161.0	23.0	14.0	19.0	21.0	9.0
Arachis_ipaensis	Medicago_truncatula	Glycine_max	-2.2604423008149706	0.9881031298642025	0.6666666666666666	734.0	16.0	66.0	22.0	14.0	39.0	35.0	7.0	9.0	161.0	19.0	7.0	21.0	23.0	9.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	-0.9379190791576119	0.8258570158712878	1.0119047619047619	1617.0	103.0	0.0	0.0	0.0	1.0	1.0	0.0	86.0	514.0	72.0	0.0	0.0	0.0	0.0
Arachis_duranensis	Arachis_ipaensis	Arachis_hypogaea	-80.66104080755537	1.0	0.49707602339181284	1617.0	0.0	103.0	0.0	0.0	1.0	86.0	0.0	1.0	514.0	0.0	0.0	72.0	0.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	0.9489534212653485	0.1713221410577308	0.9885057471264368	1617.0	103.0	1.0	1.0	0.0	0.0	0.0	0.0	86.0	514.0	72.0	0.0	0.0	0.0	0.0
Arachis_duranensis	Arachis_hypogaea	Glycine_max	-0.9292269552152794	0.8236142775768819	1.0188679245283019	809.0	51.0	0.0	0.0	0.0	0.0	1.0	0.0	55.0	222.0	59.0	0.0	0.0	0.0	0.0
Arachis_duranensis	Glycine_max	Arachis_hypogaea	-51.107482536840045	1.0	0.4954128440366972	809.0	0.0	51.0	0.0	0.0	0.0	55.0	0.0	1.0	222.0	0.0	0.0	59.0	0.0	0.0
Arachis_hypogaea	Arachis_duranensis	Glycine_max	0.9464348617933401	0.1719634043780609	0.9821428571428571	809.0	51.0	0.0	1.0	0.0	0.0	0.0	0.0	55.0	222.0	59.0	0.0	0.0	0.0	0.0
Arachis_duranensis	Arachis_ipaensis	Glycine_max	-0.9474814793696303	0.8283032661463727	1.0444444444444445	805.0	49.0	4.0	1.0	1.0	4.0	3.0	1.0	50.0	215.0	51.0	1.0	5.0	6.0	1.0
Arachis_duranensis	Glycine_max	Arachis_ipaensis	-23.21329624455592	1.0	0.4895833333333333	805.0	4.0	49.0	1.0	1.0	4.0	50.0	1.0	3.0	215.0	5.0	1.0	51.0	6.0	1.0
Arachis_ipaensis	Arachis_duranensis	Glycine_max	0.98779984019387	0.16162534807302165	0.9607843137254902	805.0	49.0	4.0	3.0	1.0	4.0	1.0	1.0	50.0	215.0	51.0	1.0	6.0	5.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Glycine_max	-0.558316962327183	0.7116860488229241	1.0212765957446808	805.0	50.0	4.0	1.0	1.0	4.0	2.0	1.0	50.0	215.0	51.0	1.0	5.0	6.0	1.0
Arachis_hypogaea	Glycine_max	Arachis_ipaensis	-27.357531154031975	1.0	0.4948453608247423	805.0	4.0	50.0	1.0	1.0	4.0	50.0	1.0	2.0	215.0	5.0	1.0	51.0	6.0	1.0
Arachis_ipaensis	Arachis_hypogaea	Glycine_max	0.5699485657089993	0.28435625584334634	0.98	805.0	50.0	4.0	2.0	1.0	4.0	1.0	1.0	50.0	215.0	51.0	1.0	6.0	5.0	1.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	-19.964356525747128	1.0	0.49	1685.0	3.0	55.0	2.0	0.0	2.0	53.0	1.0	4.0	400.0	2.0	0.0	28.0	0.0	0.0
Arachis_duranensis	Arachis_ipaensis	Arachis_hypogaea	-0.7829159421861627	0.7831618258545531	1.0425531914893618	1685.0	55.0	3.0	2.0	0.0	2.0	4.0	0.0	53.0	400.0	28.0	1.0	2.0	0.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	0.8148716949284551	0.20757282186401904	0.03773584905660377	1685.0	3.0	2.0	53.0	1.0	55.0	2.0	0.0	4.0	400.0	2.0	0.0	0.0	28.0	0.0
Arachis_duranensis	Arachis_hypogaea	Glycine_max	1.324040640738902	0.09274483987383042	0.8297872340425532	1603.0	83.0	28.0	24.0	5.0	37.0	16.0	3.0	55.0	313.0	37.0	3.0	6.0	18.0	1.0
Arachis_duranensis	Glycine_max	Arachis_hypogaea	-5.130657482863243	0.9999998553755098	0.5571428571428572	1603.0	28.0	83.0	24.0	5.0	37.0	55.0	3.0	16.0	313.0	6.0	3.0	37.0	18.0	1.0
Arachis_hypogaea	Arachis_duranensis	Glycine_max	-1.0524425605873322	0.8537016954904474	1.3478260869565217	1603.0	83.0	37.0	16.0	3.0	28.0	24.0	5.0	55.0	313.0	37.0	3.0	18.0	6.0	1.0
Arachis_duranensis	Arachis_hypogaea	Medicago_truncatula	-1.2002592089624253	0.8849805918728462	1.4545454545454546	1606.0	79.0	36.0	17.0	4.0	24.0	27.0	5.0	59.0	306.0	38.0	6.0	9.0	12.0	1.0
Arachis_duranensis	Medicago_truncatula	Arachis_hypogaea	-5.041088677642187	0.9999997681736086	0.4324324324324324	1606.0	36.0	79.0	17.0	4.0	24.0	59.0	6.0	27.0	306.0	9.0	5.0	38.0	12.0	1.0
Arachis_hypogaea	Arachis_duranensis	Medicago_truncatula	1.5753402117631832	0.057588975593925174	0.8076923076923077	1606.0	79.0	24.0	27.0	5.0	36.0	17.0	4.0	59.0	306.0	38.0	6.0	12.0	9.0	1.0
Arachis_duranensis	Arachis_hypogaea	Trifolium_pratense	1.9122686462958824	0.027920805753400058	0.7692307692307692	1592.0	93.0	25.0	27.0	5.0	35.0	15.0	6.0	55.0	304.0	44.0	4.0	7.0	16.0	1.0
Arachis_duranensis	Trifolium_pratense	Arachis_hypogaea	-4.461960174690391	0.999995935761595	0.588235294117647	1592.0	25.0	93.0	27.0	5.0	35.0	55.0	4.0	15.0	304.0	7.0	6.0	44.0	16.0	1.0
Arachis_hypogaea	Arachis_duranensis	Trifolium_pratense	-1.3385880524071179	0.9096475266847748	1.75	1592.0	93.0	35.0	15.0	6.0	25.0	27.0	5.0	55.0	304.0	44.0	4.0	16.0	7.0	1.0
Arachis_duranensis	Arachis_ipaensis	Glycine_max	-0.5627957653354853	0.7132130508146297	1.0112359550561798	1627.0	111.0	4.0	1.0	0.0	3.0	2.0	1.0	92.0	332.0	56.0	0.0	1.0	2.0	0.0
Arachis_duranensis	Glycine_max	Arachis_ipaensis	-51.214414645529374	1.0	0.4972375690607735	1627.0	4.0	111.0	1.0	0.0	3.0	92.0	0.0	2.0	332.0	1.0	1.0	56.0	2.0	0.0
Arachis_ipaensis	Arachis_duranensis	Glycine_max	0.5690490516169906	0.28466139044531014	0.9891304347826086	1627.0	111.0	3.0	2.0	1.0	4.0	1.0	0.0	92.0	332.0	56.0	0.0	2.0	1.0	0.0
Arachis_duranensis	Arachis_ipaensis	Medicago_truncatula	0.9487347997758614	0.17137774472793743	0.9879518072289156	1639.0	98.0	3.0	1.0	1.0	6.0	0.0	0.0	82.0	340.0	56.0	1.0	2.0	0.0	0.0
Arachis_duranensis	Medicago_truncatula	Arachis_ipaensis	-76.84751878184488	1.0	0.5030674846625767	1639.0	3.0	98.0	1.0	1.0	6.0	82.0	1.0	0.0	340.0	2.0	0.0	56.0	0.0	0.0
Arachis_ipaensis	Arachis_duranensis	Medicago_truncatula	-0.937164863193229	0.8256631345533924	1.0125	1639.0	98.0	6.0	0.0	0.0	3.0	1.0	1.0	82.0	340.0	56.0	1.0	0.0	2.0	0.0
Arachis_duranensis	Arachis_ipaensis	Trifolium_pratense	0.0	0.49999999949999996	nan	1614.0	123.0	3.0	2.0	0.0	3.0	2.0	1.0	91.0	322.0	65.0	0.0	2.0	1.0	0.0
Arachis_duranensis	Trifolium_pratense	Arachis_ipaensis	-43.953967050906776	1.0	0.5	1614.0	3.0	123.0	2.0	0.0	3.0	91.0	0.0	2.0	322.0	2.0	1.0	65.0	1.0	0.0
Arachis_ipaensis	Arachis_duranensis	Trifolium_pratense	0.0	0.49999999949999996	nan	1614.0	123.0	3.0	2.0	1.0	3.0	2.0	0.0	91.0	322.0	65.0	0.0	1.0	2.0	0.0
Arachis_duranensis	Glycine_max	Medicago_truncatula	-0.5288009911898243	0.7015282615229756	0.36363636363636365	1571.0	60.0	71.0	35.0	5.0	43.0	42.0	8.0	38.0	273.0	24.0	8.0	27.0	21.0	3.0
Arachis_duranensis	Medicago_truncatula	Glycine_max	-0.22662899622421007	0.5896438355745528	4.000000000000001	1571.0	71.0	60.0	35.0	5.0	43.0	38.0	8.0	42.0	273.0	27.0	8.0	24.0	21.0	3.0
Glycine_max	Arachis_duranensis	Medicago_truncatula	0.39660074339236717	0.3458310027911051	0.3	1571.0	60.0	43.0	42.0	8.0	71.0	35.0	5.0	38.0	273.0	24.0	8.0	21.0	27.0	3.0
Arachis_duranensis	Glycine_max	Trifolium_pratense	-99999.9	1.0	-0.03571428571428571	1567.0	64.0	50.0	52.0	9.0	63.0	23.0	7.0	22.0	290.0	23.0	9.0	13.0	33.0	4.0
Arachis_duranensis	Trifolium_pratense	Glycine_max	0.15125091314075648	0.43988887854037917	0.03225806451612903	1567.0	50.0	64.0	52.0	9.0	63.0	22.0	9.0	23.0	290.0	13.0	7.0	23.0	33.0	4.0
Glycine_max	Arachis_duranensis	Trifolium_pratense	-4.38627648108193	0.9999942300069002	0.5084745762711865	1567.0	64.0	63.0	23.0	7.0	50.0	52.0	9.0	22.0	290.0	23.0	9.0	33.0	13.0	4.0
Arachis_duranensis	Medicago_truncatula	Trifolium_pratense	1.4064155107828715	0.07980044179796875	0.28571428571428575	1572.0	70.0	45.0	49.0	6.0	54.0	24.0	11.0	34.0	284.0	24.0	6.0	18.0	31.0	1.0
Arachis_duranensis	Trifolium_pratense	Medicago_truncatula	-99999.9	1.0	-1.9999999999999998	1572.0	45.0	70.0	49.0	6.0	54.0	34.0	6.0	24.0	284.0	18.0	11.0	24.0	31.0	1.0
Medicago_truncatula	Arachis_duranensis	Trifolium_pratense	-2.109623266174308	0.9825546520369993	0.37499999999999994	1572.0	70.0	54.0	24.0	11.0	45.0	49.0	6.0	34.0	284.0	24.0	6.0	31.0	18.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Glycine_max	-1.2074610109587731	0.8863726085534029	1.5	1603.0	82.0	37.0	16.0	4.0	27.0	26.0	6.0	56.0	311.0	34.0	3.0	18.0	8.0	1.0
Arachis_hypogaea	Glycine_max	Arachis_ipaensis	-4.8298440438350925	0.9999993158894553	0.42857142857142855	1603.0	37.0	82.0	16.0	4.0	27.0	56.0	3.0	26.0	311.0	18.0	6.0	34.0	8.0	1.0
Arachis_ipaensis	Arachis_hypogaea	Glycine_max	1.6099480146116973	0.0537045994115124	0.8	1603.0	82.0	27.0	26.0	6.0	37.0	16.0	4.0	56.0	311.0	34.0	3.0	8.0	18.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Medicago_truncatula	1.7452610266307063	0.0404696805563729	0.784313725490196	1606.0	78.0	24.0	27.0	6.0	39.0	16.0	4.0	56.0	305.0	38.0	6.0	14.0	9.0	1.0
Arachis_hypogaea	Medicago_truncatula	Arachis_ipaensis	-4.601142706571862	0.9999978969232525	0.5797101449275363	1606.0	24.0	78.0	27.0	6.0	39.0	56.0	6.0	16.0	305.0	14.0	4.0	38.0	9.0	1.0
Arachis_ipaensis	Arachis_hypogaea	Medicago_truncatula	-1.265314244307262	0.897120580028414	1.6111111111111112	1606.0	78.0	39.0	16.0	4.0	24.0	27.0	6.0	56.0	305.0	38.0	6.0	9.0	14.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Trifolium_pratense	-1.3750977617941835	0.9154493717285836	1.9285714285714284	1592.0	92.0	35.0	15.0	7.0	25.0	28.0	6.0	55.0	302.0	42.0	4.0	17.0	8.0	1.0
Arachis_hypogaea	Trifolium_pratense	Arachis_ipaensis	-4.231070036289793	0.9999883632956164	0.40298507462686567	1592.0	35.0	92.0	15.0	7.0	25.0	55.0	4.0	28.0	302.0	17.0	6.0	42.0	8.0	1.0
Arachis_ipaensis	Arachis_hypogaea	Trifolium_pratense	2.0371818693247166	0.02081584235905709	0.7547169811320755	1592.0	92.0	25.0	28.0	6.0	35.0	15.0	7.0	55.0	302.0	42.0	4.0	8.0	17.0	1.0
