P1	Hybrid	P2	Zscore	Pvalue	Gamma	AAAA	AAAB	AABA	AABB	AABC	ABAA	ABAB	ABAC	ABBA	BAAA	ABBC	CABC	BACA	BCAA	ABCD
Arachis_ipaensis	Medicago_truncatula	Trifolium_pratense	-99999.9	1.0	-0.01098901098901099	977.0	9.0	25.0	110.0	13.0	104.0	18.0	4.0	17.0	665.0	24.0	8.0	18.0	132.0	6.0
Trifolium_pratense	Arachis_ipaensis	Medicago_truncatula	-15.607118999037983	1.0	0.4972972972972973	977.0	25.0	104.0	17.0	8.0	9.0	110.0	13.0	18.0	665.0	18.0	4.0	132.0	24.0	6.0
Arachis_ipaensis	Trifolium_pratense	Glycine_max	-99999.9	1.0	-0.11111111111111112	959.0	43.0	35.0	85.0	12.0	82.0	35.0	12.0	30.0	629.0	42.0	12.0	48.0	92.0	14.0
Arachis_ipaensis	Glycine_max	Trifolium_pratense	0.6423594502069514	0.26031985036547356	0.08333333333333334	959.0	35.0	43.0	85.0	12.0	82.0	30.0	12.0	35.0	629.0	48.0	12.0	42.0	92.0	14.0
Trifolium_pratense	Arachis_ipaensis	Glycine_max	-6.423594502069521	0.9999999999331399	0.5238095238095238	959.0	43.0	82.0	35.0	12.0	35.0	85.0	12.0	30.0	629.0	42.0	12.0	92.0	48.0	14.0
Arachis_ipaensis	Medicago_truncatula	Glycine_max	0.12234335007216958	0.45131350976578055	0.0	946.0	40.0	48.0	84.0	16.0	78.0	34.0	14.0	34.0	630.0	42.0	12.0	48.0	92.0	12.0
Arachis_ipaensis	Glycine_max	Medicago_truncatula	0.12234335007216958	0.45131350976578055	0.0	946.0	48.0	40.0	84.0	16.0	78.0	34.0	12.0	34.0	630.0	48.0	14.0	42.0	92.0	12.0
Medicago_truncatula	Arachis_ipaensis	Glycine_max	-6.058937161755583	0.9999999993123256	0.5	946.0	40.0	78.0	34.0	14.0	48.0	84.0	16.0	34.0	630.0	42.0	12.0	92.0	48.0	12.0
Trifolium_pratense	Medicago_truncatula	Glycine_max	-0.3160290423278031	0.6240096988898589	1.0465116279069768	1015.0	66.0	26.0	18.0	6.0	9.0	20.0	2.0	65.0	760.0	82.0	3.0	26.0	28.0	4.0
Trifolium_pratense	Glycine_max	Medicago_truncatula	-7.426682494703376	0.9999999999999438	0.4891304347826087	1015.0	26.0	66.0	18.0	6.0	9.0	65.0	3.0	20.0	760.0	26.0	2.0	82.0	28.0	4.0
Medicago_truncatula	Trifolium_pratense	Glycine_max	0.3300747775423721	0.3706717985865269	0.9591836734693877	1015.0	66.0	9.0	20.0	2.0	26.0	18.0	6.0	65.0	760.0	82.0	3.0	28.0	26.0	4.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.182911054335687	0.014521129438676339	0.0	1128.0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0	984.0	0.0	0.0	0.0	6.0	0.0
Arachis_duranensis	Arachis_ipaensis	Arachis_hypogaea	2.182911054335687	0.014521129438676339	0.0	1128.0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	0.0	984.0	0.0	0.0	0.0	6.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	-18.973665961010305	1.0	0.5	1128.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	984.0	0.0	0.0	6.0	0.0	0.0
Arachis_duranensis	Arachis_hypogaea	Trifolium_pratense	0.0	0.49999999949999996	nan	998.0	130.0	4.0	0.0	2.0	4.0	0.0	2.0	125.0	697.0	162.0	0.0	2.0	4.0	0.0
Arachis_duranensis	Trifolium_pratense	Arachis_hypogaea	-395.28470752105864	1.0	0.5	998.0	4.0	130.0	0.0	2.0	4.0	125.0	0.0	0.0	697.0	2.0	2.0	162.0	4.0	0.0
Arachis_hypogaea	Arachis_duranensis	Trifolium_pratense	0.0	0.49999999949999996	nan	998.0	130.0	4.0	0.0	2.0	4.0	0.0	2.0	125.0	697.0	162.0	0.0	4.0	2.0	0.0
Arachis_duranensis	Arachis_hypogaea	Medicago_truncatula	-1.3470021231020355	0.911010162148938	1.0172413793103448	982.0	146.0	6.0	0.0	0.0	4.0	2.0	0.0	120.0	702.0	162.0	0.0	2.0	4.0	0.0
Arachis_duranensis	Medicago_truncatula	Arachis_hypogaea	-80.82012738612244	1.0	0.49579831932773105	982.0	6.0	146.0	0.0	0.0	4.0	120.0	0.0	2.0	702.0	2.0	0.0	162.0	4.0	0.0
Arachis_hypogaea	Arachis_duranensis	Medicago_truncatula	1.3698326675613919	0.08536963106429563	0.9836065573770492	982.0	146.0	4.0	2.0	0.0	6.0	0.0	0.0	120.0	702.0	162.0	0.0	4.0	2.0	0.0
Arachis_duranensis	Arachis_hypogaea	Glycine_max	-1.3464453698991452	0.9109204728092145	1.0175438596491229	990.0	138.0	6.0	0.0	0.0	4.0	2.0	0.0	118.0	708.0	158.0	0.0	2.0	4.0	0.0
Arachis_duranensis	Glycine_max	Arachis_hypogaea	-79.44027682404987	1.0	0.49572649572649574	990.0	6.0	138.0	0.0	0.0	4.0	118.0	0.0	2.0	708.0	2.0	0.0	158.0	4.0	0.0
Arachis_hypogaea	Arachis_duranensis	Glycine_max	1.3696599452422338	0.08539659890979723	0.9833333333333333	990.0	138.0	4.0	2.0	0.0	6.0	0.0	0.0	118.0	708.0	158.0	0.0	4.0	2.0	0.0
Arachis_duranensis	Arachis_ipaensis	Trifolium_pratense	0.0	0.49999999949999996	nan	998.0	130.0	4.0	0.0	2.0	4.0	0.0	2.0	125.0	697.0	162.0	0.0	2.0	4.0	0.0
Arachis_duranensis	Trifolium_pratense	Arachis_ipaensis	-395.28470752105864	1.0	0.5	998.0	4.0	130.0	0.0	2.0	4.0	125.0	0.0	0.0	697.0	2.0	2.0	162.0	4.0	0.0
Arachis_ipaensis	Arachis_duranensis	Trifolium_pratense	0.0	0.49999999949999996	nan	998.0	130.0	4.0	0.0	2.0	4.0	0.0	2.0	125.0	697.0	162.0	0.0	4.0	2.0	0.0
Arachis_duranensis	Arachis_ipaensis	Medicago_truncatula	-1.3470021231020355	0.911010162148938	1.0172413793103448	982.0	146.0	6.0	0.0	0.0	4.0	2.0	0.0	120.0	702.0	162.0	0.0	2.0	4.0	0.0
Arachis_duranensis	Medicago_truncatula	Arachis_ipaensis	-80.82012738612244	1.0	0.49579831932773105	982.0	6.0	146.0	0.0	0.0	4.0	120.0	0.0	2.0	702.0	2.0	0.0	162.0	4.0	0.0
Arachis_ipaensis	Arachis_duranensis	Medicago_truncatula	1.3698326675613919	0.08536963106429563	0.9836065573770492	982.0	146.0	4.0	2.0	0.0	6.0	0.0	0.0	120.0	702.0	162.0	0.0	4.0	2.0	0.0
Arachis_duranensis	Arachis_ipaensis	Glycine_max	-1.3464453698991452	0.9109204728092145	1.0175438596491229	990.0	138.0	6.0	0.0	0.0	4.0	2.0	0.0	118.0	708.0	158.0	0.0	2.0	4.0	0.0
Arachis_duranensis	Glycine_max	Arachis_ipaensis	-79.44027682404987	1.0	0.49572649572649574	990.0	6.0	138.0	0.0	0.0	4.0	118.0	0.0	2.0	708.0	2.0	0.0	158.0	4.0	0.0
Arachis_ipaensis	Arachis_duranensis	Glycine_max	1.3696599452422338	0.08539659890979723	0.9833333333333333	990.0	138.0	4.0	2.0	0.0	6.0	0.0	0.0	118.0	708.0	158.0	0.0	4.0	2.0	0.0
Arachis_duranensis	Trifolium_pratense	Medicago_truncatula	0.16964259781563049	0.43264560997350476	0.010638297872340427	977.0	25.0	11.0	110.0	11.0	104.0	17.0	8.0	18.0	663.0	18.0	2.0	26.0	134.0	6.0
Arachis_duranensis	Medicago_truncatula	Trifolium_pratense	-99999.9	1.0	-0.01098901098901099	977.0	11.0	25.0	110.0	11.0	104.0	18.0	2.0	17.0	663.0	26.0	8.0	18.0	134.0	6.0
Trifolium_pratense	Arachis_duranensis	Medicago_truncatula	-15.607118999037983	1.0	0.4972972972972973	977.0	25.0	104.0	17.0	8.0	11.0	110.0	11.0	18.0	663.0	18.0	2.0	134.0	26.0	6.0
Arachis_duranensis	Trifolium_pratense	Glycine_max	-99999.9	1.0	-0.11111111111111112	959.0	43.0	37.0	85.0	10.0	82.0	35.0	12.0	30.0	627.0	42.0	10.0	50.0	94.0	14.0
Arachis_duranensis	Glycine_max	Trifolium_pratense	0.6423594502069514	0.26031985036547356	0.08333333333333334	959.0	37.0	43.0	85.0	10.0	82.0	30.0	10.0	35.0	627.0	50.0	12.0	42.0	94.0	14.0
Trifolium_pratense	Arachis_duranensis	Glycine_max	-6.423594502069521	0.9999999999331399	0.5238095238095238	959.0	43.0	82.0	35.0	12.0	37.0	85.0	10.0	30.0	627.0	42.0	10.0	94.0	50.0	14.0
Arachis_duranensis	Medicago_truncatula	Glycine_max	0.12239057883611365	0.4512948087899369	0.0	948.0	40.0	48.0	82.0	16.0	76.0	34.0	14.0	34.0	630.0	42.0	12.0	48.0	94.0	12.0
Arachis_duranensis	Glycine_max	Medicago_truncatula	0.12239057883611365	0.4512948087899369	0.0	948.0	48.0	40.0	82.0	16.0	76.0	34.0	12.0	34.0	630.0	48.0	14.0	42.0	94.0	12.0
Medicago_truncatula	Arachis_duranensis	Glycine_max	-5.816579675285358	0.9999999969873559	0.5	948.0	40.0	76.0	34.0	14.0	48.0	82.0	16.0	34.0	630.0	42.0	12.0	94.0	48.0	12.0
Arachis_hypogaea	Arachis_ipaensis	Trifolium_pratense	0.0	0.49999999949999996	nan	1002.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	701.0	166.0	0.0	0.0	0.0	0.0
Arachis_hypogaea	Trifolium_pratense	Arachis_ipaensis	-407.93381816173263	1.0	0.5	1002.0	0.0	132.0	0.0	0.0	0.0	129.0	0.0	0.0	701.0	0.0	0.0	166.0	0.0	0.0
Arachis_ipaensis	Arachis_hypogaea	Trifolium_pratense	0.0	0.49999999949999996	nan	1002.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	701.0	166.0	0.0	0.0	0.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Medicago_truncatula	0.0	0.49999999949999996	nan	986.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	126.0	706.0	164.0	0.0	0.0	0.0	0.0
Arachis_hypogaea	Medicago_truncatula	Arachis_ipaensis	-398.44698518122715	1.0	0.5	986.0	0.0	148.0	0.0	0.0	0.0	126.0	0.0	0.0	706.0	0.0	0.0	164.0	0.0	0.0
Arachis_ipaensis	Arachis_hypogaea	Medicago_truncatula	0.0	0.49999999949999996	nan	986.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	126.0	706.0	164.0	0.0	0.0	0.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Glycine_max	0.0	0.49999999949999996	nan	994.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	712.0	160.0	0.0	0.0	0.0	0.0
Arachis_hypogaea	Glycine_max	Arachis_ipaensis	-392.122429860946	1.0	0.5	994.0	0.0	140.0	0.0	0.0	0.0	124.0	0.0	0.0	712.0	0.0	0.0	160.0	0.0	0.0
Arachis_ipaensis	Arachis_hypogaea	Glycine_max	0.0	0.49999999949999996	nan	994.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	712.0	160.0	0.0	0.0	0.0	0.0
Arachis_hypogaea	Trifolium_pratense	Medicago_truncatula	0.16964259781563049	0.43264560997350476	0.010638297872340427	977.0	25.0	9.0	110.0	13.0	104.0	17.0	8.0	18.0	665.0	18.0	4.0	24.0	132.0	6.0
Arachis_hypogaea	Medicago_truncatula	Trifolium_pratense	-99999.9	1.0	-0.01098901098901099	977.0	9.0	25.0	110.0	13.0	104.0	18.0	4.0	17.0	665.0	24.0	8.0	18.0	132.0	6.0
Trifolium_pratense	Arachis_hypogaea	Medicago_truncatula	-15.607118999037983	1.0	0.4972972972972973	977.0	25.0	104.0	17.0	8.0	9.0	110.0	13.0	18.0	665.0	18.0	4.0	132.0	24.0	6.0
Arachis_hypogaea	Trifolium_pratense	Glycine_max	-99999.9	1.0	-0.11111111111111112	959.0	43.0	35.0	85.0	12.0	82.0	35.0	12.0	30.0	629.0	42.0	12.0	48.0	92.0	14.0
Arachis_hypogaea	Glycine_max	Trifolium_pratense	0.6423594502069514	0.26031985036547356	0.08333333333333334	959.0	35.0	43.0	85.0	12.0	82.0	30.0	12.0	35.0	629.0	48.0	12.0	42.0	92.0	14.0
Trifolium_pratense	Arachis_hypogaea	Glycine_max	-6.423594502069521	0.9999999999331399	0.5238095238095238	959.0	43.0	82.0	35.0	12.0	35.0	85.0	12.0	30.0	629.0	42.0	12.0	92.0	48.0	14.0
Arachis_hypogaea	Medicago_truncatula	Glycine_max	0.12234335007216958	0.45131350976578055	0.0	946.0	40.0	48.0	84.0	16.0	78.0	34.0	14.0	34.0	630.0	42.0	12.0	48.0	92.0	12.0
Arachis_hypogaea	Glycine_max	Medicago_truncatula	0.12234335007216958	0.45131350976578055	0.0	946.0	48.0	40.0	84.0	16.0	78.0	34.0	12.0	34.0	630.0	48.0	14.0	42.0	92.0	12.0
Medicago_truncatula	Arachis_hypogaea	Glycine_max	-6.058937161755583	0.9999999993123256	0.5	946.0	40.0	78.0	34.0	14.0	48.0	84.0	16.0	34.0	630.0	42.0	12.0	92.0	48.0	12.0
Arachis_ipaensis	Trifolium_pratense	Medicago_truncatula	0.16964259781563049	0.43264560997350476	0.010638297872340427	977.0	25.0	9.0	110.0	13.0	104.0	17.0	8.0	18.0	665.0	18.0	4.0	24.0	132.0	6.0
Arachis_ipaensis	Medicago_truncatula	Trifolium_pratense	-99999.9	1.0	-0.01098901098901099	977.0	9.0	25.0	110.0	13.0	104.0	18.0	4.0	17.0	665.0	24.0	8.0	18.0	132.0	6.0
Trifolium_pratense	Arachis_ipaensis	Medicago_truncatula	-15.607118999037983	1.0	0.4972972972972973	977.0	25.0	104.0	17.0	8.0	9.0	110.0	13.0	18.0	665.0	18.0	4.0	132.0	24.0	6.0
Arachis_ipaensis	Trifolium_pratense	Glycine_max	-99999.9	1.0	-0.11111111111111112	959.0	43.0	35.0	85.0	12.0	82.0	35.0	12.0	30.0	629.0	42.0	12.0	48.0	92.0	14.0
Arachis_ipaensis	Glycine_max	Trifolium_pratense	0.6423594502069514	0.26031985036547356	0.08333333333333334	959.0	35.0	43.0	85.0	12.0	82.0	30.0	12.0	35.0	629.0	48.0	12.0	42.0	92.0	14.0
Trifolium_pratense	Arachis_ipaensis	Glycine_max	-6.423594502069521	0.9999999999331399	0.5238095238095238	959.0	43.0	82.0	35.0	12.0	35.0	85.0	12.0	30.0	629.0	42.0	12.0	92.0	48.0	14.0
Arachis_ipaensis	Medicago_truncatula	Glycine_max	0.12234335007216958	0.45131350976578055	0.0	946.0	40.0	48.0	84.0	16.0	78.0	34.0	14.0	34.0	630.0	42.0	12.0	48.0	92.0	12.0
Arachis_ipaensis	Glycine_max	Medicago_truncatula	0.12234335007216958	0.45131350976578055	0.0	946.0	48.0	40.0	84.0	16.0	78.0	34.0	12.0	34.0	630.0	48.0	14.0	42.0	92.0	12.0
Medicago_truncatula	Arachis_ipaensis	Glycine_max	-6.058937161755583	0.9999999993123256	0.5	946.0	40.0	78.0	34.0	14.0	48.0	84.0	16.0	34.0	630.0	42.0	12.0	92.0	48.0	12.0
Trifolium_pratense	Medicago_truncatula	Glycine_max	-0.3160290423278031	0.6240096988898589	1.0465116279069768	1015.0	66.0	26.0	18.0	6.0	9.0	20.0	2.0	65.0	760.0	82.0	3.0	26.0	28.0	4.0
Trifolium_pratense	Glycine_max	Medicago_truncatula	-7.426682494703376	0.9999999999999438	0.4891304347826087	1015.0	26.0	66.0	18.0	6.0	9.0	65.0	3.0	20.0	760.0	26.0	2.0	82.0	28.0	4.0
Medicago_truncatula	Trifolium_pratense	Glycine_max	0.3300747775423721	0.3706717985865269	0.9591836734693877	1015.0	66.0	9.0	20.0	2.0	26.0	18.0	6.0	65.0	760.0	82.0	3.0	28.0	26.0	4.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	0.9499955222932969	0.17105725409250738	0.008849557522123894	1392.0	6.0	5.0	112.0	3.0	106.0	0.0	1.0	1.0	463.0	11.0	1.0	1.0	64.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	-99999.9	1.0	-0.00909090909090909	1392.0	5.0	6.0	112.0	3.0	106.0	1.0	1.0	0.0	463.0	1.0	1.0	11.0	64.0	0.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	-105.44950297455496	1.0	0.4977578475336323	1392.0	6.0	106.0	0.0	1.0	5.0	112.0	3.0	1.0	463.0	11.0	1.0	64.0	1.0	0.0
Arachis_hypogaea	Arachis_duranensis	Glycine_max	0.949765484259249	0.17111570388164743	0.9905660377358491	673.0	79.0	3.0	1.0	1.0	3.0	0.0	0.0	105.0	153.0	54.0	0.0	1.0	1.0	3.0
Arachis_hypogaea	Glycine_max	Arachis_duranensis	-98.77561036296294	1.0	0.5023923444976076	673.0	3.0	79.0	1.0	1.0	3.0	105.0	0.0	0.0	153.0	1.0	0.0	54.0	1.0	3.0
Arachis_duranensis	Arachis_hypogaea	Glycine_max	-0.9407200986948752	0.8265758552918299	1.0097087378640777	673.0	79.0	3.0	0.0	0.0	3.0	1.0	1.0	105.0	153.0	54.0	0.0	1.0	1.0	3.0
Arachis_hypogaea	Arachis_duranensis	Medicago_truncatula	1.976042681597197	0.02407490242562771	0.8760330578512396	1243.0	155.0	61.0	38.0	21.0	65.0	23.0	19.0	129.0	261.0	82.0	11.0	27.0	19.0	9.0
Arachis_hypogaea	Medicago_truncatula	Arachis_duranensis	-11.987992268356331	1.0	0.5380710659898477	1243.0	61.0	155.0	38.0	21.0	65.0	129.0	11.0	23.0	261.0	27.0	19.0	82.0	19.0	9.0
Arachis_duranensis	Arachis_hypogaea	Medicago_truncatula	-1.696414000239103	0.9550962763701674	1.1973684210526316	1243.0	155.0	65.0	23.0	19.0	61.0	38.0	21.0	129.0	261.0	82.0	11.0	19.0	27.0	9.0
Arachis_hypogaea	Arachis_duranensis	Trifolium_pratense	2.077178541784672	0.018892477061102086	0.8776978417266188	1264.0	134.0	56.0	44.0	20.0	62.0	27.0	18.0	149.0	242.0	81.0	18.0	24.0	18.0	6.0
Arachis_hypogaea	Trifolium_pratense	Arachis_duranensis	-12.829632169846516	1.0	0.5374449339207048	1264.0	56.0	134.0	44.0	20.0	62.0	149.0	18.0	27.0	242.0	24.0	18.0	81.0	18.0	6.0
Arachis_duranensis	Arachis_hypogaea	Trifolium_pratense	-1.7877356302245129	0.9630907147695806	1.1931818181818181	1264.0	134.0	62.0	27.0	18.0	56.0	44.0	20.0	149.0	242.0	81.0	18.0	18.0	24.0	6.0
Arachis_hypogaea	Arachis_ipaensis	Glycine_max	0.5689244674420102	0.2847036644087386	0.9903846153846154	674.0	78.0	2.0	2.0	1.0	3.0	1.0	1.0	104.0	150.0	51.0	1.0	3.0	4.0	2.0
Arachis_hypogaea	Glycine_max	Arachis_ipaensis	-58.03029567908492	1.0	0.5024390243902439	674.0	2.0	78.0	2.0	1.0	3.0	104.0	1.0	1.0	150.0	3.0	1.0	51.0	4.0	2.0
Arachis_ipaensis	Arachis_hypogaea	Glycine_max	-0.5634009289231559	0.7134190807989197	1.00990099009901	674.0	78.0	3.0	1.0	1.0	2.0	2.0	1.0	104.0	150.0	51.0	1.0	4.0	3.0	2.0
Arachis_hypogaea	Arachis_ipaensis	Medicago_truncatula	2.202098445171411	0.013829129950501007	0.860655737704918	1241.0	156.0	63.0	40.0	18.0	66.0	23.0	19.0	128.0	258.0	75.0	11.0	30.0	23.0	12.0
Arachis_hypogaea	Medicago_truncatula	Arachis_ipaensis	-11.39909783382848	1.0	0.544041450777202	1241.0	63.0	156.0	40.0	18.0	66.0	128.0	11.0	23.0	258.0	30.0	19.0	75.0	23.0	12.0
Arachis_ipaensis	Arachis_hypogaea	Medicago_truncatula	-1.8455682207150876	0.9675225975798142	1.2394366197183098	1241.0	156.0	66.0	23.0	19.0	63.0	40.0	18.0	128.0	258.0	75.0	11.0	23.0	30.0	12.0
Arachis_hypogaea	Arachis_ipaensis	Trifolium_pratense	2.185198600093549	0.014437093476260654	0.8676470588235294	1262.0	135.0	58.0	45.0	18.0	63.0	27.0	18.0	145.0	240.0	76.0	21.0	26.0	21.0	8.0
Arachis_hypogaea	Trifolium_pratense	Arachis_ipaensis	-12.139992222741945	1.0	0.5412844036697249	1262.0	58.0	135.0	45.0	18.0	63.0	145.0	21.0	27.0	240.0	26.0	18.0	76.0	21.0	8.0
Arachis_ipaensis	Arachis_hypogaea	Trifolium_pratense	-1.851863220418262	0.9679773273612245	1.2195121951219512	1262.0	135.0	63.0	27.0	18.0	58.0	45.0	18.0	145.0	240.0	76.0	21.0	21.0	26.0	8.0
Arachis_hypogaea	Glycine_max	Medicago_truncatula	-99999.9	1.0	-12.000000000000009	623.0	53.0	28.0	41.0	12.0	70.0	28.0	10.0	16.0	118.0	20.0	14.0	17.0	23.0	4.0
Arachis_hypogaea	Medicago_truncatula	Glycine_max	1.8550034547152754	0.03179780556462786	0.32432432432432434	623.0	28.0	53.0	41.0	12.0	70.0	16.0	14.0	28.0	118.0	17.0	10.0	20.0	23.0	4.0
Glycine_max	Arachis_hypogaea	Medicago_truncatula	-2.0095870759415484	0.9777626137064742	0.6578947368421052	623.0	53.0	70.0	28.0	10.0	28.0	41.0	12.0	16.0	118.0	20.0	14.0	23.0	17.0	4.0
Arachis_hypogaea	Glycine_max	Trifolium_pratense	0.31422701062058517	0.37667438363036065	0.09090909090909091	630.0	46.0	32.0	41.0	8.0	78.0	21.0	9.0	23.0	109.0	22.0	14.0	12.0	26.0	6.0
Arachis_hypogaea	Trifolium_pratense	Glycine_max	-99999.9	1.0	-0.125	630.0	32.0	46.0	41.0	8.0	78.0	23.0	14.0	21.0	109.0	12.0	9.0	22.0	26.0	6.0
Glycine_max	Arachis_hypogaea	Trifolium_pratense	-2.8280430955852704	0.997658262238746	0.4736842105263158	630.0	46.0	78.0	21.0	9.0	32.0	41.0	8.0	23.0	109.0	22.0	14.0	26.0	12.0	6.0
Arachis_hypogaea	Medicago_truncatula	Trifolium_pratense	2.7618959484492156	0.002873396229441605	0.22641509433962262	1238.0	68.0	84.0	110.0	20.0	156.0	28.0	21.0	52.0	235.0	25.0	21.0	31.0	61.0	16.0
Arachis_hypogaea	Trifolium_pratense	Medicago_truncatula	-99999.9	1.0	-0.7058823529411764	1238.0	84.0	68.0	110.0	20.0	156.0	52.0	21.0	28.0	235.0	31.0	21.0	25.0	61.0	16.0
Medicago_truncatula	Arachis_hypogaea	Trifolium_pratense	-6.674581875418941	0.9999999999875355	0.41428571428571426	1238.0	68.0	156.0	28.0	21.0	84.0	110.0	20.0	52.0	235.0	25.0	21.0	61.0	31.0	16.0
Arachis_duranensis	Arachis_ipaensis	Glycine_max	0.0	0.49999999949999996	nan	675.0	77.0	1.0	1.0	1.0	2.0	1.0	2.0	105.0	151.0	53.0	1.0	3.0	4.0	0.0
Arachis_duranensis	Glycine_max	Arachis_ipaensis	-71.76681817160494	1.0	0.5	675.0	1.0	77.0	1.0	1.0	2.0	105.0	1.0	1.0	151.0	3.0	2.0	53.0	4.0	0.0
Arachis_ipaensis	Arachis_duranensis	Glycine_max	0.0	0.49999999949999996	nan	675.0	77.0	2.0	1.0	2.0	1.0	1.0	1.0	105.0	151.0	53.0	1.0	4.0	3.0	0.0
Arachis_duranensis	Arachis_ipaensis	Medicago_truncatula	0.0	0.49999999949999996	nan	1304.0	196.0	4.0	1.0	2.0	3.0	1.0	3.0	196.0	314.0	127.0	3.0	3.0	6.0	3.0
Arachis_duranensis	Medicago_truncatula	Arachis_ipaensis	-134.56278407176015	1.0	0.5	1304.0	4.0	196.0	1.0	2.0	3.0	196.0	3.0	1.0	314.0	3.0	3.0	127.0	6.0	3.0
Arachis_ipaensis	Arachis_duranensis	Medicago_truncatula	0.0	0.49999999949999996	nan	1304.0	196.0	3.0	1.0	3.0	4.0	1.0	2.0	196.0	314.0	127.0	3.0	6.0	3.0	3.0
Arachis_duranensis	Arachis_ipaensis	Trifolium_pratense	0.951652619154452	0.17063658389110925	0.9953703703703703	1320.0	180.0	6.0	1.0	0.0	5.0	0.0	2.0	215.0	300.0	122.0	4.0	4.0	5.0	2.0
Arachis_duranensis	Trifolium_pratense	Arachis_ipaensis	-203.65366049905273	1.0	0.5011655011655012	1320.0	6.0	180.0	1.0	0.0	5.0	215.0	4.0	0.0	300.0	4.0	2.0	122.0	5.0	2.0
Arachis_ipaensis	Arachis_duranensis	Trifolium_pratense	-0.9472263279025709	0.8282382797762198	1.0046948356807512	1320.0	180.0	5.0	0.0	2.0	6.0	1.0	0.0	215.0	300.0	122.0	4.0	5.0	4.0	2.0
Arachis_duranensis	Glycine_max	Medicago_truncatula	-99999.9	1.0	-10.999999999999995	622.0	54.0	28.0	39.0	12.0	71.0	27.0	10.0	16.0	119.0	20.0	14.0	16.0	24.0	5.0
Arachis_duranensis	Medicago_truncatula	Glycine_max	1.73167074688428	0.04166606344041335	0.3235294117647059	622.0	28.0	54.0	39.0	12.0	71.0	16.0	14.0	27.0	119.0	16.0	10.0	20.0	24.0	5.0
Glycine_max	Arachis_duranensis	Medicago_truncatula	-1.8890953602373952	0.9705605388971372	0.6571428571428571	622.0	54.0	71.0	27.0	10.0	28.0	39.0	12.0	16.0	119.0	20.0	14.0	24.0	16.0	5.0
Arachis_duranensis	Glycine_max	Trifolium_pratense	0.48512307378355307	0.3137945293450384	0.13636363636363635	629.0	47.0	32.0	39.0	8.0	79.0	20.0	9.0	23.0	110.0	22.0	14.0	12.0	27.0	6.0
Arachis_duranensis	Trifolium_pratense	Glycine_max	-99999.9	1.0	-0.23076923076923078	629.0	32.0	47.0	39.0	8.0	79.0	23.0	14.0	20.0	110.0	12.0	9.0	22.0	27.0	6.0
Glycine_max	Arachis_duranensis	Trifolium_pratense	-2.5873230601789503	0.9951637253759601	0.45714285714285713	629.0	47.0	79.0	20.0	9.0	32.0	39.0	8.0	23.0	110.0	22.0	14.0	27.0	12.0	6.0
Arachis_duranensis	Medicago_truncatula	Trifolium_pratense	2.6943633768421575	0.0035262102552604535	0.26136363636363635	1239.0	69.0	87.0	92.0	20.0	154.0	27.0	21.0	50.0	243.0	25.0	20.0	34.0	72.0	13.0
Arachis_duranensis	Trifolium_pratense	Medicago_truncatula	-99999.9	1.0	-1.210526315789474	1239.0	87.0	69.0	92.0	20.0	154.0	50.0	20.0	27.0	243.0	34.0	21.0	25.0	72.0	13.0
Medicago_truncatula	Arachis_duranensis	Trifolium_pratense	-4.920141818581332	0.9999995669603441	0.39252336448598135	1239.0	69.0	154.0	27.0	21.0	87.0	92.0	20.0	50.0	243.0	25.0	20.0	72.0	34.0	13.0
Arachis_ipaensis	Glycine_max	Medicago_truncatula	-99999.9	1.0	-1.8000000000000003	624.0	54.0	29.0	40.0	11.0	70.0	26.0	11.0	17.0	121.0	20.0	12.0	16.0	23.0	6.0
Arachis_ipaensis	Medicago_truncatula	Glycine_max	1.450488457196036	0.07346122094473073	0.28125	624.0	29.0	54.0	40.0	11.0	70.0	17.0	12.0	26.0	121.0	16.0	11.0	20.0	23.0	6.0
Glycine_max	Arachis_ipaensis	Medicago_truncatula	-2.2563153778604983	0.9879745940156665	0.6216216216216216	624.0	54.0	70.0	26.0	11.0	29.0	40.0	11.0	17.0	121.0	20.0	12.0	23.0	16.0	6.0
Arachis_ipaensis	Glycine_max	Trifolium_pratense	0.32937265260099213	0.37093708610111786	0.09090909090909091	631.0	47.0	33.0	39.0	8.0	78.0	19.0	10.0	21.0	115.0	22.0	15.0	12.0	24.0	6.0
