P1	Hybrid	P2	Zscore	Pvalue	Gamma	AAAA	AAAB	AABA	AABB	AABC	ABAA	ABAB	ABAC	ABBA	BAAA	ABBC	CABC	BACA	BCAA	ABCD
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.9862560558978997	0.001412149461181178	0.10101010101010101	2961.0	15.0	11.0	89.0	0.0	98.0	0.0	2.0	10.0	1089.0	8.0	0.0	1.0	80.0	1.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.9862560558978997	0.001412149461181178	0.10101010101010101	2961.0	15.0	11.0	89.0	0.0	98.0	0.0	2.0	10.0	1089.0	8.0	0.0	1.0	80.0	1.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	3.4323733043464055	0.0002992109203274751	0.2112676056338028	2998.0	16.0	6.0	56.0	0.0	58.0	0.0	1.0	15.0	1151.0	10.0	0.0	0.0	51.0	0.0
Arachis_ipaensis	Arachis_hypogaea	Arachis_duranensis	3.031020700455666	0.0012187119102885502	0.6585365853658536	2955.0	34.0	6.0	14.0	0.0	16.0	0.0	0.0	27.0	1152.0	17.0	0.0	0.0	9.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	3.4922963423278794	0.00023948818067087707	0.41666666666666663	3381.0	62.0	42.0	56.0	6.0	58.0	14.0	0.0	44.0	1258.0	25.0	0.0	7.0	15.0	0.0
Arachis_ipaensis	Arachis_hypogaea	Arachis_duranensis	2.45790197003687	0.006987571697075756	0.625	6139.0	47.0	13.0	15.0	0.0	10.0	3.0	1.0	23.0	1489.0	16.0	0.0	7.0	4.0	0.0
Arachis_ipaensis	Arachis_hypogaea	Arachis_duranensis	2.45790197003687	0.006987571697075756	0.625	6139.0	47.0	13.0	15.0	0.0	10.0	3.0	1.0	23.0	1489.0	16.0	0.0	7.0	4.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	3.596126136823396	0.0001615330165186668	0.1724137931034483	5615.0	18.0	12.0	100.0	0.0	118.0	4.0	2.0	24.0	1521.0	14.0	1.0	7.0	64.0	0.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	7.25397979447574	2.0383694732117874e-13	0.8780793319415449	8865.0	236.0	68.25	83.25	6.5	169.25	10.25	3.5	536.0	1272.0	89.0	17.0	7.0	41.0	5.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	2.9956755733226657	0.0013692572590396912	0.09523809523809525	1830.0	12.0	2.0	95.0	2.0	68.0	0.0	0.0	10.0	751.0	14.0	1.0	3.0	68.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	4.323761517806302	7.675222235103973e-06	0.52	664.0	50.0	8.0	36.0	2.0	42.0	0.0	0.0	39.0	257.0	50.0	0.0	3.0	44.0	5.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	2.1767093324523836	0.01475107879333637	0.6818181818181818	901.0	12.0	1.0	7.0	1.0	4.0	0.0	1.0	15.0	244.0	9.0	1.0	0.0	4.0	0.0
Arachis_ipaensis	Arachis_hypogaea	Arachis_duranensis	6.281947670808613	1.6789980517017966e-10	0.4444444444444445	509.0	61.0	5.0	91.0	1.0	83.0	1.0	2.0	73.0	170.0	55.0	0.0	3.0	76.0	1.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	3.193222973825807	0.000703535813163847	0.68	351.0	46.0	2.0	17.0	2.0	33.0	1.0	0.0	35.0	204.0	27.0	0.0	3.0	14.0	0.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	3.2623814963818933	0.0005524625164408103	0.29310344827586204	2301.0	23.0	3.0	43.0	0.0	35.0	2.0	0.0	19.0	1268.0	12.0	0.0	3.0	38.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	3.430800530122813	0.00030095082467185286	0.3972602739726027	2923.0	57.0	25.0	59.0	4.0	103.0	15.0	3.0	44.0	1034.0	38.0	4.0	18.0	45.0	2.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	3.9808657036615442	3.4347937741152634e-05	0.13461538461538464	1927.0	45.0	4.0	137.0	1.0	154.0	2.0	1.0	23.0	1026.0	39.0	3.0	2.0	106.0	1.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	7.478040361275945	3.7969627442180354e-14	0.4405286343612335	1824.0	135.0	9.0	127.0	0.0	141.0	0.0	1.0	100.0	899.0	113.0	2.0	2.0	111.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	3.226119141085544	0.0006274683726412711	0.09285714285714285	1952.0	18.0	8.0	128.0	0.0	110.0	1.0	0.0	14.0	1120.0	10.0	3.0	7.0	106.0	0.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.3904572186687876	0.008413695909277985	0.4	2036.0	40.0	23.0	28.0	6.0	42.0	7.0	2.0	21.0	752.0	20.0	3.0	15.0	22.0	1.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.3904572186687876	0.008413695909277985	0.4	2036.0	40.0	23.0	28.0	6.0	42.0	7.0	2.0	21.0	752.0	20.0	3.0	15.0	22.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	3.4428479832214776	0.0002878598662859888	0.7863247863247864	1531.0	161.0	29.0	38.0	8.0	57.0	13.0	4.0	105.0	582.0	73.0	5.0	16.0	20.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	3.5254063175174006	0.00021145930751420572	0.13709677419354838	1497.0	42.0	7.0	109.0	3.0	93.0	2.0	2.0	19.0	677.0	17.0	2.0	3.0	80.0	0.0
Arachis_ipaensis	Arachis_hypogaea	Arachis_duranensis	2.3904180215281743	0.008414594039349743	0.5217391304347826	7336.5	70.0	0.0	11.0	0.0	56.5	0.0	0.0	12.0	961.0	10.0	0.0	0.0	6.0	0.0
Arachis_ipaensis	Arachis_hypogaea	Arachis_duranensis	2.504579868505166	0.006129861845817208	0.9066666666666666	2119.0	55.0	1.0	7.0	0.0	2.0	0.0	0.0	68.0	1076.0	38.0	0.0	1.0	5.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	2.2686595902027165	0.011644482358631913	0.140625	1875.0	64.0	6.0	58.0	4.0	97.0	3.0	8.0	12.0	387.0	7.0	1.0	4.0	29.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	4.994403470709484	2.9555375258283334e-07	0.4803921568627451	1047.0	64.0	4.0	54.0	0.0	40.0	1.0	1.0	50.0	353.0	41.0	1.0	2.0	37.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	4.994403470709484	2.9555375258283334e-07	0.4803921568627451	1047.0	64.0	4.0	54.0	0.0	40.0	1.0	1.0	50.0	353.0	41.0	1.0	2.0	37.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	2.5597424787521397	0.005237514234783025	0.17391304347826086	1236.0	15.0	9.0	38.0	0.0	39.0	0.0	1.0	8.0	482.0	10.0	0.0	2.0	29.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	2.2239218426878478	0.013076807843570237	0.10204081632653061	2090.0	24.0	4.0	93.0	0.0	103.0	5.0	1.0	15.0	677.0	13.0	1.0	2.0	51.0	2.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	2.2239218426878478	0.013076807843570237	0.10204081632653061	2090.0	24.0	4.0	93.0	0.0	103.0	5.0	1.0	15.0	677.0	13.0	1.0	2.0	51.0	2.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	3.2233341279466456	0.0006336012617673692	0.09489051094890512	1983.0	11.0	5.0	125.0	3.0	99.0	1.0	1.0	14.0	753.0	4.0	1.0	3.0	70.0	2.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	3.2233341279466456	0.0006336012617673692	0.09489051094890512	1983.0	11.0	5.0	125.0	3.0	99.0	1.0	1.0	14.0	753.0	4.0	1.0	3.0	70.0	2.0
Trifolium_pratense	Medicago_truncatula	Glycine_max	2.241736093000222	0.012489176484536513	0.75	467.0	46.0	20.0	17.0	6.0	23.0	6.0	2.0	39.0	291.0	41.0	2.0	15.0	21.0	3.0
Trifolium_pratense	Medicago_truncatula	Glycine_max	2.7866665618203053	0.00266272135865786	0.7349397590361446	1131.0	118.0	49.0	43.0	19.0	74.0	21.0	15.0	82.0	388.0	62.0	16.0	24.0	32.0	2.0
