P1	Hybrid	P2	Zscore	Pvalue	Gamma	AAAA	AAAB	AABA	AABB	AABC	ABAA	ABAB	ABAC	ABBA	BAAA	ABBC	CABC	BACA	BCAA	ABCD
Trifolium_pratense	Arachis_hypogaea	Arachis_ipaensis	3.70165316119448	0.0001071299579853413	0.26956521739130435	1247.0	103.0	101.0	102.0	28.0	141.0	18.0	15.0	49.0	168.0	30.0	28.0	21.0	50.0	8.0
Trifolium_pratense	Arachis_hypogaea	Arachis_duranensis	3.5091879061653612	0.0002247822490331064	0.17333333333333334	1272.0	78.0	75.0	138.0	18.0	149.0	14.0	11.0	40.0	188.0	19.0	21.0	15.0	66.0	5.0
Arachis_ipaensis	Arachis_duranensis	Arachis_hypogaea	4.981396763798175	3.161250821115402e-07	0.6850393700787402	1383.0	133.0	11.0	44.0	3.0	44.0	4.0	1.0	91.0	315.0	52.0	1.0	2.0	34.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Glycine_max	4.144056240502701	1.7070665788487815e-05	0.8165938864628821	1765.0	239.0	98.0	73.0	31.0	94.0	31.0	25.0	218.0	585.0	157.0	29.0	46.0	56.0	27.0
Arachis_hypogaea	Arachis_duranensis	Glycine_max	4.2897046995777535	8.951862264350297e-06	0.7954545454545454	1755.0	236.0	108.0	78.0	29.0	99.0	33.0	27.0	208.0	582.0	156.0	34.0	47.0	57.0	25.0
Arachis_hypogaea	Arachis_ipaensis	Glycine_max	4.144056240502701	1.7070665788487815e-05	0.8165938864628821	1765.0	239.0	98.0	73.0	31.0	94.0	31.0	25.0	218.0	585.0	157.0	29.0	46.0	56.0	27.0
Arachis_hypogaea	Arachis_duranensis	Glycine_max	4.2897046995777535	8.951862264350297e-06	0.7954545454545454	1755.0	236.0	108.0	78.0	29.0	99.0	33.0	27.0	208.0	582.0	156.0	34.0	47.0	57.0	25.0
Glycine_max	Medicago_truncatula	Trifolium_pratense	3.837114940284443	6.226646761597898e-05	0.3472222222222222	3395.0	260.0	190.0	156.0	58.0	223.0	62.0	28.0	112.0	417.0	64.0	23.0	33.0	64.0	15.0
Glycine_max	Arachis_ipaensis	Arachis_hypogaea	4.990080910173167	3.022427927934501e-07	0.18088737201365188	3468.0	178.0	158.0	269.0	24.0	294.0	29.0	13.0	82.0	438.0	43.0	31.0	30.0	86.0	5.0
Glycine_max	Arachis_duranensis	Arachis_hypogaea	4.782016178196446	8.688280259683268e-07	0.1824561403508772	3451.0	180.0	165.0	266.0	25.0	292.0	33.0	12.0	85.0	433.0	44.0	28.0	31.0	86.0	5.0
Medicago_truncatula	Arachis_ipaensis	Arachis_hypogaea	3.6211443032427386	0.0001466870897991468	0.15294117647058822	3401.0	166.0	156.0	257.0	27.0	363.0	41.0	13.0	80.0	424.0	34.0	35.0	30.0	116.0	11.0
Medicago_truncatula	Arachis_duranensis	Arachis_hypogaea	3.5730846764371837	0.00017643933627320418	0.1532258064516129	3382.0	172.0	165.0	250.0	27.0	363.0	40.0	13.0	78.0	425.0	36.0	35.0	31.0	114.0	11.0
Medicago_truncatula	Arachis_duranensis	Arachis_ipaensis	3.4105904184865814	0.00032416274748059415	0.02294455066921606	6082.0	18.0	13.0	511.0	6.0	537.0	0.0	1.0	12.0	475.0	0.0	3.0	2.0	147.0	2.0
Medicago_truncatula	Arachis_hypogaea	Arachis_ipaensis	3.4107405652137204	0.000323984322051718	0.022857142857142857	6074.0	18.0	21.0	513.0	4.0	537.0	0.0	1.0	12.0	475.0	0.0	3.0	2.0	147.0	2.0
Glycine_max	Arachis_hypogaea	Arachis_duranensis	3.1964089909637696	0.0006958129303399341	0.11072664359861592	7267.0	296.0	201.0	293.0	18.0	318.0	36.0	14.0	68.0	445.0	28.0	14.0	13.0	55.0	0.0
Medicago_truncatula	Arachis_duranensis	Arachis_hypogaea	5.955804709888531	1.2984717745467833e-09	0.21301775147928992	7134.0	220.0	211.0	300.0	20.0	441.0	34.0	29.0	106.0	420.0	18.0	28.0	17.0	72.0	4.0
Medicago_truncatula	Arachis_ipaensis	Arachis_hypogaea	5.826066994592729	2.8464306467412825e-09	0.21981424148606812	7143.0	228.0	202.0	288.0	24.0	442.0	36.0	28.0	107.0	418.0	20.0	26.0	17.0	70.0	5.0
Trifolium_pratense	Arachis_duranensis	Arachis_hypogaea	4.334906962177575	7.296554914937303e-06	0.1611842105263158	7121.0	211.0	227.0	296.0	18.0	457.0	41.0	31.0	90.0	425.0	22.0	28.0	14.0	71.0	5.0
Trifolium_pratense	Arachis_ipaensis	Arachis_hypogaea	3.9239407567481965	4.35741353805863e-05	0.15734265734265734	7130.0	215.0	218.0	287.0	23.0	458.0	46.0	31.0	91.0	420.0	24.0	26.0	14.0	69.0	5.0
Medicago_truncatula	Trifolium_pratense	Glycine_max	3.991785534380039	3.280395680604897e-05	0.5412844036697249	1760.0	142.0	90.0	87.0	20.0	230.0	37.0	17.0	96.0	489.0	61.0	28.0	35.0	65.0	17.0
Medicago_truncatula	Trifolium_pratense	Arachis_hypogaea	3.518921094141589	0.00021669570799298654	0.6694915254237288	1710.0	194.0	85.0	82.0	30.0	210.0	43.0	31.0	122.0	456.0	72.0	32.0	32.0	61.0	20.0
Trifolium_pratense	Medicago_truncatula	Arachis_duranensis	3.3875664436374704	0.0003526306328441864	0.6695652173913044	1709.0	195.0	159.0	84.0	41.0	124.0	46.0	27.0	123.0	449.0	78.0	33.0	40.0	55.0	17.0
Medicago_truncatula	Trifolium_pratense	Arachis_ipaensis	3.281786518816057	0.0005158179070618996	0.6635514018691588	1698.0	197.0	88.0	80.0	29.0	211.0	44.0	29.0	115.0	458.0	77.0	32.0	31.0	62.0	20.0
Medicago_truncatula	Arachis_duranensis	Arachis_hypogaea	3.8093325473249218	6.969509186260936e-05	0.19095477386934673	1735.0	99.0	61.0	193.0	14.0	260.0	32.0	24.0	70.0	481.0	38.0	35.0	19.0	117.0	5.0
Medicago_truncatula	Arachis_duranensis	Arachis_ipaensis	3.5942932439775515	0.00016267419359328184	0.19251336898395724	1723.0	102.0	64.0	185.0	19.0	253.0	34.0	29.0	70.0	480.0	39.0	36.0	20.0	113.0	7.0
Trifolium_pratense	Arachis_hypogaea	Arachis_duranensis	5.031602718566897	2.4359485273350856e-07	0.2638888888888889	1960.0	167.0	100.0	192.0	24.0	219.0	33.0	26.0	90.0	540.0	52.0	32.0	19.0	127.0	16.0
Trifolium_pratense	Arachis_ipaensis	Arachis_duranensis	4.370983221032523	6.189271313017386e-06	0.25773195876288657	1944.0	169.0	107.0	185.0	29.0	217.0	41.0	24.0	91.0	533.0	54.0	33.0	18.0	126.0	17.0
Glycine_max	Arachis_hypogaea	Arachis_duranensis	5.539038286630806	1.524556281218281e-08	0.2897196261682243	1989.0	176.0	101.0	177.0	23.0	196.0	25.0	28.0	87.0	571.0	55.0	34.0	21.0	116.0	13.0
Glycine_max	Arachis_ipaensis	Arachis_duranensis	5.118337720697257	1.543930252534409e-07	0.28643216080402006	1973.0	177.0	108.0	171.0	28.0	193.0	29.0	31.0	86.0	569.0	58.0	38.0	19.0	108.0	15.0
Arachis_duranensis	Glycine_max	Trifolium_pratense	3.756697516003774	8.611210337838848e-05	0.3032258064516129	1517.0	200.0	257.0	167.0	98.0	225.0	59.0	57.0	106.0	355.0	92.0	46.0	97.0	101.0	49.0
Arachis_hypogaea	Glycine_max	Trifolium_pratense	3.756697516003774	8.611210337838848e-05	0.3032258064516129	1519.0	200.0	257.0	167.0	99.0	223.0	59.0	57.0	106.0	355.0	92.0	46.0	97.0	101.0	48.0
Arachis_ipaensis	Glycine_max	Trifolium_pratense	3.6803746670244477	0.0001164774395320256	0.2967741935483871	1521.0	200.0	256.0	169.0	102.0	221.0	60.0	56.0	106.0	357.0	90.0	47.0	95.0	97.0	49.0
Glycine_max	Medicago_truncatula	Trifolium_pratense	3.167424570624399	0.0007690436943991186	0.15714285714285714	2532.0	89.0	108.0	131.0	5.0	149.0	13.0	1.0	35.0	278.0	13.0	9.0	13.0	35.0	6.0
Arachis_hypogaea	Arachis_duranensis	Glycine_max	5.570057889908438	1.2765953183446754e-08	0.6881720430107526	2451.0	139.0	78.0	74.0	16.0	120.0	16.0	14.0	144.0	264.0	51.0	13.0	8.0	17.0	6.0
Arachis_duranensis	Arachis_hypogaea	Medicago_truncatula	3.6773396534243377	0.00011787145007202682	0.8176470588235294	2478.0	241.0	113.0	51.0	14.0	159.0	20.0	17.0	159.0	248.0	59.0	14.0	11.0	19.0	6.0
Arachis_ipaensis	Arachis_duranensis	Glycine_max	5.5215379046096515	1.6844434513885176e-08	0.6549707602339181	2426.0	133.0	86.0	75.0	17.0	140.0	16.0	19.0	128.0	260.0	45.0	21.0	10.0	20.0	6.0
Arachis_duranensis	Arachis_ipaensis	Medicago_truncatula	3.990246628079942	3.301749856521319e-05	0.7770700636942676	2462.0	231.0	129.0	55.0	20.0	168.0	20.0	17.0	142.0	247.0	55.0	22.0	12.0	20.0	9.0
Arachis_hypogaea	Arachis_duranensis	Medicago_truncatula	9.376956192537302	0.0	0.2795031055900621	2234.0	181.0	64.0	361.0	60.0	100.0	13.0	7.0	148.0	232.0	53.0	11.0	11.0	64.0	19.0
Arachis_hypogaea	Arachis_duranensis	Trifolium_pratense	9.519185721456246	0.0	0.28048780487804875	2238.0	177.0	63.0	366.0	56.0	98.0	12.0	10.0	150.0	230.0	53.0	14.0	11.0	58.0	22.0
Arachis_ipaensis	Arachis_duranensis	Medicago_truncatula	9.270870999626576	0.0	0.2702702702702703	2236.0	181.0	69.0	363.0	64.0	106.0	12.0	9.0	142.0	232.0	55.0	12.0	11.0	66.0	18.0
Arachis_ipaensis	Arachis_duranensis	Trifolium_pratense	9.350407333341481	0.0	0.26993865030674846	2240.0	177.0	68.0	369.0	59.0	104.0	12.0	11.0	144.0	231.0	54.0	15.0	10.0	60.0	22.0
Trifolium_pratense	Arachis_hypogaea	Arachis_duranensis	5.954477477328151	1.3090484252131773e-09	0.5078534031413613	1874.0	119.0	31.0	127.0	16.0	127.0	33.0	22.0	130.0	794.0	109.0	19.0	32.0	147.0	14.0
Trifolium_pratense	Arachis_ipaensis	Arachis_duranensis	5.632729015681565	8.893304537238578e-09	0.5251396648044693	1796.0	116.0	45.0	121.0	18.0	114.0	36.0	20.0	130.0	756.0	105.0	17.0	29.0	140.0	16.0
Medicago_truncatula	Arachis_hypogaea	Arachis_duranensis	6.112776057039051	4.914562090618801e-10	0.533678756476684	1887.0	127.0	26.0	117.0	19.0	114.0	27.0	20.0	130.0	806.0	102.0	24.0	36.0	145.0	14.0
Medicago_truncatula	Arachis_ipaensis	Arachis_duranensis	5.8293094622414054	2.7916966516272623e-09	0.540983606557377	1805.0	123.0	41.0	114.0	19.0	105.0	30.0	19.0	129.0	767.0	97.0	22.0	35.0	136.0	17.0
Glycine_max	Arachis_hypogaea	Arachis_duranensis	5.831052835637667	2.762692741242745e-09	0.6032608695652174	1896.0	135.0	26.0	96.0	12.0	105.0	23.0	16.0	134.0	852.0	114.0	20.0	33.0	120.0	12.0
Glycine_max	Arachis_ipaensis	Arachis_duranensis	5.575495530177614	1.2373647440000468e-08	0.603448275862069	1814.0	132.0	43.0	94.0	13.0	96.0	25.0	15.0	130.0	808.0	105.0	19.0	34.0	115.0	16.0
Arachis_duranensis	Arachis_hypogaea	Trifolium_pratense	3.1599489988637504	0.0007890497919126327	0.6226415094339622	1808.0	103.0	97.0	103.0	31.0	179.0	63.0	29.0	129.0	712.0	87.0	41.0	64.0	120.0	22.0
Arachis_hypogaea	Medicago_truncatula	Trifolium_pratense	3.39692806787537	0.00034078618199728794	0.2440944881889764	1949.0	53.0	61.0	123.0	22.0	189.0	27.0	18.0	58.0	849.0	46.0	21.0	76.0	133.0	11.0
Arachis_duranensis	Arachis_ipaensis	Trifolium_pratense	3.5696489354372254	0.0001787692463086632	0.5765765765765766	1697.0	94.0	85.0	104.0	30.0	173.0	57.0	28.0	121.0	656.0	81.0	39.0	63.0	113.0	19.0
Trifolium_pratense	Arachis_duranensis	Arachis_hypogaea	6.081393602454872	5.979673423084364e-10	0.6216216216216216	903.0	45.0	41.0	83.0	12.0	92.0	13.0	19.0	128.0	191.0	43.0	31.0	13.0	52.0	8.0
Trifolium_pratense	Arachis_ipaensis	Arachis_hypogaea	4.951768454303698	3.6826510285692393e-07	0.6851851851851851	910.0	58.0	34.0	72.0	10.0	90.0	21.0	13.0	132.0	181.0	59.0	29.0	15.0	43.0	7.0
Medicago_truncatula	Arachis_duranensis	Arachis_hypogaea	5.93268582636702	1.4951879734326212e-09	0.6111111111111112	901.0	48.0	45.0	86.0	9.0	95.0	16.0	13.0	126.0	192.0	48.0	29.0	10.0	53.0	9.0
Medicago_truncatula	Arachis_ipaensis	Arachis_hypogaea	5.201978185731657	9.877765194676869e-08	0.6823529411764706	913.0	62.0	33.0	73.0	8.0	88.0	19.0	11.0	135.0	185.0	58.0	27.0	14.0	42.0	12.0
Glycine_max	Arachis_hypogaea	Arachis_duranensis	3.3028399713693637	0.00047861318766351246	0.2688172043010753	930.0	167.0	23.0	83.0	16.0	67.0	15.0	18.0	40.0	197.0	45.0	12.0	11.0	50.0	3.0
Trifolium_pratense	Arachis_duranensis	Arachis_hypogaea	6.081393602454872	5.979673423084364e-10	0.6216216216216216	903.0	45.0	41.0	83.0	12.0	92.0	13.0	19.0	128.0	191.0	43.0	31.0	13.0	52.0	8.0
Trifolium_pratense	Arachis_ipaensis	Arachis_hypogaea	4.951768454303698	3.6826510285692393e-07	0.6851851851851851	910.0	58.0	34.0	72.0	10.0	90.0	21.0	13.0	132.0	181.0	59.0	29.0	15.0	43.0	7.0
Medicago_truncatula	Arachis_duranensis	Arachis_hypogaea	5.93268582636702	1.4951879734326212e-09	0.6111111111111112	901.0	48.0	45.0	86.0	9.0	95.0	16.0	13.0	126.0	192.0	48.0	29.0	10.0	53.0	9.0
Medicago_truncatula	Arachis_ipaensis	Arachis_hypogaea	5.201978185731657	9.877765194676869e-08	0.6823529411764706	913.0	62.0	33.0	73.0	8.0	88.0	19.0	11.0	135.0	185.0	58.0	27.0	14.0	42.0	12.0
Glycine_max	Arachis_hypogaea	Arachis_duranensis	3.3028399713693637	0.00047861318766351246	0.2688172043010753	930.0	167.0	23.0	83.0	16.0	67.0	15.0	18.0	40.0	197.0	45.0	12.0	11.0	50.0	3.0
Arachis_hypogaea	Arachis_ipaensis	Medicago_truncatula	3.4449427816651634	0.000285638467638627	0.7349397590361446	816.0	86.0	34.0	29.0	7.0	32.0	7.0	4.0	68.0	424.0	70.0	6.0	24.0	37.0	3.0
Arachis_hypogaea	Arachis_ipaensis	Trifolium_pratense	3.6575173411117783	0.00012736821245717955	0.7473684210526316	806.0	96.0	32.0	31.0	7.0	37.0	7.0	2.0	78.0	404.0	80.0	8.0	28.0	32.0	2.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	4.994403470709484	2.9555375258283334e-07	0.4803921568627451	1047.0	64.0	4.0	54.0	0.0	40.0	1.0	1.0	50.0	353.0	41.0	1.0	2.0	37.0	0.0
Glycine_max	Trifolium_pratense	Medicago_truncatula	4.318147588388668	7.872980591905332e-06	0.29120879120879123	5164.0	370.0	239.0	179.0	57.0	245.0	50.0	34.0	103.0	418.0	44.0	33.0	32.0	45.0	13.0
Glycine_max	Arachis_hypogaea	Arachis_ipaensis	3.15779340499863	0.000794906960405295	0.08673469387755102	5074.0	293.0	207.0	401.0	43.0	294.0	43.0	20.0	77.0	395.0	43.0	25.0	23.0	93.0	7.0
Medicago_truncatula	Trifolium_pratense	Arachis_hypogaea	3.6861746517371845	0.00011385638264649334	0.711764705882353	4994.0	472.0	224.0	120.0	45.0	334.0	71.0	62.0	192.0	380.0	80.0	43.0	38.0	49.0	18.0
Trifolium_pratense	Arachis_hypogaea	Arachis_ipaensis	3.5582197415271546	0.00018672853771817266	0.1191135734072022	5054.0	277.0	191.0	373.0	41.0	370.0	55.0	32.0	98.0	409.0	43.0	30.0	26.0	114.0	12.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	3.8544411241779835	5.801859608589588e-05	0.05464480874316939	5405.0	23.0	8.0	349.0	8.0	316.0	3.0	0.0	23.0	860.0	16.0	3.0	0.0	119.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	3.3379913187774837	0.00042198783390956507	0.08018867924528301	5005.0	62.0	10.0	199.0	8.0	280.0	4.0	2.0	21.0	857.0	19.0	2.0	3.0	86.0	0.0
Arachis_hypogaea	Arachis_duranensis	Glycine_max	6.3232328147246335	1.2864043164029226e-10	0.4827586206896552	1472.0	149.0	51.0	132.0	34.0	161.0	27.0	34.0	125.0	579.0	122.0	26.0	25.0	96.0	21.0
Arachis_hypogaea	Arachis_ipaensis	Glycine_max	6.148725167828391	3.9208702951043506e-10	0.4720812182741117	1470.0	147.0	53.0	133.0	35.0	163.0	29.0	35.0	122.0	574.0	121.0	27.0	28.0	96.0	21.0
Glycine_max	Arachis_hypogaea	Arachis_duranensis	4.404563497298639	5.304196983302312e-06	0.36054421768707484	1479.0	153.0	65.0	135.0	19.0	151.0	41.0	26.0	94.0	601.0	97.0	23.0	41.0	124.0	11.0
Glycine_max	Arachis_hypogaea	Arachis_ipaensis	4.502909670771195	3.354567251756535e-06	0.37671232876712324	1478.0	154.0	67.0	131.0	21.0	151.0	40.0	27.0	95.0	598.0	99.0	24.0	44.0	119.0	12.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	8.199363345335632	1.1102230246251565e-16	0.5160109789569991	1605.0	140.25	15.0	134.25	3.5	151.0	2.0	1.25	143.0	326.0	70.25	2.0	2.0	72.25	2.25
Trifolium_pratense	Glycine_max	Arachis_ipaensis	3.1768758357871345	0.0007444190545317086	0.5686274509803921	2445.0	155.0	124.0	114.0	47.0	124.0	70.0	32.0	128.0	742.0	120.0	27.0	74.0	91.0	27.0
Glycine_max	Arachis_ipaensis	Arachis_hypogaea	6.4630073036373386	5.156852722620897e-11	0.582608695652174	2375.0	157.0	80.0	131.0	40.0	203.0	35.0	34.0	169.0	657.0	126.0	31.0	40.0	163.0	34.0
Glycine_max	Arachis_ipaensis	Arachis_duranensis	6.481000308407619	4.5780268465023255e-11	0.5782608695652174	2371.0	161.0	79.0	132.0	40.0	202.0	35.0	35.0	168.0	656.0	128.0	33.0	39.0	164.0	32.0
Trifolium_pratense	Arachis_ipaensis	Arachis_hypogaea	7.3028895363292765	1.41886502547095e-13	0.45454545454545453	2377.0	149.0	80.0	187.0	43.0	195.0	37.0	40.0	162.0	590.0	122.0	37.0	49.0	154.0	26.0
Trifolium_pratense	Arachis_ipaensis	Arachis_duranensis	6.929926244186689	2.1185275755897237e-12	0.4482758620689655	2376.0	150.0	80.0	187.0	43.0	191.0	43.0	38.0	160.0	589.0	125.0	39.0	46.0	156.0	25.0
Medicago_truncatula	Arachis_ipaensis	Arachis_hypogaea	7.2607716970834515	1.9384494009955233e-13	0.47169811320754723	2364.0	145.0	79.0	173.0	49.0	208.0	33.0	48.0	158.0	598.0	118.0	42.0	45.0	160.0	28.0
Medicago_truncatula	Arachis_ipaensis	Arachis_duranensis	6.949516474788241	1.84430248850731e-12	0.47035573122529645	2364.0	145.0	79.0	172.0	50.0	203.0	38.0	48.0	157.0	597.0	120.0	43.0	42.0	163.0	27.0
Medicago_truncatula	Trifolium_pratense	Arachis_hypogaea	3.7646792377423783	8.340793958183657e-05	0.8202247191011236	2256.0	287.0	75.0	52.0	31.0	93.0	20.0	13.0	166.0	372.0	140.0	17.0	30.0	18.0	15.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.850528773827124	0.0021823943086193287	0.6216216216216216	280.0	11.0	0.0	15.0	0.0	7.0	1.0	0.0	24.0	176.0	10.0	0.0	0.0	7.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	3.600032379135057	0.00015912590696287587	0.5357142857142857	1410.0	22.0	8.0	28.0	2.0	36.0	2.0	0.0	32.0	408.0	15.0	1.0	3.0	13.0	0.0
Arachis_ipaensis	Arachis_hypogaea	Arachis_duranensis	2.4435431647548826	0.0072719176557876075	0.7027027027027027	1578.0	22.0	4.0	14.0	2.0	39.0	3.0	2.0	29.0	337.0	9.0	3.0	2.0	10.0	1.0
Arachis_ipaensis	Arachis_hypogaea	Arachis_duranensis	2.7229456529070575	0.003235187366736225	0.8301886792452831	1633.0	41.0	1.0	9.0	0.0	2.0	0.0	0.0	44.0	294.0	29.0	0.0	0.0	5.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	2.187247849729468	0.014362167507779633	0.5	1585.0	12.0	32.0	15.0	0.0	21.0	3.0	1.0	15.0	347.0	3.0	0.0	10.0	11.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	2.3380812419425454	0.009691496697095126	0.4583333333333333	1630.0	18.0	8.0	14.0	0.0	7.0	1.0	0.0	12.0	359.0	7.0	0.0	2.0	0.0	0.0
Arachis_duranensis	Arachis_ipaensis	Arachis_hypogaea	3.1718764306322114	0.0007573526787414409	0.6612903225806451	1313.0	34.0	12.0	29.0	0.0	33.0	8.0	0.0	49.0	368.0	16.0	1.0	4.0	21.0	2.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.152572818734065	0.015676077622533757	0.3333333333333333	672.0	6.0	2.0	14.0	0.0	13.0	0.0	1.0	7.0	215.0	4.0	0.0	0.0	10.0	1.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	2.7477201234772934	0.003000615770231474	0.8888888888888888	1344.0	83.0	5.0	13.0	2.0	91.0	2.0	4.0	90.0	444.0	53.0	3.0	4.0	19.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	3.7131533638839263	0.00010237596143847227	0.06802721088435375	2927.0	28.0	5.0	278.0	1.0	203.0	4.0	2.0	24.0	1164.0	14.0	4.0	0.0	161.0	0.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.5138598192843373	0.005970912118489213	0.423076923076923	2298.0	15.0	4.0	15.0	0.0	13.0	0.0	0.0	11.0	1491.0	11.0	1.0	1.0	10.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	2.159932882467281	0.015388878272331485	0.7857142857142858	3994.0	18.0	8.0	6.0	0.0	4.0	0.0	0.0	22.0	1132.0	12.0	0.0	0.0	0.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	2.4494504147813285	0.007153724485934654	0.0851063829787234	2666.0	21.0	12.0	87.0	1.0	105.0	1.0	0.0	9.0	453.0	1.0	0.0	1.0	21.0	0.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.218851282773743	0.013248377204080453	0.6190476190476191	2410.0	8.0	0.0	8.0	0.0	15.0	0.0	0.0	13.0	592.0	6.0	0.0	0.0	8.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	3.9576975320971868	3.785439747217012e-05	0.4615384615384615	2952.0	56.0	13.0	51.0	3.0	53.0	9.0	1.0	45.0	1484.0	53.0	1.0	13.0	38.0	1.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	3.9576975320971868	3.785439747217012e-05	0.4615384615384615	2952.0	56.0	13.0	51.0	3.0	53.0	9.0	1.0	45.0	1484.0	53.0	1.0	13.0	38.0	1.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.511146882100779	0.0060169977745792025	0.5647058823529412	2248.0	286.0	183.0	129.0	44.0	225.0	92.0	48.0	140.0	802.0	134.0	55.0	73.0	84.0	38.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	7.782355817341953	3.552713678800501e-15	0.5670498084291187	2348.0	146.0	16.0	120.0	5.0	140.0	7.0	1.0	155.0	1087.0	111.0	0.0	11.0	103.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	7.782355817341953	3.552713678800501e-15	0.5670498084291187	2348.0	146.0	16.0	120.0	5.0	140.0	7.0	1.0	155.0	1087.0	111.0	0.0	11.0	103.0	1.0
Arachis_ipaensis	Arachis_hypogaea	Arachis_duranensis	2.3904180215281747	0.008414594039349743	0.4782608695652174	2443.0	40.0	2.0	12.0	0.0	5.0	0.0	0.0	11.0	503.0	8.0	0.0	0.0	3.0	0.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.2188512827737426	0.013248377204080453	0.6190476190476191	2448.0	9.0	0.0	8.0	0.0	11.0	0.0	0.0	13.0	1083.0	11.0	0.0	1.0	10.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	2.9321880792873354	0.001682982307015135	0.07027027027027027	2237.0	15.0	4.0	175.0	2.0	137.0	3.0	1.0	16.0	604.0	9.0	2.0	1.0	88.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	2.9838795097044444	0.0014231632708622266	0.1625	2265.0	15.0	7.0	69.0	1.0	69.0	2.0	3.0	15.0	790.0	6.0	0.0	4.0	48.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	2.9838795097044444	0.0014231632708622266	0.1625	2265.0	15.0	7.0	69.0	1.0	69.0	2.0	3.0	15.0	790.0	6.0	0.0	4.0	48.0	0.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.210296726253035	0.013542241599835525	0.17647058823529413	1511.0	30.0	0.0	28.0	1.0	5.0	0.0	0.0	6.0	315.0	1.0	0.0	2.0	3.0	0.0
Arachis_hypogaea	Arachis_duranensis	Arachis_ipaensis	2.145894714469282	0.015940633128948112	0.5789473684210527	1309.0	5.0	2.0	8.0	0.0	9.0	0.0	0.0	11.0	295.0	6.0	1.0	0.0	16.0	0.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	2.292516733721143	0.01093789141945134	0.4782608695652174	666.0	16.0	10.0	13.0	0.0	19.0	1.0	0.0	12.0	168.0	4.0	1.0	4.0	9.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	3.5646130631263637	0.00018223630884361963	0.42857142857142855	533.0	58.0	9.0	34.0	4.0	31.0	2.0	1.0	26.0	120.0	23.0	2.0	3.0	20.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	2.292516733721143	0.01093789141945134	0.4782608695652174	666.0	16.0	10.0	13.0	0.0	19.0	1.0	0.0	12.0	168.0	4.0	1.0	4.0	9.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	3.5646130631263637	0.00018223630884361963	0.42857142857142855	533.0	58.0	9.0	34.0	4.0	31.0	2.0	1.0	26.0	120.0	23.0	2.0	3.0	20.0	1.0
Arachis_hypogaea	Arachis_ipaensis	Arachis_duranensis	2.292516733721143	0.01093789141945134	0.4782608695652174	666.0	16.0	10.0	13.0	0.0	19.0	1.0	0.0	12.0	168.0	4.0	1.0	4.0	9.0	1.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.9862560558978997	0.001412149461181178	0.10101010101010101	2961.0	15.0	11.0	89.0	0.0	98.0	0.0	2.0	10.0	1089.0	8.0	0.0	1.0	80.0	1.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	4.44697342367502	4.358191326270244e-06	0.4554455445544554	3330.0	110.0	43.0	68.0	3.0	93.0	13.0	1.0	59.0	1163.0	19.0	0.0	14.0	48.0	4.0
Arachis_duranensis	Arachis_hypogaea	Arachis_ipaensis	2.9862560558978997	0.001412149461181178	0.10101010101010101	2961.0	15.0	11.0	89.0	0.0	98.0	0.0	2.0	10.0	1089.0	8.0	0.0	1.0	80.0	1.0
