tre_ID	gene	root_relative_branch_ratio	sister_relative_branch_ratio	removed_flag
OG0001299_159	GLY_0070284	-0.9999880579439555	0.0	0
OG0001299_159	GLY_0070285	-0.9999880579439555	0.0	0
OG0001299_159	GLY_0010526	-0.7983843827060161	0.3319062883803493	0
OG0001299_159	PHA_0030433	-0.49629091370634854	0.4354683415374573	0
OG0001299_159	MED_0036827	-0.001105052499026862	0.253107181041988	0
OG0001299_159	LOC107645851	-0.9999880579439555	0.0	0
OG0001299_159	arharahy.Tifrunner.gnm1.Arahy.16g01131	-0.9999880579439555	0.0	0
OG0001299_159	ardaradu.V14167.gnm1.Aradu.A06g00392	-0.9765205820872757	0.30822987385511613	0
OG0001299_159	arharahy.Tifrunner.gnm1.Arahy.06g00416	-0.9820525288544781	-0.23560834377433884	0
OG0001299_159	CEC_0004976	-0.17980953314245574	-0.47193511139249417	0
OG0001299_159	ARA_0011686	2.2770389195321603	0.4720186634621926	0
OG0001299_159	PRU_0016571	0	0	0
OG0001299_159	PRU_0016574	0	0	0
OG0001299_159	PRU_0016573	0	0	0
OG0001299_159	PRU_0016572	-0.9999880579439555	0.0	0
OG0001299_159	CUC_0010998	-0.9972667440335911	-0.993983417195362	0
OG0001299_159	CUC_0010999	-0.5457128979755892	165.20730279472616	0
OG0001299_159	POP_0041839	-0.9999880579439555	0.0	0
OG0001299_159	POP_0041840	-0.9999880579439555	0.0	0
OG0001299_159	POP_0041838	-0.9279981280215841	1593.043873352549	0
OG0001299_159	POP_0050339	-0.9999880579439555	0.0	0
OG0001299_159	POP_0050340	-0.9999880579439555	0.0	0
OG0001299_159	POP_0049956	-0.9299547130527709	2.558015148636072	0
OG0001299_159	POP_0042846	-0.03396856508410928	0.06975772034068839	0
OG0001299_159	POP_0048656	0.4821029742003137	0.23130787656488866	0
OG0001299_159	POP_0042260	0.2479229920300842	5.34125032194856	0
OG0001299_159	POP_0050402	-0.8032055306647131	-0.8423023931828137	0
OG0001299_159	COF_0008716	2.5073727168744866	2.4649877270495826	0
OG0001299_159	VIT_0001250	0.012232363622538605	-0.711398689180497	0
OG0001299_159	COF_0008718	-0.8231311533041517	0.3844705662696529	0
OG0001299_159	COF_0008720	-0.872248026787303	-0.27770223191207205	0
OG0001299_159	COF_0008722	-0.43914376285641277	0.81756372660325	0
OG0001299_159	COF_0008729	1.309122158358251	4.421460857307107	0
OG0001299_159	MIM_0018994	1.628872299102757	0.3795072648190836	0
OG0001299_159	SOL_0026175	0.9056603514498507	-0.2751034912953897	0
OG0001299_159	HEL_0019854	-0.1374667154182159	-0.45910677336524325	0
OG0001299_159	HEL_0020554	0.5946461188803494	0.8487937189038963	0
OG0001299_159	HEL_0039414	0.25234560765906827	-0.3008230767779601	0
